,rotation,texture_u,texture_g,texture_r,texture_i,texture_z
0,cw,0.1742165,19.7883,53.899519999999995,17.83224,1.301412
1,cw,0.2007784,7.298114,22.669610000000002,15.98589,1.338754
2,cw,0.251769,26.9251,113.4064,78.9908,4.544864
3,cw,11.29857,243.6659,630.1951,420.1433,32.33097
4,cw,0.16928220000000002,84.3793,328.754,91.97555,4.794409
5,cw,0.713213,99.91753,147.8267,105.4484,6.028117
6,cw,0.1723973,11.875119999999999,24.7634,26.04342,1.640783
7,cw,0.328338,5.1426419999999995,129.5075,121.7235,2.424038
8,cw,0.5402675,104.3935,221.8516,261.369,30.05899
9,cw,-0.0023509629999999998,26.52297,74.9293,67.14742,6.036023999999999
10,cw,0.00790349,14.85245,15.90515,10.17959,0.42654790000000004
11,cw,-0.04105243,7.363855,6.613878,4.998842,0.4002501
12,cw,4.608064,171.9638,54.83171,34.31607,2.1360919999999997
13,cw,0.14891120000000002,10.27418,33.94474,34.80965,1.4271
14,cw,1.01207,140.8214,263.7661,326.8086,33.35311
15,cw,1.2702309999999999,83.21184000000001,115.9726,99.99928,4.458185
16,cw,0.1717922,30.64132,51.911590000000004,40.77831,0.5147430000000001
17,cw,0.16565660000000001,34.93502,51.86432,46.398590000000006,1.170275
18,cw,3.0153849999999998,272.2817,486.2393,316.4976,25.63481
19,cw,0.0412082,2.3775169999999997,3.736714,3.669634,0.13529349999999998
20,cw,0.2568264,29.12449,32.67435,29.5974,2.2284889999999997
21,cw,0.1667625,3.873207,8.515436,8.226129,0.6275153
22,cw,0.1071177,8.66411,11.5937,10.063310000000001,0.9921339
23,cw,0.02517609,43.78482,171.8146,46.64114,2.983565
24,cw,1.811363,112.1764,132.713,115.6369,11.39428
25,cw,0.05349595,11.695089999999999,8.617014,4.6201419999999995,0.1140754
26,cw,0.03914979,13.415779999999998,18.62368,18.81705,0.2353141
27,cw,0.11878519999999998,81.88658000000001,202.845,185.8846,4.943511
28,cw,2.156764,202.2302,295.23900000000003,190.1863,4.600958
29,cw,1.007654,325.5292,115.7884,80.33712,2.392763
30,cw,0.05568865,17.48976,27.7531,29.6293,0.9817785
31,cw,0.07705965,4.579238,9.159199000000001,7.779461,0.1940405
32,cw,0.07403077,3.6609769999999995,10.01548,10.53923,0.36406659999999996
33,cw,0.08231312,28.28527,14.587470000000001,14.384070000000001,0.18715829999999997
34,cw,0.5546314999999999,126.5043,432.2819,83.4789,7.238199000000001
35,cw,1.908682,78.07685,86.58736,49.725190000000005,2.598739
36,cw,7.62455,654.9876,585.8676,293.4443,23.78975
37,cw,1.079128,169.47799999999998,279.0301,163.9199,19.47656
38,cw,0.2028338,21.608220000000003,37.5756,30.417740000000002,0.6214445
39,cw,0.1866624,8.355963000000001,8.247987,4.632315,0.4044027
40,cw,0.1792778,59.71661999999999,24.86254,14.61004,0.7496967
41,cw,0.09660447,62.79546,243.312,46.1855,3.2736810000000003
42,cw,0.9341579,100.1285,189.2197,142.3757,9.784789
43,cw,0.3181324,26.14919,19.0869,10.36128,0.3881854
44,cw,0.5274350999999999,253.7798,614.4058,609.0118,43.74184
45,cw,0.27500990000000003,26.439770000000003,39.3253,30.94525,2.413226
46,cw,5.191586,2416.8,889.5594,486.4841,27.049409999999998
47,cw,0.6029503,138.8167,87.50159000000001,51.09943,2.307098
48,cw,6.467902,529.4957,1872.016,844.5034,14.35674
49,cw,0.0829547,3.3616599999999996,4.777486,1.9838419999999999,0.01525389
50,cw,28.897409999999997,1373.1629999999998,1654.8470000000002,1152.816,130.7112
51,cw,1.4655340000000001,459.1946,306.5075,330.9084,20.51191
52,cw,0.01556264,1.685168,7.163608999999999,4.413973,0.1938467
53,cw,0.1031277,16.44444,36.24006,25.78829,1.19349
54,cw,0.1894632,15.674370000000001,16.8169,14.58525,0.41599620000000004
55,cw,0.22325949999999997,87.97903000000001,162.4628,39.14698,1.980603
56,cw,0.04510074,19.734029999999997,7.400264,5.903637000000001,0.1391944
57,cw,0.1860184,118.4664,148.3289,106.915,7.868376
58,cw,3.8765699999999996,253.0366,169.9771,115.4798,6.780539
59,cw,1.132041,201.1067,191.0978,57.999480000000005,0.9131121999999999
60,cw,0.06442956,23.15714,32.29841,3.6832550000000004,0.05135281
61,cw,0.2463008,42.661609999999996,47.18736,28.176170000000003,2.4369970000000003
62,cw,4.6213809999999995,456.4109,531.702,341.0821,5.201385
63,cw,0.16698659999999999,20.97725,30.36947,31.160459999999997,0.8224596
64,cw,0.34903870000000004,30.576190000000004,22.5271,18.9197,1.31693
65,cw,6.967080999999999,2387.869,2775.816,2007.545,59.7252
66,cw,0.20849450000000003,49.585879999999996,69.09161,8.540383,0.8271318000000001
67,cw,31.002290000000002,2028.021,990.585,390.3704,6.911795
68,cw,0.047976099999999994,39.47229,38.792590000000004,6.234513,0.43647529999999995
69,cw,5.660634,696.903,712.2579,515.7496,30.437620000000003
70,cw,0.5339894000000001,41.907309999999995,126.3121,79.77599000000001,6.888613
71,cw,0.22874320000000004,93.79575,328.2389,279.9374,9.886448
72,cw,0.4683075,22.12829,69.69691,33.65654,1.997249
73,cw,0.04058417,11.43595,9.406265,7.684052,0.01206407
74,cw,0.1255637,10.64423,12.48696,8.941896,1.807695
75,cw,0.1803719,8.345916,10.07749,4.932958999999999,0.07845675
76,cw,0.38515309999999997,47.48525,138.0193,83.7098,3.866568
77,cw,0.07860464,25.05049,97.63284,60.627159999999996,3.0220689999999997
78,cw,0.45839979999999997,12.191989999999999,23.35602,12.47894,0.34196129999999997
79,cw,0.10064429999999999,32.97334,86.67125,30.70015,1.138312
80,cw,0.009082877,9.587399000000001,5.560512999999999,3.149238,0.2067313
81,cw,0.03933818,27.716820000000002,96.39113,65.89265999999999,0.763734
82,cw,0.009399331,9.873,28.81888,18.787860000000002,0.3601877
83,cw,0.6450505999999999,40.76003,68.33412,30.025340000000003,0.49711809999999995
84,cw,0.8299833000000001,110.4224,184.0481,110.0011,3.8263529999999997
85,cw,0.02340664,10.486289999999999,12.47231,8.457226,0.2251489
86,cw,0.5518801,50.9175,62.41112,32.1463,0.9328174000000001
87,cw,0.2278788,68.48776,124.4972,90.91094,3.7373260000000004
88,cw,0.09507351,42.06824,78.93695,60.85041999999999,2.3967009999999997
89,cw,0.11540170000000001,49.02939,31.99976,21.36356,0.08563282
90,cw,0.02447289,15.839020000000001,102.0554,29.325909999999997,0.7734535
91,cw,0.04095948,6.376455,11.54491,5.83893,0.02298247
92,cw,1.071217,157.6762,222.7555,136.4524,7.7571520000000005
93,cw,4.11925,425.333,369.4452,103.5835,5.347617
94,cw,0.14491110000000001,49.443000000000005,7.092486999999999,2.876579,0.25299360000000004
95,cw,10.248510000000001,3065.908,1931.6779999999999,931.6611,68.60248
96,cw,0.9512653,204.0521,260.7977,149.4347,6.316312
97,cw,2.817296,143.5705,250.6445,153.1773,12.25109
98,cw,0.07736169,8.142656,9.06864,3.726339,0.162602
99,cw,0.04405556,11.4354,10.412339999999999,5.279463,0.11818510000000002
100,cw,0.41996579999999994,58.257369999999995,26.01211,10.49789,0.05543131
101,cw,2.138734,153.8971,148.9079,89.98895999999999,4.559545
102,cw,0.5512587,573.8234,374.3504,293.6814,29.463620000000002
103,cw,1.055834,120.7498,253.8661,191.6918,11.1314
104,cw,0.7807261,19.99246,11.24364,4.2120690000000005,0.1417325
105,cw,0.7354388000000001,43.46628,23.299039999999998,11.30831,0.3492107
106,cw,0.4647196,49.77106,71.13266,43.07956,2.261468
107,cw,0.6806768,44.98796,127.0108,99.65658,5.54617
108,cw,0.6918184000000001,28.165129999999998,33.82345,15.632470000000001,0.7691404000000001
109,cw,0.24781679999999998,3.736221,1.169781,0.6800025,0.1589256
110,cw,0.04598665,3.242795,3.5961309999999997,3.2739830000000003,0.2262864
111,cw,0.13055550000000002,23.71685,21.37115,24.50372,2.18684
112,cw,1.06146,458.0007,430.7615,153.9944,7.172727
113,cw,0.08136804,9.507472,7.4911710000000005,8.934274,0.008701494
114,cw,7.293794,193.5115,179.5639,156.1049,5.989026
115,cw,3.0824130000000003,622.5055,209.5563,172.8912,5.28965
116,cw,0.1665426,10.59702,8.132907000000001,6.254842,0.2922567
117,cw,169.6132,5161.266,4692.405,3699.6679999999997,175.9178
118,cw,0.06228605,3.63846,5.6118,6.620739,0.5742738000000001
119,cw,0.3196638,82.7099,116.3337,103.7365,2.884656
120,cw,0.4940994000000001,43.30903,128.013,120.2623,3.064377
121,cw,0.1176191,18.37537,106.6937,95.38786,0.9899003000000001
122,cw,0.7003059,108.6101,322.07,371.5254,2.80787
123,cw,0.18856270000000003,17.18471,22.48263,16.776510000000002,0.5733529
124,cw,2.476782,98.71558,45.33187,32.97571,0.8943805
125,cw,0.5910055999999999,123.8593,145.1113,130.59799999999998,2.22128
126,cw,2.921943,1369.515,938.0076,803.8107,81.08739
127,cw,9.196882,356.5177,439.1681,334.8225,23.26057
128,cw,1.2116360000000002,91.91943,62.360369999999996,34.71161,1.189478
129,cw,1.059971,142.3187,198.4146,147.8348,12.58314
130,cw,1.23755,598.592,381.4815,289.5793,17.57529
131,cw,0.451888,10.08313,17.15721,22.6512,1.351335
132,cw,0.1984856,69.46896,97.0984,87.86523000000001,4.8669720000000005
133,cw,0.7539254,262.3456,336.6796,355.3812,12.37604
134,cw,18.80276,1010.6080000000001,1958.7220000000002,1392.888,78.5479
135,cw,0.940132,259.9519,74.09506999999999,46.6562,2.864388
136,cw,2.515397,170.3284,164.2263,97.90517,10.20228
137,cw,0.00612368,6.429141,10.66335,10.11749,0.5939936
138,cw,0.03930353,28.8782,56.947230000000005,7.846493,0.1844117
139,cw,23.4046,3814.362,5056.843,1290.165,61.329980000000006
140,cw,-0.001170209,11.38905,38.94907,31.711759999999998,0.8491755999999999
141,cw,0.9784145000000001,76.741,56.586769999999994,40.0902,1.4424649999999999
142,cw,0.13740479999999997,4.7522459999999995,3.271455,2.819244,0.2972734
143,cw,0.1833384,35.8524,64.54979,35.09406,0.9071456
144,cw,1.903084,884.314,933.9654,647.7531,21.57806
145,cw,1.1871399999999999,125.7944,306.7222,206.951,13.41683
146,cw,0.8621802,145.195,342.10400000000004,196.4171,15.837
147,cw,13.13575,1209.479,2015.172,1190.828,11.89167
148,cw,-0.001257786,9.452328999999999,6.975293,4.824879,0.5152816
149,cw,6.15835,281.9397,307.6911,209.4555,12.740730000000001
150,cw,0.15949000000000002,12.214789999999999,26.7047,18.1352,0.1993749
151,cw,0.2484681,92.56483,93.80185999999999,72.36095999999999,2.417464
152,cw,0.3436263,66.07973,52.61263,37.87924,1.8914360000000001
153,cw,12.19364,656.5488,285.3358,286.3908,10.44092
154,cw,0.1545751,59.22711999999999,62.386109999999995,49.45465,1.609297
155,cw,1.224265,187.562,234.2915,282.26099999999997,1.632596
156,cw,0.2485929,34.3867,38.0862,15.256310000000001,0.2200221
157,cw,1.709858,69.92461,33.73794,18.56948,0.43080209999999997
158,cw,1.162695,56.51979,91.88750999999999,52.24899,3.205595
159,cw,1.6819369999999998,573.146,934.5532,376.0855,23.57011
160,cw,0.2076271,17.62969,26.6918,17.62298,-0.05005316
161,cw,1.678079,81.6348,87.2012,44.85052,1.406173
162,cw,0.2706045,53.96096,36.39479,18.57583,0.3036663
163,cw,3.071239,386.0034,559.188,540.0742,52.54237
164,cw,0.24820820000000005,88.12095,148.981,163.4942,13.348870000000002
165,cw,0.2435478,32.462920000000004,23.5057,14.55303,1.002481
166,cw,1.162387,183.9644,206.8781,169.4879,11.96916
167,cw,0.37200140000000004,316.7557,441.3351,365.28,37.039390000000004
168,cw,0.1219593,36.37927,59.944919999999996,10.502419999999999,0.4328996
169,cw,0.07612821,12.69924,42.77669,49.777609999999996,3.231833
170,cw,0.1463333,2.687872,8.844906,7.455689,0.3210917
171,cw,0.1106374,11.41469,15.979379999999999,18.901510000000002,1.200401
172,cw,2.016507,244.285,556.6099,841.7615,69.11514
173,cw,5.285858,720.7363,1123.5810000000001,1142.601,107.3823
174,cw,1.568729,358.3331,457.5644,498.7336,30.04556
175,cw,0.17088029999999998,23.13366,47.06961,33.26175,12.92947
176,cw,0.02259753,3.093058,6.4743260000000005,4.172204,0.13714229999999997
177,cw,0.3023388,16.12361,15.085529999999999,16.69012,0.1306704
178,cw,1.354692,884.4639999999999,3079.51,3501.4390000000003,62.38705
179,cw,0.6371511999999999,172.1689,176.3985,76.9593,3.176119
180,cw,0.02982608,6.09384,9.403674,9.052673,0.2150592
181,cw,1.050398,255.8308,386.0626,366.2306,14.05776
182,cw,0.45151320000000006,20.956229999999998,17.229429999999997,19.13158,0.1220749
183,cw,0.30105820000000005,8.495958,8.797051,6.626589,0.11580789999999999
184,cw,0.21956230000000002,44.7569,50.89193,36.85212,0.47758549999999994
185,cw,0.5052823000000001,4.614142,9.412189999999999,8.62255,0.26791420000000005
186,cw,0.1700192,90.20721,40.786559999999994,22.21885,1.274434
187,cw,6.356435,327.7679,632.7185,432.6145,25.697689999999998
188,cw,0.02637513,13.955960000000001,17.57939,11.93042,0.3004839
189,cw,0.04404066,16.60021,14.9779,9.707527,0.7368744
190,cw,7.0914660000000005,612.4301,521.922,330.5287,16.045920000000002
191,cw,0.04992651,33.67962,56.02935,48.95704,3.3249129999999996
192,cw,0.0689865,14.41182,41.79169,55.31165,1.6739560000000002
193,cw,0.39112959999999997,19.12772,47.75005,7.000732000000001,0.09220241
194,cw,0.03633511,10.75367,31.724659999999997,7.684253,0.1503386
195,cw,-0.001577197,5.312978,6.567463,5.92846,0.2413065
196,cw,0.05343873,14.63684,26.764870000000002,12.375010000000001,0.43144209999999994
197,cw,11.27694,1718.495,1622.605,595.6107,24.04465
198,cw,-0.01194369,10.92808,16.37833,13.58849,0.43483900000000003
199,cw,0.00128425,0.8869971,3.5924400000000003,2.554415,0.1423524
200,cw,0.8255611999999999,201.4723,155.505,30.91763,2.296136
201,cw,5.91611,548.0594,357.1781,191.1497,8.514358
202,cw,0.8827815,94.10603,66.8592,50.23535,2.2924580000000003
203,cw,1.323448,131.377,137.4084,86.01704000000001,3.4212620000000005
204,cw,14.12149,4458.710999999999,4267.12,3373.348,86.09755
205,cw,0.4167565,99.09196,53.314730000000004,31.80145,1.246565
206,cw,0.02934807,12.125919999999999,16.121270000000003,12.86611,0.21827399999999997
207,cw,0.339483,40.11477,38.88917,24.465020000000003,1.6685330000000003
208,cw,0.026671800000000002,9.201752,9.132091,9.650056,0.40561020000000003
209,cw,0.34680320000000003,15.99174,31.339209999999998,22.17192,2.152344
210,cw,4.235949,505.2172,849.1937,789.1985,29.4256
211,cw,6.271389,1003.087,488.5471,219.5923,21.77357
212,cw,1.13704,135.9182,191.4743,140.6849,4.101449
213,cw,1.945242,596.5366,729.2064,527.259,43.6783
214,cw,0.3793835,183.1693,310.8678,219.5512,10.16939
215,cw,0.3386268,87.58154,157.7275,165.5475,12.5801
216,cw,0.05516726,24.2073,15.40731,9.679203,0.779359
217,cw,0.3725432,15.1796,12.534839999999999,16.67998,0.5938492
218,cw,7.09567,776.1981,1251.75,1645.51,96.73904
219,cw,4.1231860000000005,322.6903,440.3268,509.0202,5.6028
220,cw,0.04437563,19.58655,44.517379999999996,51.657070000000004,1.6899
221,cw,0.02378548,11.3313,16.96395,21.04691,0.25781329999999997
222,cw,9.856755,1052.478,1860.961,1698.796,166.0621
223,cw,0.313958,14.03996,53.884159999999994,53.152919999999995,0.7565314000000001
224,cw,2.756602,345.1801,604.5071,450.4543,33.96433
225,cw,0.11591900000000001,65.09103,139.7995,113.1663,5.8060529999999995
226,cw,0.1521102,5.01052,44.403209999999994,4.342443,0.27559770000000006
227,cw,2.273774,11.6404,76.85146,14.626629999999999,0.7176146999999999
228,cw,2.421018,592.1224,1470.503,1076.26,101.6466
229,cw,2.133025,115.7053,139.7065,57.220209999999994,3.173129
230,cw,7.4037820000000005,356.6866,135.0654,73.9426,2.407145
231,cw,0.2040846,38.886959999999995,67.2462,34.71322,2.010257
232,cw,4.226677,1000.797,732.5132,356.2335,36.60266
233,cw,18.19828,1752.9979999999998,2808.344,1519.055,166.1883
234,cw,0.37161869999999997,18.189120000000003,47.04914,19.70929,1.412852
235,cw,0.4487138,35.71471,56.09131,29.372770000000003,2.354684
236,cw,0.6957049,25.9145,102.8085,42.8594,6.4358580000000005
237,cw,0.09384686,42.26342,54.13245,56.975840000000005,3.40656
238,cw,4.789691,856.9745,532.9855,550.7402,22.97794
239,cw,-0.004828006,1.973338,3.294397,1.918035,0.1131423
240,cw,0.21002960000000004,15.539779999999999,7.870961,6.851665,0.261641
241,cw,0.1259197,69.43216,168.1966,43.919290000000004,1.1735229999999999
242,cw,0.005914317,10.298869999999999,17.971320000000002,16.0141,0.8730020000000001
243,cw,0.6022350000000001,147.6765,136.1142,105.46799999999999,5.287494000000001
244,cw,0.129439,37.61262,34.60389,22.88557,1.337358
245,cw,0.5008471,49.56961,26.4055,21.50507,1.326786
246,cw,0.11494829999999999,29.553140000000003,53.25153,56.53495,4.838891
247,cw,0.17495770000000002,64.869,55.74714,36.55254,0.7478651999999999
248,cw,0.16114589999999998,36.80938,36.2961,24.85977,1.49268
249,cw,38.59982,3668.0959999999995,5514.932,3506.011,271.9868
250,cw,1.5784209999999999,239.3618,148.9709,45.651720000000005,1.120467
251,cw,1.019606,449.8038,410.5185,267.08,9.36771
252,cw,0.8268141999999999,186.3238,152.9528,71.03059,1.985788
253,cw,25.628629999999998,1428.615,1151.01,873.3439999999999,78.13896
254,cw,2.426348,134.6025,90.02414,40.15491,1.347728
255,cw,0.14758220000000002,29.085490000000004,63.02893,53.739619999999995,2.100789
256,cw,1.864094,391.1837,141.7039,73.07901,1.001926
257,cw,0.08765471,21.2225,13.51186,6.477806,0.109233
258,cw,0.5062529,99.75255,114.5396,13.68131,0.1266635
259,cw,14.30994,1068.106,623.6412,71.58131999999999,1.248078
260,cw,0.19424070000000002,21.335820000000002,23.58606,12.654910000000001,0.38779040000000004
261,cw,0.5534949,104.7485,122.2728,70.84203000000001,1.425266
262,cw,6.373496,453.8333,268.5346,137.1821,3.435318
263,cw,0.43966759999999994,292.5181,540.9607,324.3659,1.61817
264,cw,1.213557,547.4977,1073.969,857.5981,6.666927
265,cw,2.664802,782.3504,1222.441,831.5493,10.220130000000001
266,cw,0.203548,30.413590000000003,29.75174,2.675313,-0.04618033
267,cw,0.1266487,20.70174,37.75329,20.59825,0.9771619
268,cw,0.057486,70.69376,11.33198,3.4981699999999996,0.1071393
269,cw,0.71845,60.439859999999996,64.44713,21.369979999999998,1.150069
270,cw,0.1522062,180.2189,31.633159999999997,15.50216,0.6838299
271,cw,0.337776,8.680247,6.121453,2.974811,0.3272811
272,cw,-0.008344513000000001,28.55955,13.513179999999998,7.176013,0.32448259999999995
273,cw,0.116372,46.28148,69.21511,32.37502,1.4648079999999999
274,cw,0.04824758,11.32552,33.72797,15.402379999999999,0.002646453
275,cw,0.44944059999999997,38.34476,40.093059999999994,13.97171,0.4257647
276,cw,0.29835359999999994,63.09656,134.6322,62.768119999999996,0.4646249
277,cw,0.16862570000000002,22.02555,48.64714,42.338440000000006,1.866155
278,cw,0.36775749999999996,59.67241,69.49240999999999,62.33169,4.061187
279,cw,0.00503934,4.945353,6.118194,4.070084,0.01050589
280,cw,0.0116425,3.4800699999999996,4.0612010000000005,1.978568,0.06158851
281,cw,0.5439665,226.6618,469.4302,440.4781,17.4497
282,cw,0.03687056,3.36395,2.032209,1.1254540000000002,0.09089316
283,cw,0.5835773,116.2022,416.51099999999997,278.3942,27.314659999999996
284,cw,0.4534053,82.3715,65.69666,29.58656,1.3034350000000001
285,cw,0.6927114999999999,352.6388,78.97408,40.6594,1.641618
286,cw,1.9427159999999999,387.1277,204.8084,101.1898,2.851331
287,cw,0.4479335,249.8348,112.8408,66.06863,2.2486330000000003
288,cw,0.7874526,62.04708,107.0771,56.25872,1.9904439999999999
289,cw,0.2226702,12.35698,32.67368,19.39872,0.4446504
290,cw,0.4430807,17.77891,23.32728,13.050460000000001,0.7457396
291,cw,24.09723,1211.621,1867.5479999999998,781.3164,31.51728
292,cw,17.87932,2705.012,6661.776999999999,4704.1359999999995,249.1021
293,cw,0.17196270000000002,11.71021,19.03913,6.784426,-0.01485884
294,cw,0.21573789999999998,16.01514,53.53998000000001,32.42035,1.176906
295,cw,0.1267976,16.19043,38.18375,4.074859,0.12876369999999998
296,cw,2.56696,542.4942,996.796,825.6362,51.00281
297,cw,0.34685320000000003,122.9855,299.0186,79.22646999999999,1.424917
298,cw,15.80055,746.7976,831.6809,465.93,16.15044
299,cw,0.700209,103.0859,34.87381,14.488829999999998,0.6286297
300,cw,0.01072678,15.394379999999998,18.16676,11.477210000000001,0.6066014
301,cw,0.02795557,10.66358,19.49006,15.581760000000001,0.08181208
302,cw,0.9150963,217.985,213.9802,110.3813,3.67525
303,cw,0.03122681,1.857057,6.033999,4.53408,0.06694875
304,cw,0.1015659,54.42847,176.0795,22.589920000000003,0.6255236999999999
305,cw,8.199475,948.7389,892.8725,444.0711,12.495460000000001
306,cw,0.06732894,17.03218,23.74247,14.15006,0.35849949999999997
307,cw,0.3706698,181.6635,129.6918,61.4155,2.032614
308,cw,0.2856469,78.90968000000001,79.09918,39.70422,1.026614
309,cw,0.02420788,12.031260000000001,77.131,82.24914,0.6158276999999999
310,cw,0.43630630000000004,165.8677,194.3508,62.5337,3.404959
311,cw,0.08340005,10.64128,13.59724,13.3034,0.3380566
312,cw,0.2160569,67.67092,85.74051,62.12036,1.7178799999999999
313,cw,0.07372785,5.9159559999999995,6.109154,9.571288000000001,0.1775611
314,cw,0.11710830000000001,8.071728,13.749139999999999,8.027868,0.3891708
315,cw,0.2473978,22.23477,25.08941,18.4452,0.09864112
316,cw,20.045920000000002,47733.29,80307.64,35107.27,1700.394
317,cw,0.1969224,27.95073,26.72516,19.93375,0.3030739
318,cw,0.1307905,19.34979,35.240590000000005,23.4716,0.9528183000000001
319,cw,0.09423672,25.90984,68.75556,46.57391,0.05426873
320,cw,0.06946505,64.43063000000001,104.4474,68.71095,0.49349490000000007
321,cw,0.04296241,4.930445,9.370941,6.5295440000000005,0.2346744
322,cw,-0.055026900000000004,2.290058,7.799583999999999,1.50709,-0.02238853
323,cw,0.3890194,200.0897,389.369,262.7593,1.025436
324,cw,0.2486236,31.30905,33.88573,16.9169,1.037682
325,cw,0.11784560000000001,50.9137,54.566030000000005,28.96691,2.3309029999999997
326,cw,2.576717,756.8228,629.3559,316.6523,7.650349
327,cw,0.03324492,31.34723,62.79026999999999,33.09518,1.828164
328,cw,-0.02872968,1.75299,4.7984599999999995,2.535176,-0.0291098
329,cw,0.07592272,3.839386,4.36828,1.6777119999999999,0.04998839
330,cw,2.162215,234.7643,257.9642,111.9235,4.179623
331,cw,0.22620900000000002,53.550940000000004,66.7647,30.47437,1.344033
332,cw,0.9506167999999999,560.5298,973.0815,585.7946,32.44539
333,cw,0.3255892,21.32784,27.87296,13.152420000000001,0.7828096
334,cw,0.1399123,109.2963,180.0701,105.9164,4.605891000000001
335,cw,0.1184433,15.529000000000002,58.808519999999994,51.215579999999996,0.22755830000000002
336,cw,2.451419,589.8477,458.5043,189.1531,5.206085
337,cw,1.6835529999999999,534.7413,581.5955,374.0029,27.3337
338,cw,0.05279345,5.98778,5.207054,2.498183,0.186328
339,cw,0.6933081999999999,33.30852,69.61339,47.46986,2.004082
340,cw,0.8138385,158.2596,491.1174,245.1302,14.58813
341,cw,0.09349307,12.68491,82.12513,60.14078000000001,2.210139
342,cw,0.07041122,6.9739830000000005,6.899102,2.7808650000000004,0.02410892
343,cw,0.03011366,3.834511,13.892610000000001,6.267979,0.20895820000000004
344,cw,0.1104049,16.082179999999997,52.8774,28.96792,1.216033
345,cw,0.40885340000000003,19.9615,80.49356,63.47433,2.910685
346,cw,0.2600348,21.360020000000002,49.2467,33.49447,1.2017719999999998
347,cw,0.5209222,27.17209,60.91401,31.11523,2.5537650000000003
348,cw,0.11048399999999998,7.85977,26.10575,16.77159,0.6303831999999999
349,cw,0.9637395000000001,20.577370000000002,46.20221,28.55557,0.6047882
350,cw,0.22705770000000003,4.516426,16.8944,7.928625,0.8515815000000001
351,cw,0.08754588,9.007174000000001,24.25849,20.88496,0.6330869
352,cw,0.06938664,9.342878,25.019460000000002,16.92407,0.3712634
353,cw,0.7298739000000001,423.6501,673.923,767.4388,62.4767
354,cw,0.0984157,31.9612,12.62965,7.547288000000001,0.05990289
355,cw,2.965793,444.8933,124.0856,49.0125,0.7633079
356,cw,0.7930571999999999,262.0748,545.4286,592.6155,6.366864
357,cw,0.3701252,399.3514,943.5065,159.0709,4.005029
358,cw,0.03836673,4.456363,3.355524,1.39904,0.0848124
359,cw,0.01300321,3.43074,4.388731,3.583911,0.19608
360,cw,0.216773,76.21781999999999,186.025,125.49,0.9654735999999999
361,cw,0.33316399999999996,44.916920000000005,87.86567,59.12604,1.893593
362,cw,17.6337,1671.227,1158.07,363.8755,4.558844000000001
363,cw,0.06112415,5.352942,12.04345,7.948167,0.1181958
364,cw,0.02036595,12.36717,57.880790000000005,49.59923,0.1221605
365,cw,0.03174884,4.966330999999999,11.706430000000001,6.833133999999999,0.1328319
366,cw,0.8613287000000001,226.8223,242.4463,101.9824,1.246029
367,cw,0.005581185,4.819754,5.57005,5.772412999999999,0.14390279999999997
368,cw,0.14325710000000003,20.555870000000002,37.66919,24.62341,1.048949
369,cw,15.187339999999999,8370.375,15610.06,12384.82,788.3245
370,cw,0.1435,25.240820000000003,50.79869,29.74478,0.8977824000000001
371,cw,4.274627,819.605,787.8765,473.3495,13.903929999999999
372,cw,0.10857180000000001,66.81779,144.0752,151.7291,12.30078
373,cw,0.39442209999999994,66.47521,88.72606999999999,72.36832,6.328444
374,cw,0.01528486,7.419927,17.37912,14.36612,0.36479490000000003
375,cw,7.324844000000001,1614.838,3120.822,953.4418,28.821479999999998
376,cw,3.4212290000000003,359.0698,119.7992,45.318509999999996,0.6878691
377,cw,0.02195663,39.46233,80.13983,57.59554,2.097497
378,cw,0.07855887,4.765346,6.343316000000001,3.5830610000000003,0.05171692
379,cw,0.1689578,42.25012,56.67527,37.07483,1.344538
380,cw,0.8353225000000001,22.03754,30.12197,22.587220000000002,1.251727
381,cw,0.41338100000000005,102.2535,118.2708,95.18290999999999,1.983986
382,cw,0.3273983,21.12268,3.2886839999999995,0.7237439999999999,0.02984449
383,cw,0.12523879999999998,40.79971,67.01655,31.160829999999997,0.9588469000000001
384,cw,0.43317559999999994,138.4425,239.3333,135.7793,10.37321
385,cw,0.1333697,13.83181,25.24292,16.9237,0.8911063
386,cw,0.46187280000000003,271.9371,455.0098,323.5508,12.314960000000001
387,cw,23.31069,879.6476,647.6648,374.0957,18.56286
388,cw,0.5463840999999999,86.79559,108.1439,84.92877,2.269669
389,cw,0.07816133,11.95536,27.94515,21.47863,0.5892407
390,cw,0.005029812,13.03802,3.550249,1.402211,-0.007465973000000001
391,cw,0.20350870000000001,12.0275,14.174370000000001,9.328271,0.06375726
392,cw,0.07145962,24.94892,36.624340000000004,21.22467,0.28599
393,cw,0.008658772,3.767954,2.595675,3.073902,0.17035250000000002
394,cw,0.39798870000000003,31.49963,79.78173000000001,49.77913,0.2503262
395,cw,0.0939248,23.42717,7.649611999999999,4.528446,0.06698853
396,cw,0.06637157,55.9935,65.28648000000001,53.14465,0.8543713
397,cw,0.08813222,3.34131,4.284121,2.899705,0.03568286
398,cw,0.32896529999999996,18.691,22.01708,12.278880000000001,0.4522755
399,cw,0.09544881,26.54567,29.90235,17.884079999999997,0.67133
400,cw,0.04152919,7.1085449999999994,9.272255,2.886372,0.12425839999999998
401,cw,0.09595408,12.098460000000001,16.42877,13.353570000000001,0.92053
402,cw,6.658060000000001,2433.236,2151.033,1040.453,70.81208000000001
