,rotation,ra,dec,cx,cy,cz,raErr,decErr,raDecCorr,b,l,offsetRa_u,offsetRa_g,offsetRa_r,offsetRa_i,offsetRa_z,offsetDec_u,offsetDec_g,offsetDec_r,offsetDec_i,offsetDec_z
0,cw,187.0863521,-1.0675945,-0.99218909,-0.12334368,-0.01863196,0.043750272,0.047829184000000004,3.45e-06,61.26160965,290.8580609,-0.22812,-0.027530000000000002,0,-0.01036,-0.03113,0.22558000000000003,0.02265,0,0.02335,0.01082
1,cw,187.11133180000002,-1.12886735,-0.99211488,-0.12377371,-0.01970118,0.045829007000000005,0.051420927000000005,4.45e-06,61.20603752,290.93269260000005,0.0768,0.034980000000000004,0,0.02076,-0.02344,0.22096,-9e-05,0,-0.05488,-0.09767999999999999
2,cw,199.58338799999999,-1.09167866,-0.94198366,-0.33511758,-0.01905223,0.051460332000000004,0.049369007,2.46e-07,61.04712333,316.9260762,0.00826,0.0029,0,0.01546,-0.00942,0.21270999999999998,-0.02052,0,-0.01436,-0.00447
3,cw,208.2269243,-1.11461639,-0.88091458,-0.47287536,-0.0194525,0.05054006900000001,0.043982192999999996,5.12e-06,58.11765132,333.0410003,0.04822,-0.08991,0,-0.03341,0.02537,-0.01656,0.07635,0,0.031810000000000005,-0.02732
4,cw,184.3799572,-0.80956157,-0.99698,-0.07636262,-0.01412904,0.041538356,0.044035412,2.81e-06,60.89486039999999,285.28686400000004,0.08409,0.01105,0,0.00477,0.01885,0.00978,-0.06001,0,0.01004,0.04539
5,cw,188.6314279,-0.76511714,-0.98858606,-0.15006429,-0.01335342,0.041556598,0.040323952999999996,-1e-06,61.81141634,293.95349100000004,0.12935,0.01366,0,-0.01908,-0.04353,0.0786,-0.01927,0,-0.00451,0.00349
6,cw,199.6550324,-0.7074687,-0.94166303,-0.33633062,-0.01234734,0.04387853,0.056378168,-1.57e-06,61.40653236,317.245063,0.11057,-0.03687,0,-0.0083,0.018009999999999998,-0.77557,-0.00072,0,0.02197,-0.014759999999999999
7,cw,214.5877026,-0.74518336,-0.8231886,-0.56761905,-0.01300554,0.04233348,0.041148187,1.67e-06,55.16030836,343.3206604,-0.059739999999999994,-0.05878,0,0.022580000000000003,0.0143,-0.23275,-0.02367,0,0.014709999999999999,0.027739999999999997
8,cw,222.0893207,-0.80754179,-0.74202708,-0.67022174,-0.014093799999999998,0.045070503,0.039495971,1.11e-05,50.36820154,352.8822112,0.19626,0.01828,0,-0.03288,-0.026560000000000004,0.00592,-0.0648,0,0.028030000000000003,0.01235
9,cw,226.9769897,-0.83233193,-0.68222003,-0.73100261,-0.01452642,0.036365853999999996,0.037930567000000005,-4.21e-06,46.89550944,358.0903861,-0.24841999999999997,-0.04678,0,0.00799,0.026869999999999998,0.0082,-0.026189999999999998,0,0.0027,0.05081
10,cw,229.124614,-0.65648757,-0.65437309,-0.75608504,-0.01145762,0.04318097,0.050901655999999997,-1.76e-05,45.42353529,0.362350758,0.06637,0.03455,0,-0.026910000000000003,0.26404,0.24020999999999998,-0.091,0,0.018090000000000002,0.01073
11,cw,232.82639190000003,-0.71539577,-0.60418505,-0.79674622,-0.01248569,0.053294689000000006,0.051939622000000005,3.03e-06,42.55931707,3.623882412,0.24088,-0.00312,0,-0.01196,0.049839999999999995,0.5973,-0.023780000000000003,0,-0.02126,0.05156
12,cw,180.7542081,-0.29117679,-0.99990045,-0.01316286,-0.00508197,0.041579426,0.049561579,1.07e-05,60.21200874,277.9633975,-0.48362,-0.01738,0,0.03483,0.03302,-0.16132,-0.11312,0,0.11532,-0.02708
13,cw,190.8538024,-0.25574711,-0.98210108,-0.18830175,-0.00446361,0.047591139000000005,0.056270074,4.26e-06,62.54811719,298.5779661,-0.10122,-0.01324,0,-0.015619999999999998,-0.00014,-0.21615,0.0249,0,-0.025869999999999997,-0.08846
14,cw,193.14543659999998,-0.21029362,-0.97378936,-0.22742209,-0.00367031,0.047469769,0.063372685,5.02e-06,62.66002241,303.5545492,-0.08943,-0.007890000000000001,0,0.01821,-0.00133,0.08144,-0.04689,0,-0.018359999999999998,-0.00868
15,cw,203.7689524,-0.30639748,-0.91516512,-0.40304367,-0.00534762,0.052502840999999995,0.050249851,9.179999999999999e-07,60.62783155,325.6288937,-0.28726999999999997,-0.04525,0,-0.012,0.0149,-0.11584000000000001,-0.06342,0,0.00372,-0.0029
16,cw,209.11539299999998,-0.37312183,-0.87362301,-0.48655979,-0.00651216,0.048860177000000005,0.049122016,-2.1300000000000001e-07,58.36633783,335.1882953,0.09442,0.02138,0,-0.014280000000000001,0.06912,0.20711999999999997,-0.06995,0,-0.0311,-0.01355
17,cw,209.2145719,-0.33138152,-0.87278337,-0.48807349,-0.00578367,0.049250460999999995,0.051540210999999996,-1.83e-06,58.35579532,335.3924372,-0.13849,-0.02723,0,0.048389999999999996,0.05176,-0.19065,-0.04674,0,-0.052379999999999996,-0.07836
18,cw,211.5059353,-0.31055397,-0.85257351,-0.52257921,-0.00542016,0.040158279,0.06325606,-2.27e-05,57.22336979,339.1306463,-0.17777,0.047810000000000005,0,0.01764,0.01641,-0.00475,-0.02138,0,-0.01145,0.03876
19,cw,211.73315409999998,-0.37434140000000005,-0.85048875,-0.52595266,-0.00653344,0.048200071,0.06375784,-1.39e-05,57.0493292,339.4243791,-0.22916,0.10561,0,-0.02835,-0.22066,0.71335,0.07574,0,-0.025,-0.01296
20,cw,216.88216859999997,-0.29013127,-0.79986123,-0.60016363,-0.00506372,0.055167249,0.067837781,-1.39e-05,54.15272589999999,346.97050260000003,-0.61223,0.0512,0,0.1191,0.10980999999999999,0.23163000000000003,-0.01733,0,-0.06984,-0.08105
21,cw,223.0832184,-0.22581931,-0.7303566999999999,-0.68305458,-0.00394128,0.044472113,0.047376964,-5.53e-06,50.10352616,354.6344601,0.03912,-0.060379999999999996,0,-0.08682999999999999,-0.17737,-1.1761700000000002,0.08525,0,0.08252000000000001,-0.05085
22,cw,223.4769808,-0.31627677,-0.72563981,-0.68805261,-0.00552004,0.049735032,0.051983321,-3.92e-06,49.76326485,354.9728795,0.23325,-0.11925,0,0.03586,0.0299,-0.10226,-0.00674,0,0.011470000000000001,0.00621
23,cw,227.20907090000003,-0.3968256,-0.67930884,-0.73381982,-0.00692586,0.042090285,0.044306572999999995,-5.16e-06,47.0212455,358.7895411,0.2866,-0.01369,0,0.03302,0.07351,0.0577,-0.00161,0,0.01158,0.00884
24,cw,227.904175,-0.27293909,-0.67036494,-0.74201627,-0.00476367,0.044964302000000005,0.043968675,2.3e-06,46.59007653,359.6063875,-0.07948999999999999,-0.01799,0,-0.04204,-0.02825,0.00614,0.02743,0,-0.007790000000000001,-0.0187
25,cw,183.1178465,0.15799554,-0.99851598,-0.05438963,0.00275754,0.055108076,0.044902733,-1.0800000000000002e-05,61.45103713,282.196525,-0.18849000000000002,-0.30428,0,0.049069999999999996,0.06934,0.26795,-0.16218,0,0.0077,0.14040999999999998
26,cw,197.4219214,0.0103523,-0.95412583,-0.29940586,0.00018068,0.05366123,0.051712840999999996,-6.73e-08,62.52966721,312.86174589999996,0.03979,-0.05417,0,-0.028860000000000004,-0.0465,-0.00371,-0.03046,0,-0.02186,0.05159
27,cw,206.185924,0.17563509,-0.89736259,-0.44128333,0.00306541,0.04524115,0.036930208,6.03e-06,60.15974227,330.52800110000004,-0.05637999999999999,-0.00032,0,-0.00869,-0.0168,0.02828,-0.02853,0,-0.02273,0.0054399999999999995
28,cw,208.6860461,0.11512119,-0.87726132,-0.48000889,0.00200924,0.048164467,0.041586686,5.65e-06,58.99961413,334.90500810000003,-0.00572,0.00237,0,0.00288,0.02785,0.06641,0.0086,0,-0.00018999999999999998,0.0038399999999999997
29,cw,210.4083077,0.06737005,-0.86243969,-0.50615847,0.00117583,0.043844956,0.044454174000000006,-6.13e-07,58.11425824,337.7388716,-0.2287,-0.05389,0,-0.00028,-0.014369999999999999,0.06907,-0.054020000000000006,0,-0.01948,-0.05359
30,cw,212.26954849999998,0.10842841,-0.8455441999999999,-0.53390208,0.00189243,0.043376472,0.054842882999999995,-1.21e-05,57.16817677,340.7351559,0.52961,-0.12621,0,0.05744,0.10265,-1.02282,-0.10182999999999999,0,-0.11677,-0.07723
31,cw,225.5874439,0.18482869,-0.69981626,-0.71431562,0.00322586,0.051595006,0.048087248,6.72e-06,48.60474746,357.77889960000005,0.02899,0.0306,0,0.00854,0.15996,-0.14502,-0.058379999999999994,0,-0.01886,-0.05507000000000001
32,cw,230.6422116,0.00355551,-0.63416104,-0.77320099,6.21e-05,0.047319707,0.046887005999999995,1.02e-06,44.70205031,2.471020689,-0.17665999999999998,-0.052879999999999996,0,0.0009599999999999999,-0.04,-0.30367,-0.043269999999999996,0,0.03413,-0.02477
33,cw,231.970246,0.11651256,-0.61606934,-0.7876893,0.00203353,0.043073337999999996,0.044596022,-4e-06,43.74827579,3.770264819,0.010020000000000001,-0.054889999999999994,0,-0.018969999999999997,-0.00798,0.09053,-0.03142,0,0.00903,-0.02535
34,cw,193.4203851,0.50787811,-0.97265515,-0.23208487,0.00886403,0.048321866,0.051049955999999994,8.88e-07,63.37412404,304.18350519999996,0.16315,0.02102,0,-0.01601,-0.05032,-0.00031,0.00877,0,0.007909999999999999,0.03505
35,cw,199.1711483,0.58909062,-0.94449193,-0.3283737,0.01028139,0.053512212,0.056369801,-2.3199999999999999e-07,62.77719532,316.8368655,0.43056000000000005,0.13083,0,-0.06377999999999999,-0.05852,-0.29727,-0.07471,0,-0.00207,0.021830000000000002
36,cw,201.908988,0.44856332,-0.9277493,-0.37312189,0.00782883,0.055979790999999994,0.054707264000000005,3.2799999999999997e-07,61.93964079999999,322.4655341,0.0681,0.00335,0,-0.00866,-0.0463,0.32295,0.04994,0,-0.01687,-0.067
37,cw,220.1224087,0.58408682,-0.76462969,-0.64438926,0.01019406,0.046267595999999994,0.048955980999999996,-4.39e-06,52.72416559,352.0704987,-0.17924,0.01061,0,-0.04857,0.01066,-0.02985,-0.11133,0,-0.01641,-0.01585
38,cw,227.3727562,0.44800555,-0.6772052,-0.73575266,0.00781909,0.049733550999999994,0.04927431400000001,9.37e-07,47.46695732,359.87388589999995,0.11772,0.02792,0,0.00037,-0.016,0.01252,0.02692,0,-0.0199,0.03162
39,cw,229.45194730000003,0.45905441,-0.65006469,-0.75983663,0.00801193,0.059151682000000004,0.078028497,-3.01e-05,45.90582681,1.876032064,-0.40521999999999997,-0.11457,0,0.043680000000000004,-0.13024000000000002,-0.49007,-0.09302,0,-0.07601000000000001,-0.17207999999999998
40,cw,191.362133,1.00239438,-0.98025156,-0.19697928,0.01749419,0.04823518,0.047693408,-2.66e-07,63.83459069,299.5351953,0.21141,-0.00695,0,-0.027000000000000003,0.03161,-0.02101,-0.04757,0,0.04406,0.09386
41,cw,195.4299689,0.85965447,-0.96384787,-0.26603041,0.01500324,0.043470732000000005,0.046677104000000004,6.38e-07,63.61566607,308.72349199999996,0.17699,0.03789,0,-0.00375,-0.08711,0.31264000000000003,-0.10375999999999999,0,-0.04432,-0.05325
42,cw,198.23355800000002,0.94117835,-0.94966081,-0.31284905,0.01642592,0.04307052,0.044841084,-4.4000000000000004e-08,63.30951537,314.9655113,0.30891,-0.13305,0,-0.03949,-0.00985,-0.18149,0.015019999999999999,0,0.022940000000000002,-0.00948
43,cw,198.99882130000003,0.94173963,-0.94539756,-0.32550473,0.01643572,0.049708670999999996,0.049642795,5.0900000000000004e-09,63.15839266,316.6311409,-0.0495,0.015080000000000001,0,-0.02926,-0.004379999999999999,-0.06265,0.04857,0,0.043,0.0472
44,cw,199.29553869999998,0.9135622999999999,-0.94370671,-0.3303989,0.01594399,0.048155218,0.046842731,1.35e-07,63.06693211,317.25832169999995,0.1669,-0.01581,0,-0.01966,-0.0108,0.06621,0.08485,0,-0.027280000000000002,-0.0321
45,cw,200.8409337,0.92201611,-0.93445073,-0.35572867,0.01609152,0.048912989000000004,0.047421107000000004,3.24e-07,62.69655191,320.54985580000005,0.06801,-0.008440000000000001,0,0.02992,0.03322,-0.08796,0.08495,0,0.04505,0.021769999999999998
46,cw,203.1619009,0.87047701,-0.91929098,-0.39328525,0.01519211,0.053123232,0.048594625,1.67e-06,61.94115167,325.2761173,-0.09648999999999999,-0.005,0,0.00317,-0.01028,-0.015790000000000002,0.0051,0,0.02282,0.04372
47,cw,208.63429480000002,0.88521356,-0.87759154,-0.4791601,0.01544928,0.047007828,0.040344786,5.86e-06,59.70171809,335.5339013,0.10026,0.024,0,0.00367,-0.00997,-0.03288,-0.01266,0,-0.03915,-0.03333
48,cw,214.56213819999996,0.89109004,-0.82341183,-0.56723107,0.01555183,0.043964112,0.040343581,5.06e-06,56.50066312,344.99265299999996,-0.05989,-0.08511,0,-0.00527,-0.022940000000000002,-0.04351,-0.03145,0,0.02171,0.04483
49,cw,173.4862595,-3.37479981,-0.99182169,0.11324476,-0.05886732,0.040966465,0.046096153,0.002059596,54.22279149,268.4314309,0.27844,-0.045689999999999995,0,-0.07384,-0.02138,0.71439,0.08056,0,0.07857,0.00141
50,cw,183.71348419999998,-3.48950268,-0.99605026,-0.06464708,-0.06086567,0.04730398,0.044474132,-0.00012092,58.13454616,285.4426546,0.01026,-0.020380000000000002,0,-0.016569999999999998,-0.04639,0.10809,0.07569,0,-0.02725,-0.007559999999999999
51,cw,184.1836749,-3.43028068,-0.99554842,-0.07282332,-0.05983393,0.047922032,0.042073858,-0.000162241,58.31456815,286.27340530000004,-0.16846,-0.00487,0,-0.004220000000000001,0.026039999999999997,-0.1293,-0.08023,0,0.01195,-0.02
52,cw,189.566373,-3.3358483999999997,-0.98442291,-0.16590844,-0.05818865,0.044442755,0.041607161000000004,0.000458299,59.37046681,296.4691116,-0.30185,-0.039639999999999995,0,-0.0502,-0.04419,0.028739999999999998,-0.04448,0,-0.01127,-0.00685
53,cw,191.24259890000002,-3.39650845,-0.97908762,-0.19462116,-0.05924554,0.046786035999999996,0.051335063,-0.000881623,59.43531584,299.75664839999996,-1.01979,0.10209,0,-0.13873,-0.13702999999999999,-0.18836,-0.07014,0,-0.04233,0.05691
54,cw,175.34098390000003,-3.05373643,-0.99528045,0.08111025,-0.05327253,0.038975787000000005,0.034132442,-0.00194822,55.40780103,270.963527,0.04243,0.00775,0,0.00628,0.00116,0.07855,0.02373,0,-0.01805,-0.03088
55,cw,177.65876699999998,-3.00131115,-0.99779474,0.04079482,-0.05235881,0.041695056,0.034060009,-0.002270229,56.49081829,274.618777,0.20874,-0.04496,0,-0.03272,-0.061489999999999996,0.34835,-0.059320000000000005,0,0.02188,0.01697
56,cw,178.4618525,-2.97125458,-0.99829583,0.02680643,-0.05183494,0.039737855,0.039344626,-9.88e-05,56.84999328,275.92501560000005,-0.12222999999999999,0.00243,0,0.00656,-0.00322,-0.8443200000000001,-0.0174,0,0.01762,0.01719
57,cw,181.4486977,-2.99874427,-0.99831148,-0.02524723,-0.05231407,0.042391307,0.041178237,-0.00015692,57.92432007,281.0900457,0.10554000000000001,0.10669000000000001,0,-0.06387999999999999,-0.07579,0.01495,0.03522,0,0.01577,0.0117
58,cw,191.117179,-3.00524521,-0.97988544,-0.19255101,-0.05242738,0.034489286,0.049547886,-0.003442401,59.81959662,299.4693806,0.05038,0.02427,0,-0.0246,0.0007099999999999999,0.11522,-0.02625,0,-0.05628,-0.09794
59,cw,192.43613280000002,-2.97402512,-0.97522142,-0.21506116,-0.05188322,0.038658559,0.04316779,-0.001248277,59.89490419,302.08900930000004,-0.13752,-0.01734,0,-0.01595,-0.0041,-0.00108,0.050980000000000004,0,0.0971,0.07046000000000001
60,cw,199.5753329,-2.85822659,-0.94102967,-0.33462916,-0.04986478,0.037979636000000004,0.042033845,-0.00223096,59.32147989,316.165479,0.3658,-0.023880000000000002,0,-0.02475,0.09386,0.44103000000000003,-0.03762,0,-0.03191,-0.11406
61,cw,174.04488130000001,-2.5279486,-0.99363555,0.10364843,-0.04410671,0.045110059,0.046069454,0.00034896199999999997,55.235400600000006,268.5263855,-0.12552,0.04336,0,-0.02,0.00203,0.02937,0.01816,0,0.00117,0.02106
62,cw,190.8009667,-2.50087667,-0.98134852,-0.1872194,-0.04363467,0.039532765,0.051661372000000004,-0.002387713,60.30439797,298.77779460000005,0.10794000000000001,-0.04754,0,0.01042,0.04025,0.40581,0.04452,0,0.018969999999999997,0.00125
63,cw,192.5092014,-2.53181189,-0.97530826,-0.21638497,-0.04417407,0.041591505,0.049603542,-0.002018947,60.33796581,302.22478650000005,-0.50831,-0.07224,0,0.04589,0.09337000000000001,0.06116,-0.01762,0,-0.030389999999999997,-0.08392000000000001
64,cw,193.2461545,-2.47894116,-0.97248372,-0.22892063,-0.04325219,0.043610141,0.046347599,-0.000762263,60.39040922,303.7138016,0.11600999999999999,-0.011890000000000001,0,-0.010620000000000001,-0.02059,0.36491,0.11778,0,0.01803,0.06663
65,cw,179.59908430000002,-2.27736522,-0.99918571,0.00699171,-0.03973706,0.03724873,0.048158183,0.0021326,57.93594551,277.3539492,-0.03191,0.0365,0,0.00386,0.02035,-0.10101,0.00527,0,0.01023,0.02504
66,cw,181.9373081,-2.13998377,-0.99873139,-0.03378239,-0.03734108,0.037335323999999996,0.051877862999999996,0.001561111,58.89586467,281.43064260000006,0.24020999999999998,0.00443,0,0.015130000000000001,0.11470999999999999,-0.10182000000000001,0.00673,0,-0.017509999999999998,0.0139
67,cw,192.9834624,-2.07755606,-0.97379443,-0.22452213,-0.03625225,0.042470775,0.036362083999999996,0.001889265,60.79389925,303.1858321,-0.01469,0.0169,0,-0.0033200000000000005,0.033780000000000004,-0.025769999999999998,0.05464,0,-0.00461,-0.01268
68,cw,190.98523290000003,-1.76992914,-0.98120798,-0.19046508,-0.03088618,0.04481847,0.04283467,0.00041201,61.04540214,299.0600149,-0.11305,-0.03827,0,0.00873,-0.00146,0.10496,0.04684,0,0.02314,0.00628
69,cw,173.06048700000002,-1.3030211999999999,-0.99241756,0.12079021,-0.02274005,0.037343354,0.035781783,-0.000771416,55.77063314,265.9180781,-0.04293,-0.020919999999999998,0,-0.02901,-0.0052,0.09422,0.00443,0,0.03387,0.03179
70,cw,172.9089054,-3.6477294000000002,-0.99034071,0.12319714,-0.06362189,0.039397025,0.049059955999999995,0.004041987,53.69456472,267.8244068,0.13846,0.016280000000000003,0,-0.0037700000000000003,0.02458,-0.06536,-0.11200999999999998,0,-0.013019999999999999,-0.04448
71,cw,175.7861687,-3.69634178,-0.99522213,0.07332609,-0.06446859,0.036468224,0.05199953,0.005062139,55.04474127,272.1765797,0.05171,0.0019,0,-0.03316,-0.010159999999999999,-0.06937,0.0125,0,-0.02421,-0.029460000000000004
72,cw,177.79730780000003,-3.66946183,-0.9972125,0.03835597,-0.06400042,0.040082917999999995,0.047023793,0.001754726,55.94156746,275.3468148,0.0197,0.042730000000000004,0,0.0041,-0.005370000000000001,0.13018,0.06131,0,-0.00381,0.00588
73,cw,179.0605297,-3.61052468,-0.99788102,0.01636357,-0.06297385,0.039614393,0.044628355,0.001078631,56.498477199999996,277.3838527,-0.15003,0.02376,0,-0.00305,-0.02048,0.14144,-0.07056,0,-0.0261,0.04999
74,cw,184.57579209999997,-3.68605213,-0.99475057,-0.07961273,-0.06428938,0.036557144,0.040865045,7.209999999999999e-05,58.16445507,287.1145983,0.06176,0.02114,0,0.006659999999999999,0.00217,-0.01027,-0.06487000000000001,0,0.00506,0.01329
75,cw,186.90924850000002,-3.65076177,-0.99072338,-0.12005297,-0.06367471,0.038789713999999996,0.04318557,-0.000312678,58.68930565,291.4491198,-0.02939,-9e-05,0,-0.004070000000000001,0.00045,0.09141,0.017730000000000003,0,0.013319999999999999,-0.06906
76,cw,187.47882109999998,-3.68268999,-0.98944568,-0.12989093,-0.06423082,0.043464154000000005,0.044153717,-5.94e-05,58.75402437,292.53853230000004,-0.04576,0.00488,0,0.01905,-0.021580000000000002,0.1531,-0.01353,0,0.0089,-0.04083
77,cw,187.6218239,-3.67725295,-0.98912444,-0.13236086,-0.06413612,0.041714035,0.044444287,-0.00025322400000000003,58.78205701,292.8086042,0.020640000000000002,-0.02035,0,0.01489,-0.03297,0.03457,-0.02222,0,-0.008790000000000001,-0.0088
78,cw,188.5779304,-3.58077184,-0.98688349,-0.14886329,-0.06245558,0.059939125,0.053051373,0.0006663489999999999,59.01394348,294.61019100000004,-0.07194,-0.0997,0,-0.00635,-0.06774,0.33104,-0.06502000000000001,0,-0.00569,0.05685
79,cw,178.45689119999997,-3.11952382,-0.99815607,0.02688917,-0.05441907,0.031605952,0.036838687,0.001529099,56.71236146,276.0260872,-0.27443,-0.020909999999999998,0,0.036539999999999996,0.06164,-0.03567,0.06047999999999999,0,-0.02365,0.01818
80,cw,182.2471245,-3.33004934,-0.99754379,-0.03914346,-0.05808761,0.044106155999999994,0.048984041,0.00044036,57.86543173,282.7106711,0.043989999999999994,-0.013869999999999999,0,0.01145,-0.025240000000000002,-0.01914,-0.03557,0,0.02206,0.0112
81,cw,183.5393864,-3.28338807,-0.99645419,-0.06163333,-0.05727457,0.037966771,0.048464897,0.000548328,58.285834200000004,285.0190448,-0.18307,-0.04621,0,-0.00091,2.9999999999999997e-05,0.28323000000000004,-0.06187,0,0.0609,-0.025810000000000003
82,cw,170.972624,-2.71068116,-0.98650842,0.1567308,-0.04729266,0.040778403,0.043860755,0.0015424520000000001,53.45126913,264.2292233,0.30364,-0.049030000000000004,0,0.0262,0.02398,-0.10730999999999999,-0.0072900000000000005,0,-0.02418,-0.07927000000000001
83,cw,173.94086399999998,-2.7637798,-0.9932568000000002,0.10543209,-0.04821835,0.040192377,0.043083666,0.001163551,54.97931328,268.5768148,-0.01745,0.03499,0,-0.03419,-0.04347,0.028380000000000002,-0.02386,0,-0.019,0.04945
84,cw,174.09474740000002,-2.82450791,-0.99348499,0.10275874,-0.049277,0.041172785,0.043952362,0.001079108,55.00376058,268.8617111,0.16533,-0.05435,0,-0.0213,0.07554,-0.00066,0.026869999999999998,0,0.0151,-0.0437
85,cw,175.0304832,-2.86004942,-0.995,0.08651782,-0.04989655,0.045745307,0.046912903,0.000380735,55.43050993,270.3206039,-0.008740000000000001,-0.1018,0,-0.05055,0.0977,-0.04626,-0.042089999999999995,0,0.04817,0.03859
86,cw,180.3896244,-2.8582072,-0.9987328999999999,-0.00679172,-0.04986444,0.03956089,0.047646414000000005,0.0013116129999999999,57.69063415,279.13586119999997,-0.04746,-0.05044,0,0.01649,-0.03186,0.1331,0.030239999999999996,0,0.02525,-0.028419999999999997
87,cw,193.87306759999998,-2.73781564,-0.96972116,-0.23949804,-0.04776572,0.037494911,0.041564452,-0.001389095,60.11788123,304.9643425,0.08695,0.06185,0,0.01511,0.04359,0.30385999999999996,-0.06559,0,-0.06411,-0.018340000000000002
88,cw,195.4691893,-2.67010676,-0.96272767,-0.26643057,-0.04658529,0.035870977000000005,0.040557327000000004,-0.00195151,60.09545285,308.1662383,-0.02377,-0.03627,0,0.006809999999999999,0.01432,-0.050539999999999995,-0.01258,0,0.03299,0.00081
89,cw,177.28901969999998,-2.30788025,-0.9980706,0.04725952,-0.04026922,0.03713244,0.039392023,0.0006919039999999999,56.95776738,273.4671454,-0.06476,0.04419,0,0.030719999999999997,0.05064,0.04476,-0.01995,0,0.00233,-0.04218
90,cw,180.17729719999997,-2.36751401,-0.99914163,-0.00309177,-0.04130916,0.035442738,0.041224155,0.001112519,58.07026447,278.4279774,0.05246,-0.027239999999999997,0,0.00596,0.09944,0.23496999999999998,-0.07484,0,-0.04267,0.00473
91,cw,195.7809995,-2.3653287,-0.96148834,-0.27172943,-0.04127105,0.030404047000000003,0.040239066000000004,-0.00463404,60.37213949,308.84446299999996,-0.05218,0.01201,0,-0.0006900000000000001,-0.01227,-0.07196,-0.02182,0,-0.01556,-0.0135
92,cw,171.6078094,-1.87800125,-0.98876086,0.1458698,-0.03277144,0.04207647,0.046943121,0.002216349,54.49627626,264.33838629999997,-0.06964,0.0609,0,-0.04845,-0.07269,0.07368,0.00783,0,0.04994,0.09873
93,cw,193.56825659999998,-2.03455246,-0.97147832,-0.23445569,-0.03550218,0.039509351,0.044618237000000005,-0.001584608,60.829145,304.3852678,0.11700999999999999,-0.00773,0,0.01408,-0.03837,0.12017,0.02469,0,0.0111,-0.0111
94,cw,200.76365859999999,-1.87562367,-0.93454975,-0.35432402,-0.03272996,0.040139186,0.037959445,0.001324315,60.01261606,318.8934337,-0.11582999999999999,0.00079,0,0.04378,0.03445,0.04269,0.00882,0,0.02658,0.0677
95,cw,176.210296,-1.60132189,-0.99742369,0.06606878,-0.0279447,0.038364293,0.040332197,0.000667245,57.09808726,271.11263019999996,-0.10042999999999999,0.0074,0,0.0104,-0.043160000000000004,-0.1297,-0.12689,0,-0.0229,0.01488
96,cw,177.67382619999998,-1.45500367,-0.9988538,0.04057515,-0.02539188,0.038420657999999996,0.040076947,0.00046975699999999995,57.89292405,273.41476289999997,0.050660000000000004,-0.0155,0,0.0017399999999999998,-0.022959999999999998,0.04647,0.00618,0,0.019030000000000002,0.022359999999999998
97,cw,187.02170959999998,-1.65815316,-0.99208431,-0.12219422,-0.02893619,0.034854526000000004,0.036286219,-0.00012393700000000002,60.66931257,290.9529288,0.0083,0.02584,0,-0.03978,-0.07347999999999999,0.07261000000000001,0.015040000000000001,0,0.0006799999999999999,0.00474
98,cw,190.6707749,-1.46328469,-0.98238691,-0.185105,-0.02553636,0.053800260999999995,0.04450251,0.0016456829999999998,61.33080858,298.3675113,0.2399,0.09662000000000001,0,0.09421,0.18700999999999998,-0.04698,-0.01856,0,0.02519,0.1532
99,cw,192.40477190000001,-1.52983944,-0.97630627,-0.2147401,-0.02669756,0.039264717000000005,0.048772145999999995,-0.002457492,61.33851508,301.9841811,0.09477000000000001,-0.007940000000000001,0,-0.08584,-0.04339,0.1144,0.014509999999999999,0,-0.032760000000000004,-0.06044
100,cw,197.28283019999998,-1.59571687,-0.95447958,-0.29697354,-0.02784691,0.037404041,0.036518082,0.00044503,60.96162619,312.0709361,0.02833,-0.01268,0,-0.01241,0.02186,0.0477,0.01166,0,-0.02366,0.03567
101,cw,170.89666110000002,-1.56565188,-0.98703596,0.15815654,-0.02732238,0.038992442999999995,0.036411575,-0.001457294,54.35390052,263.026398,0.00117,-0.0036,0,-0.00643,0.03368,0.04023,0.01671,0,0.00394,0.00228
102,cw,138.7762864,-0.71839662,-0.7520831,0.65894901,-0.01253806,0.030728182000000003,0.038663675,0.0,31.08562134,231.9182539,0.08254,-0.03845,0,0.0030800000000000003,-0.01112,0.04125,0.0032600000000000003,0,0.051629999999999995,0.041530000000000004
103,cw,142.8314347,-0.34442289,-0.79684711,0.6041510999999999,-0.00601128,0.039527763,0.035321607000000005,0.0,34.67974527,234.19875359999997,-0.07484,-0.02698,0,0.004070000000000001,0.0283,-0.044239999999999995,-0.016640000000000002,0,0.00506,-0.01157
104,cw,132.57563059999998,0.05941447,-0.67656246,0.73638452,0.00103698,0.056171523,0.054109819,0.0,26.20880264,227.4630085,-0.1021,0.030010000000000002,0,-0.02507,0.013309999999999999,-0.05566,0.01735,0,0.00913,-0.01975
105,cw,134.67675669999997,0.19143266,-0.70310237,0.71108079,0.00334112,0.037770605,0.041998358,0.0,28.08196345,228.54298230000003,-0.10557000000000001,-0.0061600000000000005,0,-0.03324,0.05599,-0.71201,0.08897999999999999,0,-0.07479,0.008620000000000001
106,cw,142.0569585,0.60478471,-0.78857847,0.61484355,0.01055529,0.036731003,0.04573661,0.0,34.5587251,232.71738419999997,-0.010620000000000001,0.0123,0,-0.03173,-0.02613,-0.01195,-0.062029999999999995,0,-0.06377999999999999,-0.0249
