,rotation,q_u,q_g,q_r,q_i,q_z,qErr_u,qErr_g,qErr_r,qErr_i,qErr_z,u_u,u_g,u_r,u_i,u_z,uErr_u,uErr_g,uErr_r,uErr_i,uErr_z
2679,cw,-0.02873918,-0.04587331,-0.0422208,-0.04924034,-0.03185878,0.02399297,0.0026951790000000002,0.0025384360000000003,0.002750556,0.007206377,-0.002155616,-0.006176175999999999,-0.0163732,-0.02004068,-0.0238684,0.02397329,0.002689628,0.002534602,0.0027450129999999997,0.0072031740000000006
2680,cw,-0.1237374,-0.118629,-0.1215627,-0.12491019999999999,-0.128394,0.01776313,0.002004856,0.001694306,0.001973535,0.006072592,-0.0348359,-0.04020425,-0.05396903,-0.05932398,-0.06016297,0.01751847,0.001980417,0.001674666,0.001950272,0.005996481999999999
2681,cw,-0.10012819999999999,-0.07803034,-0.06290498,-0.06667736,-0.06038215,0.04483565,0.004463893,0.003478662,0.003854615,0.01164979,-0.0439306,-0.02535636,-0.038856800000000004,-0.02987315,-0.01694005,0.04447839,0.0044398120000000004,0.0034702059999999996,0.0038410140000000002,0.01161087
2682,cw,-0.01892958,0.02994521,0.02051081,0.02660148,0.01129434,0.07027915,0.0057358290000000004,0.0035950929999999997,0.0037662520000000003,0.01032886,0.1395044,0.14238710000000002,0.127105,0.1319114,0.1591256,0.07160818,0.005845721999999999,0.0036511770000000002,0.003828518,0.01058582
2683,cw,0.1255886,0.143772,0.1413971,0.1400689,0.1330272,0.01286507,0.0026607370000000003,0.004321482,0.001902726,0.0049757659999999995,-0.02535413,-0.03874958,-0.04495212,-0.04580304,-0.04536754,0.01267498,0.0026113000000000004,0.004246144,0.001870371,0.004900039
2684,cw,0.3078715,0.1494616,0.1347801,0.1309788,0.2614353,0.07688376,0.007970845,0.006466669,0.007669095999999999,0.03817955,-0.08417112,-0.02828043,-0.007900819,-0.01480418,-0.06459831,0.07098963,0.007804774,0.006352701,0.007542474,0.03595947
2685,cw,0.036689,0.069339,-0.01066905,-0.02180069,-0.01328392,0.01636209,0.009497758,0.0196868,0.029676799999999996,0.007476941,0.03013926,0.02850361,0.03716757,0.01991149,0.06034147,0.01635494,0.009460096999999999,0.01971173,0.02967446,0.0075027919999999994
2686,cw,-0.18055520000000003,-0.2015823,-0.1902534,-0.1861026,-0.20355589999999998,0.01722808,0.00261959,0.002346818,0.002412718,0.009045547,0.04153893,0.02950507,0.02157677,0.01381707,0.008829877,0.01672127,0.0025214120000000002,0.0022672770000000003,0.002333706,0.008693217
2687,cw,-0.16534720000000003,-0.1462051,-0.16082879999999997,-0.1495849,-0.11869260000000001,0.05386212,0.005027646,0.003879955,0.004226083,0.01433217,0.1173038,0.2121105,0.20234749999999999,0.1983996,0.1784699,0.05316409,0.005140244,0.003935189,0.004294246,0.01457768
2688,cw,-0.04780238,-0.04479821,-0.01816726,-0.02888097,-0.04139872,0.04693838,0.005250736,0.004286702,0.00471132,0.01732037,-0.17104879999999997,-0.1708934,-0.1809961,-0.1803392,-0.23016230000000001,0.04818219,0.005391096999999999,0.004423445,0.004858078,0.01818368
2689,cw,-0.04736631,-0.1010511,-0.08864613,-0.08686817,-0.02889781,0.02386434,0.003666342,0.003998225,0.005440487,0.01501246,0.16440339999999998,0.152078,0.13850829999999997,0.1413054,0.148003,0.02444609,0.00371246,0.004042564,0.005506657,0.01532499
2690,cw,-0.07379635,-0.02655413,-0.02215345,-0.01349781,-0.03294973,0.03296141,0.003803367,0.0029694009999999996,0.003707962,0.01028777,-0.04206752,-0.02053363,-0.02386818,-0.02150727,-0.023644599999999998,0.03284132,0.0038022909999999997,0.002969635,0.003709001,0.01028236
2691,cw,0.09619401,0.05327197,0.06325306,0.05307421,0.06952065,0.0132644,0.0021685429999999998,0.001766335,0.002104871,0.00499264,0.02909848,0.05161688,0.06695915,0.06851408,0.06886031,0.01315447,0.002168168,0.001767181,0.002108796,0.004992188
2692,cw,0.14247910000000003,0.18351900000000002,0.1742547,0.16392910000000002,0.15284189999999998,0.03283816,0.0037226190000000004,0.002680477,0.00315903,0.007284029,-0.26681220000000005,-0.1717819,-0.1657925,-0.1685231,-0.1432757,0.03440659,0.003708047,0.0026731959999999996,0.003163605,0.00726429
2693,cw,-0.0008543180000000001,-0.01655616,-0.01886264,-0.02211117,-0.03677588,0.01264924,0.002121675,0.0018605879999999998,0.0021508960000000002,0.005688478,0.006208679,0.006965703,0.0057113369999999995,0.007080493,0.02104591,0.01264972,0.002121197,0.001859987,0.002149953,0.005683315
2694,cw,-0.01332012,0.008528149,0.02969434,0.002543858,-0.01804792,0.06151829,0.02277133,0.02588152,0.02973647,0.0261448,0.1009932,0.03621869999999999,0.0456732,0.04264542,0.06397422,0.06213156,0.02279952,0.02591262,0.029790300000000002,0.02624304
2695,cw,0.01682693,0.007910426,-0.01078204,0.000537403,-0.01764575,0.02186397,0.003181704,0.002525147,0.0032878779999999997,0.008253093000000001,-0.000284807,0.01579508,0.01424293,0.02647992,0.03227618,0.02185779,0.0031822990000000004,0.0025253660000000002,0.003290182,0.008259115
2696,cw,-0.1051788,-0.03832586,-0.02970274,-0.02780152,-0.0231956,0.02686203,0.003157632,0.0030171309999999997,0.003325272,0.009040003000000001,-0.06084314,-0.02720987,-0.03229956,-0.03174793,-0.05206583,0.02666789,0.0031553370000000002,0.003017616,0.003326052,0.009059602
2697,cw,-0.02252354,-0.02429777,-0.03328146,-0.02408823,-0.02441806,0.01675117,0.002218279,0.001867126,0.0020754370000000003,0.005842863,0.01123395,-0.0014437120000000002,0.01098426,0.02774407,0.02584506,0.01674479,0.002216975,0.001865286,0.002075829,0.005843281
2698,cw,0.07697676,0.08483791,0.05487451,0.03220358,0.04635041,0.07334152,0.0076650040000000004,0.005266435,0.0056049490000000006,0.01525512,-0.22678449999999997,-0.24228470000000002,-0.24068299999999998,-0.2347058,-0.23457260000000002,0.07656888,0.008044776,0.005546476,0.005899527,0.0160382
2699,cw,-0.006915333,0.04318011,0.03475889,0.03731994,0.03289991,0.03226179,0.00236859,0.002168505,0.002479499,0.00614498,-0.02893068,-0.0026927,-0.0065556569999999995,-0.0007973860000000001,-0.00260216,0.03228723,0.002364203,0.002165983,0.002476055,0.006138381
2700,cw,-0.01435032,0.01547599,0.01119764,0.007370651,-0.00855764,0.05117475,0.004883538,0.004683506,0.004972639,0.01541856,-0.02428307,-0.05852754,-0.07224627,-0.07353617,-0.09034818,0.05119438,0.004899065,0.0047072979999999995,0.004999185,0.01554277
2701,cw,-0.04690276,-0.03504436,-0.04483327,-0.02185995,-0.03470673,0.02645766,0.0034013470000000003,0.003999791,0.004298138,0.01587138,0.03968451,0.02399076,0.02825076,0.01630524,0.01302366,0.02644119,0.003399132,0.00399496,0.004297228,0.01585498
2702,cw,0.02802461,0.003574714,0.008143039,0.006622376,-0.01932983,0.05326691,0.006606038000000001,0.006125096,0.006157429,0.01970715,0.06059537,0.12175470000000001,0.1101002,0.1208853,0.09653714,0.0534202,0.006703166,0.006198489000000001,0.0062464880000000006,0.01988253
2703,cw,0.09006766,0.08260956,0.08766567,0.07361191,0.06990488,0.03985424,0.0058219909999999995,0.006712369,0.007102280999999999,0.01848926,0.001033782,0.01544164,-0.009775985,-0.006426694,0.02665677,0.03953486,0.005784041,0.006662006,0.007064396999999999,0.01841264
2704,cw,0.297691,0.316727,0.3358919,0.363675,0.37215390000000004,0.02023807,0.005498123000000001,0.00565571,0.004390175,0.01044938,-0.02169506,-0.02654792,-0.03786991,-0.04576564,-0.05293117,0.01866126,0.005021291,0.005115951,0.003912252,0.009272762
2705,cw,0.1146317,0.09276562,0.07975955,0.0760783,0.04633267,0.06824023,0.0066064240000000005,0.005507854,0.0057295819999999996,0.01769688,-0.20168350000000002,-0.01372638,-0.03688455,-0.04352563,-0.05052378,0.07004724,0.00655153,0.0054805869999999994,0.005707487,0.01770403
2706,cw,0.1400609,0.1613317,0.1255853,0.1488757,0.13082280000000002,0.06911279,0.005834303000000001,0.004654483,0.004877043,0.01528705,-0.02981017,-0.03902708,-0.05460951,-0.05521764,-0.0517094,0.06785586,0.005696786999999999,0.004596413,0.004786943,0.01507209
2707,cw,-0.05205239,-0.03510727,-0.05463976,-0.04905891,-0.0545405,0.01683823,0.0025278429999999997,0.0026698940000000003,0.0030286329999999998,0.009618849,-0.008192663000000001,0.0117527,0.008243206999999999,0.01119883,0.01408977,0.01679392,0.002525082,0.0026621390000000004,0.0030217490000000002,0.009592267
2708,cw,-0.06509346,-0.00429976,-0.02044586,-0.008242624,-0.10137280000000001,0.04423054,0.005046795,0.005362138000000001,0.006209629,0.02188091,-0.06931904,-0.01806778,-0.02113051,-0.01729554,-0.03041312,0.04425544,0.005048349000000001,0.005362291,0.0062110640000000005,0.02167949
2709,cw,-0.01172079,0.07810299,0.05686619999999999,0.06667594,0.03123404,0.04309477,0.00476635,0.004517434,0.004749491,0.01625671,0.22595210000000002,0.1121597,0.11373630000000001,0.09665589,0.16081020000000001,0.04523526,0.004796765,0.004560773,0.004772487,0.01665556
2710,cw,0.02507382,0.01983339,0.023197799999999998,0.0230951,0.08690582,0.05003886,0.004813255,0.004424923,0.005648018,0.01813313,0.01142363,0.04231176,0.03606675,0.04013849,0.05137561,0.05001396,0.004819968,0.004428293,0.005654095,0.01804515
2711,cw,0.06760469,0.18902539999999998,0.19498279999999998,0.1951001,0.2274341,0.01994392,0.00224706,0.0021791510000000003,0.002223135,0.009432511,-0.02267239,-0.01138458,-0.01763024,-0.01368414,-0.01817036,0.01986359,0.002171115,0.0021014,0.002143459,0.00898243
2712,cw,-0.05158903,0.02903886,0.02827117,0.02774118,0.01241361,0.02519229,0.002394094,0.002576171,0.003008394,0.0116683,0.02302682,0.02040087,0.02129495,0.02606011,0.01934028,0.02513883,0.002393073,0.002575281,0.0030081220000000002,0.01167087
2713,cw,0.05160164,-0.003266186,-0.009399582,-0.01075204,-0.01405894,0.01288294,0.0010010989999999999,0.000884362,0.0009279239999999999,0.003192338,-0.03989071,-0.03863696,-0.04719384,-0.04879048,-0.054432100000000004,0.0128692,0.001002581,0.000886251,0.000930023,0.00320115
2714,cw,-0.07166628,-0.04270601,-0.01514178,-0.04176956,-0.0369426,0.02586392,0.004091682,0.004360145,0.005496627,0.01611352,0.1896045,0.19294070000000002,0.1668127,0.1690741,0.15758160000000002,0.02664111,0.004233552,0.004478803,0.005641735,0.01648632
2715,cw,0.07607048,-0.07698994,-0.06741305,-0.06932901,-0.07925753,0.04177865,0.003767205,0.002707689,0.0029139820000000003,0.006899055,0.01108039,0.1029953,0.10211100000000001,0.1015255,0.09746452,0.04154407,0.003784591,0.002723427,0.0029298159999999996,0.006920943000000001
2716,cw,0.06160831,0.03740734,0.03470472,0.030534699999999998,0.04424369,0.009174413000000001,0.0021007870000000002,0.0041505959999999995,0.006062489,0.0036878279999999998,-0.000568391,-0.0022269679999999997,-0.003722677,-0.0033082840000000003,-0.001812235,0.009139791,0.0020978629999999997,0.004145664,0.006056911,0.003680642
2717,cw,0.07738601,0.0123732,0.01915648,0.01928128,0.02928814,0.04386859,0.004466249,0.0030803140000000002,0.0035821190000000004,0.008844842,-0.0321144,-0.08526522,-0.09003046,-0.09752943,-0.09474827,0.04365316,0.004497914,0.003104042,0.003614688,0.008916246
2718,cw,0.005083497,0.08200151,0.07764859,0.08300366,0.1011709,0.03782729,0.0035423840000000004,0.003042971,0.003398482,0.009196391,-0.006028665999999999,-0.02605728,-0.04292743,-0.03781694,-0.04050418,0.03782768,0.00352119,0.003030357,0.00338013,0.009118604
2719,cw,-0.12263239999999999,-0.07898875,-0.07433847,-0.08814203,-0.14214549999999998,0.04012253,0.00614522,0.009914991,0.009242783000000001,0.01309821,0.169148,0.1299307,0.1158974,0.1111346,0.1534044,0.04064775,0.00620948,0.00999222,0.009284391,0.01314004
2720,cw,-0.09369876,-0.05226404,-0.06094842,-0.061500099999999995,-0.06890171,0.008732531,0.00137208,0.001284023,0.001545605,0.003834518,-0.04510342,-0.04766281,-0.05816538,-0.06079257,-0.06911384,0.008674452,0.001371453,0.0012835999999999998,0.0015454720000000002,0.0038346290000000004
2721,cw,-0.12397439999999998,-0.18967920000000002,-0.1926739,-0.195425,-0.1914891,0.02252894,0.002810093,0.0029092759999999997,0.0036570409999999998,0.009718193,0.02220394,0.0035080470000000002,0.004963787,0.00429337,0.014975200000000001,0.0222014,0.002714173,0.0028070079999999997,0.003524963,0.009382423
2722,cw,-0.10707760000000001,-0.06879945,-0.081482,-0.06821977,-0.09913287,0.03180816,0.003651181,0.003533493,0.00436185,0.0128328,-0.03233551,-0.02258685,-0.02537562,-0.0205183,-0.004322989,0.03148248,0.0036358740000000003,0.0035125240000000004,0.0043435190000000005,0.01270875
2723,cw,-0.1789463,0.02140266,0.02480581,0.01928879,-0.013746200000000002,0.0609261,0.005874061,0.005617097,0.006623826,0.01870895,0.04146427,-0.0029824879999999997,-0.001025354,-0.0035411229999999998,-0.006476873,0.05916557,0.005871424,0.00561365,0.006621446,0.018706200000000003
2724,cw,-0.1202777,-0.1255277,-0.11326769999999999,-0.1296954,-0.12118440000000001,0.02018862,0.0036294170000000002,0.004182315,0.003604752,0.011169,-0.03259158,-0.01441721,-0.008150229,-0.008809734,-0.007959582,0.01992387,0.0035742879999999997,0.004129943,0.00354588,0.011009200000000002
2725,cw,0.008883887,0.01786317,0.009219988,0.009699668,0.02207542,0.01529171,0.002759901,0.002551405,0.002923277,0.008217849000000001,-0.08820839999999999,-0.07321861,-0.07212579,-0.0762137,-0.06521267,0.01540902,0.0027737729999999998,0.002564426,0.002939932,0.008248704
2726,cw,-0.1760215,-0.1729279,-0.1761988,-0.16743329999999998,-0.1733489,0.008209823,0.00130328,0.001141321,0.001142275,0.00271265,-0.0034860940000000003,-0.01973191,-0.02220354,-0.02895794,-0.03539207,0.007966793,0.001266465,0.001108002,0.001112471,0.002637933
2727,cw,-0.08525953,-0.05096522,-0.0614606,-0.0815006,-0.1029924,0.008811485,0.001687497,0.002228117,0.002178468,0.004785107,-0.0029462190000000004,-0.005484534,-0.006876845,-0.006782435,-0.008566353,0.008748199,0.001683181,0.002219853,0.00216424,0.004735491
2728,cw,0.06738891,0.01492064,0.009315471,0.004529597,0.011611,0.01413145,0.0019272789999999998,0.0017202370000000001,0.001628999,0.004249163,0.03977972,0.05040403,0.06903089999999999,0.07819297,0.07785894,0.01408995,0.001931739,0.001728265,0.001638895,0.0042742679999999995
2729,cw,-0.01636337,-0.01184678,-0.02974574,-0.02470683,-0.01585917,0.01132027,0.001824505,0.001450486,0.002263637,0.0034271559999999998,0.0028716859999999996,0.000778952,0.007923234,0.004472118,0.0031063490000000004,0.01131733,0.00182425,0.001449295,0.002262301,0.0034263279999999998
2730,cw,0.16020320000000002,-0.04841783,-0.03487325,-0.02799515,0.03207571,0.02780117,0.001830689,0.001626514,0.001796165,0.006793068,-0.01526178,-0.001154443,-0.001482965,-0.0035184509999999997,2.17e-05,0.02712031,0.001826414,0.0016245429999999998,0.001794781,0.00678609
2731,cw,0.07931224,0.1268164,0.12347160000000001,0.1267451,0.1232475,0.03294836,0.002616085,0.002142568,0.002133557,0.006109966999999999,-0.001467078,0.009996798000000001,0.009576688,0.01506926,0.009799808,0.0327431,0.002575258,0.002110826,0.002100564,0.006019798000000001
2732,cw,-0.06838325,-0.08215301,-0.09809712,-0.09682746,-0.1001527,0.01159472,0.001353695,0.001190138,0.001247918,0.00356498,0.02467408,0.03103232,0.04135643,0.04622997,0.049933099999999994,0.0115479,0.001345945,0.001180862,0.0012390189999999998,0.0035385409999999996
2733,cw,-0.01652708,0.05335198,0.05438532,0.05228075,0.046131599999999995,0.02442495,0.002246708,0.002139176,0.001962864,0.006589691999999999,0.04470414,-0.02703247,-0.04772033,-0.04208425,-0.02077591,0.02446703,0.002241977,0.0021377279999999998,0.001960984,0.006578551
2734,cw,0.100311,0.1441738,0.11321189999999999,0.1277575,0.13705970000000003,0.05205943,0.005414486,0.005379123,0.0060106890000000005,0.02198278,0.2498464,0.21658550000000001,0.21559520000000001,0.21750830000000002,0.22172129999999998,0.05466627,0.005548623000000001,0.005552875,0.0061884309999999994,0.02261717
2735,cw,0.11810999999999999,0.05841976,0.06656355,0.06664083,0.05389032,0.02797046,0.02772357,0.02567917,0.01978955,0.01055526,0.07987591,0.06341983,0.04526655,0.04089817,0.03557343,0.02776371,0.02774034,0.02561847,0.01973518,0.01053805
2736,cw,-0.13322060000000002,-0.08553527,-0.09142192,-0.09736381,-0.17413710000000002,0.12648,0.007613064,0.005618199999999999,0.005572625,0.01811172,-0.12094010000000001,0.02571823,-0.004505392,-0.006249507,0.02592609,0.1260982,0.007562966,0.005571937,0.005520754,0.0175981
2737,cw,0.14442539999999998,0.08279333,0.08990461,0.1119115,0.1377989,0.04809295,0.004805397,0.004858228,0.0053579280000000005,0.01982179,0.005038929,0.000517689,0.01631788,0.02165298,0.04744666,0.04712132,0.004772794,0.004820713,0.005294539,0.01949954
2738,cw,-0.1300627,-0.09031979999999999,-0.06808093,-0.06187879,-0.06761765,0.01694927,0.003078353,0.002850593,0.004423522,0.01020609,-0.06239448,-0.047923900000000005,-0.04075528,-0.0405647,-0.03329074,0.016734400000000003,0.003060549,0.0028421809999999996,0.004413927,0.010171
2739,cw,-0.04649306,0.001491149,-0.005027465,-0.00951275,-0.04684014,0.02484162,0.002663238,0.002872071,0.003193519,0.01271593,0.0280248,0.006305720999999999,0.00327641,0.01108532,0.001966456,0.02480756,0.002663338,0.0028720290000000003,0.003193622,0.01268817
2740,cw,0.005754201,-0.0030367090000000003,-0.0013607410000000002,0.00017124599999999998,0.01736386,0.01001349,0.004950554,0.006001359,0.005703911,0.006826203,0.0024866999999999997,0.0012104210000000002,0.001669851,0.0020988179999999997,0.001360158,0.01001322,0.004950515,0.006001365,0.005703936,0.006824159000000001
2741,cw,0.5206552,0.1923434,0.1643886,0.1858549,0.2023824,0.10749160000000002,0.006706875,0.00564127,0.005629933,0.01824498,-0.2947676,-0.08444615,-0.07994194,-0.09299611,-0.07266285,0.09377822,0.006517706999999999,0.00552974,0.00549188,0.01763305
2742,cw,-0.08253989,-0.1356157,-0.1401074,-0.15094570000000002,-0.1390017,0.02179485,0.0029740659999999996,0.003882407,0.007932732,0.00901004,-0.01916114,-0.02270729,-0.02180593,-0.02814356,-0.02913201,0.02165581,0.002922338,0.0038101790000000003,0.007764081,0.008848341
2743,cw,0.04226984,0.059756899999999995,0.04088785,0.03441898,0.02722739,0.02868334,0.003026017,0.002548125,0.003002112,0.007665964,-0.06270356,-0.05791954,-0.07159358,-0.07708984,-0.08033989,0.02874458,0.003025368,0.002556882,0.0030163290000000003,0.007709572
2744,cw,-0.04444617,-0.03704943,-0.03836688,-0.04053061,-0.04538457,0.01819103,0.0023311079999999997,0.002249615,0.0027031090000000004,0.007043224,0.04605848,0.02211244,0.02281011,0.021890599999999996,0.01761108,0.01819368,0.0023290529999999998,0.002247479,0.002699972,0.007030941
2745,cw,0.14443820000000002,0.03939551,0.03284788,0.03962317,0.02498453,0.03841386,0.0038126859999999996,0.004165254,0.004981332,0.01492089,0.06435473,0.01680434,0.0127077,0.02027198,0.01656847,0.03779225,0.003807858,0.004161438,0.004975573,0.01491567
2746,cw,-0.09992412,-0.06568655,-0.06496572,-0.07467432,-0.11207560000000001,0.01816562,0.005643875,0.01037831,0.01274129,0.01524552,-0.007003421,-0.001504089,-0.004398655,-0.003570195,0.001891812,0.017987799999999998,0.005619692,0.01033499,0.01267099,0.01505761
2747,cw,-0.1274104,-0.1373434,-0.14533870000000002,-0.15614,-0.13182560000000001,0.03877404,0.0061663709999999995,0.004519907,0.005100952,0.01426927,0.0022560839999999998,-0.006130460999999999,-0.0077483019999999994,-0.01078458,-0.02319133,0.03815973,0.006053472,0.00442762,0.004981542,0.01403512
2748,cw,-0.003504083,-0.01109186,-0.009094504,-0.002886738,0.000253665,0.01650164,0.002215408,0.0016249020000000001,0.002044832,0.004512868,0.01551491,0.002904919,0.004347796,0.002894497,0.000631061,0.01650541,0.002215154,0.0016247979999999998,0.002044832,0.00451287
2749,cw,-0.03646325,-0.12119780000000001,-0.1279662,-0.1311733,-0.1371443,0.03907971,0.004681978,0.0030373490000000004,0.002859489,0.007997551,0.01994229,0.0211518,0.02510927,0.02328108,0.01755125,0.03904337,0.0046167479999999995,0.0029906840000000004,0.002813045,0.007853661999999999
2750,cw,0.01096207,-0.08494134,-0.10551600000000001,-0.09174699,-0.1364726,0.05121042,0.00516146,0.003583201,0.003197283,0.008628509,-0.1051887,-0.05361278,-0.04164687,-0.03121695,-0.03694201,0.05176773,0.005139326,0.0035501020000000003,0.003173793,0.008483713
2751,cw,-0.005248345,-0.03305082,-0.03743328,-0.0435749,-0.05884402,0.053066499999999996,0.006452826,0.005275225,0.005134191,0.01582955,-0.01165198,0.03741493,0.02147354,0.02090748,0.01650133,0.05307224,0.0064548059999999996,0.005270276999999999,0.005126709,0.01577931
2752,cw,-0.01761084,0.035666,0.02374788,0.002293971,-0.02294602,0.04035665,0.009766806999999999,0.01360517,0.01558476,0.01479878,0.03597411,0.0280073,0.05943453,0.06480007,0.05366162,0.04039631,0.009762054000000001,0.01364545,0.01564998,0.01483353
2753,cw,0.09927246,0.05208592,0.04337945,0.05971297,0.06989616,0.024046400000000002,0.003003669,0.00251695,0.002371964,0.006500036999999999,-0.05532281,-0.07099262,-0.08890521,-0.09136286,-0.08167899,0.02388564,0.003010613,0.0025320060000000003,0.002383198,0.006511523000000001
2754,cw,-0.31921,-0.1913366,-0.19558050000000002,-0.1853981,-0.1904357,0.08926666,0.007345993,0.005405091,0.005482016,0.01463017,0.03638105,0.006602192,-0.01059535,-0.0075746830000000005,-0.01766522,0.08146817,0.007091288,0.005210076,0.00530308,0.01413123
2755,cw,0.003160062,0.03660855,0.04021157,0.0446726,0.04265432,0.02367142,0.003595765,0.0032966659999999997,0.003568385,0.01089603,0.042557,0.02857186,-0.01062848,0.002233899,0.0178979,0.02371402,0.0035938859999999997,0.00329172,0.003561303,0.01087974
2756,cw,0.2633176,0.2013936,0.1834399,0.17731170000000002,0.1935301,0.1017699,0.01002826,0.007215443,0.0067326109999999995,0.02090832,-0.04304574,-0.03501183,-0.04951277,-0.04337509,-0.078099,0.09554832,0.009656517,0.00700135,0.006542703,0.02028927
2757,cw,0.001193344,-0.07373077,-0.0899652,-0.09007338,-0.08901761,0.02709003,0.002717854,0.001772615,0.00148736,0.0038405690000000003,9.73e-05,0.005926618000000001,0.0047883579999999995,0.005997373,0.01272322,0.02708999,0.002703293,0.00175848,0.00147549,0.00381111
2758,cw,-0.07680911,-0.07458446,-0.07120751,-0.06599643,-0.06447269,0.04128009,0.005199653,0.0046011409999999996,0.004975091,0.01526596,0.1171876,0.11650260000000001,0.1163751,0.1196798,0.1479301,0.04159846,0.005240682,0.004639573,0.005024013,0.01553202
2759,cw,0.15289160000000002,0.04492212,0.026656799999999998,0.04038123,0.004912840999999999,0.04397133,0.00509045,0.004205757,0.004446889,0.01255512,0.1212289,0.15874829999999998,0.1334854,0.12681769999999998,0.1302518,0.0436052,0.005206661,0.004277003,0.0045104920000000005,0.01276604
2760,cw,-0.1392935,-0.1008348,-0.1014925,-0.10300610000000002,-0.10272519999999999,0.03156904,0.003301117,0.002612767,0.002242193,0.006216241999999999,0.008655017,0.04360761,0.04595094,0.04909845,0.05583319,0.03097611,0.003274265,0.002591718,0.0022241170000000003,0.006170813000000001
2761,cw,0.02687762,0.05377049,0.05674914,0.04878887,0.06874406,0.02671462,0.00251305,0.001833187,0.001857484,0.0052376309999999995,-0.033456599999999996,-0.03865008,-0.04669102,-0.04751412,-0.04446452,0.02672521,0.002509556,0.001831291,0.0018572570000000002,0.00522335
2762,cw,0.1089537,0.1482445,0.1368145,0.149032,0.1562336,0.03866316,0.004981673,0.003953879,0.004077207,0.0119025,0.007677578000000001,0.008319799999999999,-0.01015475,-0.003599347,-0.000192493,0.03821446,0.004876013,0.003882285,0.003989611,0.011622200000000001
2763,cw,0.174239,0.06257504,0.06918135,0.08551753,0.10316379999999999,0.06588133,0.0064305759999999995,0.00627109,0.0068254019999999995,0.024009700000000002,-0.02255158,-0.04482796,-0.03291194,-0.03702792,-0.06174382,0.06400046,0.0064184030000000005,0.006248047,0.006785311,0.02384857
2764,cw,0.03698374,0.0476486,0.04346799,0.04539371,0.03581367,0.02477414,0.0028721740000000003,0.003615309,0.0031531909999999996,0.008713396,-0.01284545,-0.01081213,-0.00973664,-0.0144192,-0.00713271,0.02474441,0.00286601,0.0036088390000000004,0.0031473679999999998,0.008702684
2765,cw,0.0747291,0.0014062789999999999,0.01609254,0.005581976999999999,0.02157324,0.03226226,0.00380353,0.0028620909999999998,0.0026605970000000002,0.008485465,-0.07061711,-0.02921481,-0.04636178,-0.03910119,0.009375177,0.03224318,0.003806767,0.0028674940000000004,0.002664578,0.008482264
2766,cw,0.190881,0.1497769,0.1492095,0.1421656,0.14635109999999998,0.01804224,0.002105792,0.001568856,0.0015529570000000002,0.004964306,-0.009096325,-0.009515909,-0.01782753,-0.0195979,-0.01824591,0.01742018,0.002060272,0.00153554,0.001523075,0.004862894
2767,cw,-0.08473023,-0.09150036,-0.10477910000000001,-0.1005653,-0.10257000000000001,0.02922388,0.0023079629999999997,0.001631764,0.001556616,0.004929555,0.01572124,0.02557348,0.02991852,0.0294452,0.03585763,0.02902348,0.002290375,0.0016155829999999999,0.001542444,0.004884766
2768,cw,-0.1501738,-0.15046279999999998,-0.1593108,-0.16334089999999998,-0.1840112,0.02355172,0.01459737,0.01792435,0.01679128,0.005259068,0.01560118,0.0248696,0.02610234,0.02835045,0.04383674,0.0230435,0.01428654,0.01749796,0.0163736,0.0050993290000000005
2769,cw,-0.04861062,-0.03588823,-0.03382964,-0.02975676,-0.03228269,0.01667381,0.002037007,0.001892437,0.0020870629999999997,0.0076371930000000005,-0.01065081,0.006015947,0.01071162,0.02079457,0.030582599999999998,0.01663644,0.002034462,0.0018904920000000001,0.002086119,0.007636379
2770,cw,0.1282333,0.1047224,0.09732224,0.09660648,0.10138860000000001,0.01397773,0.001516068,0.001498699,0.001471514,0.0044904640000000004,0.01758814,0.03258275,0.03890729,0.0386028,0.05905584,0.01375765,0.0015013020000000001,0.0014869479999999999,0.0014601420000000002,0.004460479
2771,cw,-0.03630985,-0.04285641,-0.04236351,-0.03459519,-0.03121089,0.02427656,0.001738659,0.0010967289999999998,0.001120123,0.004987704,0.0037209409999999997,0.03020011,0.03593303,0.04077896,0.06007883,0.02424495,0.0017370570000000002,0.0010961789999999999,0.001120643,0.005000805
2772,cw,-0.1465935,-0.09879588,-0.10846960000000001,-0.1178307,-0.1483082,0.07117981,0.005990128000000001,0.004327124,0.003984854,0.01314153,0.2642532,0.2245099,0.1808289,0.19160329999999998,0.21282510000000002,0.07440574,0.00622435,0.004414736,0.0040724,0.01343161
2773,cw,0.08827656,0.02334825,0.008344429,0.02169163,-0.01663323,0.06002918,0.006220609,0.004817944,0.004915143,0.01708553,-0.03931445,-0.01316222,-0.0133464,-0.009921646999999999,-0.01911968,0.05965878,0.006218296999999999,0.0048184659999999995,0.004913316,0.01708705
2774,cw,-0.03573496,-0.05907207,-0.05784676,-0.06239427,-0.062411699999999994,0.01375508,0.0030068290000000004,0.002514189,0.002407592,0.004079749000000001,0.03748102,0.03808345,0.05930372,0.06493703,0.07114659,0.01375683,0.003000734,0.002514615,0.002408365,0.004084469
2775,cw,-0.02449965,-0.07927532,-0.10458980000000001,-0.09470005,-0.1052682,0.03944431,0.0053588559999999995,0.004024327,0.004736537,0.01054006,0.05195384,-0.0234701,-0.009847893,-0.0061747090000000004,-0.0038213170000000003,0.03952691,0.005328424,0.003981401,0.0046948020000000005,0.01042531
