,rotation,q_u,q_g,q_r,q_i,q_z,qErr_u,qErr_g,qErr_r,qErr_i,qErr_z,u_u,u_g,u_r,u_i,u_z,uErr_u,uErr_g,uErr_r,uErr_i,uErr_z
64,cw,0.10869949999999999,0.08304353,0.06003607,0.04572244,0.04829981,0.01704416,0.002701559,0.002544555,0.002942855,0.009654758000000001,0.036998199999999995,0.02522731,0.02612867,0.03120192,0.03929426,0.01686932,0.002684826,0.002537163,0.00293958,0.009647174
65,cw,0.03935932,0.16778289999999998,-0.1530113,0.11265789999999999,0.190768,0.01766792,0.000998728,0.0010020180000000001,0.00110447,0.004504565,-0.001192017,0.03226069,-0.0128265,0.05051889,0.05217534,0.01764064,0.000972758,0.0009795119999999999,0.001093494,0.004360895
66,cw,0.05779806,0.07645789,0.09165143,0.10021189999999999,0.09971365,0.03126657,0.003699537,0.003688907,0.004405238,0.01892791,0.01323307,0.01204817,0.01182767,0.01365134,0.02549828,0.031168099999999997,0.0036786320000000003,0.003658817,0.004362467,0.01875466
67,cw,0.07215849,0.08021787,0.06787531,0.06675325,0.05112515,0.007958164,0.001453935,0.001272428,0.001370446,0.004652633,-0.030958199999999998,-0.02675821,-0.03136041,-0.02930705,-0.03046528,0.007924632,0.0014457029999999998,0.0012678519999999999,0.001365551,0.0046448240000000005
68,cw,0.05828159,0.06794287,0.05053286,0.0485273,0.05177698,0.04570082,0.0046078709999999995,0.004008246,0.004987674,0.01367103,0.08706894,0.07235681,0.06686988,0.07480938,0.0638005,0.04589036,0.004610697,0.004015887,0.00500374,0.01368991
69,cw,0.149784,0.1308374,0.12106220000000001,0.1184191,0.117628,0.008258114,0.0013419089999999999,0.001349515,0.001602365,0.004770935,-0.02997798,-0.02770672,-0.02474679,-0.02617895,-0.02147148,0.008086109000000001,0.001320524,0.001330975,0.00158144,0.004708431
70,cw,0.13747,0.11519839999999999,0.1118778,0.1000523,0.10871760000000001,0.02157719,0.002819008,0.002175639,0.002309428,0.006622701,-0.01738112,-0.007591199,-0.01423429,-0.01904946,-0.01773695,0.02118703,0.002782487,0.0021493429999999997,0.002287481,0.006547845
71,cw,0.10776199999999998,0.04803102,0.05036151,0.04322242,0.07740439,0.024762799999999998,0.002817824,0.001897598,0.00207141,0.0058929609999999995,-0.1035318,-0.09300543,-0.08716626,-0.1063588,-0.1186014,0.02474116,0.002835559,0.001907131,0.002090808,0.005939796999999999
72,cw,0.013837899999999998,0.03596252,0.04089211,0.02305099,0.02965718,0.02496598,0.003429679,0.0024375829999999997,0.002916803,0.0075358809999999995,-0.1137395,-0.1295498,-0.14328239999999998,-0.15251800000000001,-0.16252750000000002,0.02528205,0.003482264,0.002482975,0.002982298,0.007725589000000001
73,cw,0.03715952,-0.005867532,-0.01320684,0.002395793,-0.01164248,0.03683644,0.00577141,0.00418877,0.004819058,0.01469388,-0.007452045,-0.003568865,-0.000370069,-0.002113755,-0.0070548830000000005,0.03678773,0.005771285,0.004188041,0.004819052,0.01469262
74,cw,0.06406934,-0.056551599999999994,-0.05557394,-0.04394117,-0.05260028,0.02398816,0.004425407,0.003618239,0.004252186,0.01258287,0.05108924,0.05383229,0.05936993,0.04821726,0.06712829,0.02395257,0.004424087,0.003619808,0.004253855,0.01260462
75,cw,0.2073783,0.22002110000000002,0.213146,0.2226304,0.2275939,0.04181736,0.006854491999999999,0.005778536999999999,0.0068863019999999995,0.02233034,0.02173717,0.03004448,0.005685868,0.003119133,0.01912385,0.0401462,0.006550878,0.005532825,0.006568498000000001,0.02126418
76,cw,-0.01129334,0.01413574,-0.00492645,-0.006541118,0.003526155,0.02529673,0.0038385959999999997,0.00289257,0.003366314,0.01013315,0.02970209,0.0036547040000000004,0.000935575,0.0047400179999999995,-0.01086604,0.02531581,0.0038378809999999996,0.002892502,0.003366246,0.01013422
77,cw,0.1392671,0.1442789,0.14243440000000002,0.1463204,0.1286009,0.02616697,0.00401011,0.0030433929999999997,0.0035319390000000004,0.01002512,0.05375578,0.07911346,0.08585239,0.08353839,0.07802463,0.02574784,0.003953669,0.003005377,0.0034827190000000004,0.009923195
78,cw,0.09762679,0.10012239999999999,0.09155773,0.09341437,0.1010662,0.01918165,0.00897001,0.003909224,0.0044965940000000005,0.0138172,0.0329375,-0.01910653,-0.0201982,-0.009390619000000001,-0.04246451,0.019022,0.008884662,0.003878441,0.004458255,0.01370284
79,cw,0.03121534,0.06182136,0.05816558,0.06127347,0.06526425,0.03181301,0.003896964,0.0031963190000000004,0.0035419329999999997,0.01055798,0.08481615,0.03310001,0.04090207,0.04013573,0.04089466,0.03200987,0.003886406,0.003190884,0.00353439,0.01053086
80,cw,0.00943301,-0.001011037,0.01233388,0.02242982,-0.0048418440000000005,0.05001353,0.005025945,0.003944748,0.004261915,0.0122787,0.01443261,0.004495311,0.0057843140000000005,0.002523712,-0.01105103,0.0500195,0.005026041,0.00394428,0.004259799,0.01227991
81,cw,-0.03702855,0.01384688,0.01941385,0.006153851,0.01448539,0.03314072,0.0036552390000000002,0.002985481,0.003417694,0.01012531,-0.006547443000000001,-0.04003872,-0.04272298,-0.04235934,-0.041012099999999996,0.0330968,0.003660392,0.0029897979999999997,0.003423691,0.0101402
82,cw,-0.1432743,0.024202599999999998,0.02606877,0.02925416,-0.01687641,0.05078308,0.005729218,0.004775478,0.005791704,0.01579358,0.05748828,0.08628910000000001,0.08300982,0.09813171,0.1133473,0.04993589,0.005768341,0.004805007,0.005842214,0.01599065
83,cw,0.1618665,0.168019,0.1728647,0.16480150000000002,0.1662131,0.0242274,0.003926283,0.0037255659999999996,0.004340968,0.01556926,-0.005178286,0.009868281,0.02032818,0.02215877,0.02857361,0.02361716,0.0038202979999999997,0.003620487,0.00422974,0.01516854
84,cw,-0.02154787,-0.01965251,-0.01806597,-0.02275025,-0.01249907,0.013569399999999999,0.002072867,0.001810653,0.002116191,0.0069684759999999995,-0.01321433,-0.005988996,-0.0029647040000000003,-0.004698435999999999,-0.001085091,0.01356547,0.002072141,0.001810078,0.002115143,0.006967396
85,cw,0.09864572,0.07271252,0.04694002,0.03174447,0.003873837,0.04282904,0.006395326,0.006683842,0.008195749,0.01925067,0.05988423,0.04909621,0.04702573,0.04716529,0.07505906,0.04257011,0.006377095,0.006683895,0.008205695,0.01935853
86,cw,0.07165219,0.06828844,0.07142776,0.08730946,0.08130115,0.02111998,0.00316118,0.0028483000000000002,0.003360813,0.01041271,0.13359189999999999,0.125074,0.13124639999999999,0.12508930000000001,0.1480463,0.02138409,0.003195385,0.00288228,0.0033872729999999997,0.01056886
87,cw,0.03983197,0.05426118,0.0627862,0.06861817,0.06220696,0.02096656,0.00262308,0.002165091,0.002458505,0.007577673,-0.07081032,-0.07526449,-0.09533377,-0.09696984,-0.08958187,0.02103807,0.002630165,0.002176118,0.002469913,0.007608854
88,cw,-0.01936703,-0.06110201,-0.04540087,-0.04563395,-0.05549829,0.03896801,0.003826935,0.0027860090000000003,0.0031121259999999998,0.009238477,-0.04400622,0.024826400000000002,0.02025053,0.01821945,0.02517437,0.03902876,0.0038150759999999997,0.0027814240000000002,0.003106696,0.009215987
89,cw,-0.05058673,-0.04013630000000001,-0.02513013,-0.04933886,-0.08868141,0.04451001,0.005438218000000001,0.0044997990000000005,0.004416848,0.01291133,-0.07032124,-0.01975323,-0.03558795,-0.03002254,-0.02340368,0.04461555,0.005431597,0.004502652,0.004410105,0.01281799
90,cw,0.05180937,0.1050185,0.1039318,0.114354,0.1014995,0.04616611,0.004484354,0.003474166,0.0037523440000000003,0.01286033,0.1955151,0.219286,0.21026750000000002,0.21281750000000002,0.1958792,0.04777031,0.0046441009999999994,0.0035859859999999998,0.003868349,0.01320926
91,cw,0.05070505,0.1143327,0.1292759,0.1307826,0.1427803,0.04157486,0.004864547,0.0036710379999999997,0.004073053,0.01441233,-0.01114857,0.02282911,0.03149419,0.02137574,0.02331399,0.04147354,0.004804681,0.003614763,0.004006955,0.01413488
92,cw,0.002469957,-0.02176829,-0.02466117,-0.02213461,-0.03195238,0.01641497,0.002148566,0.00176664,0.002100011,0.005595095,-0.06978724,-0.07386082,-0.07878535,-0.08927669,-0.08837266,0.01649462,0.002159233,0.0017764920000000002,0.002115646,0.005632873
93,cw,-0.03941835,-0.05943937,-0.05639398,-0.04699304,-0.05647095,0.010675200000000001,0.001864288,0.001772334,0.002362778,0.006698511,0.1018336,0.09675247,0.08927855,0.07998073,0.08205214,0.01076862,0.001875046,0.00178075,0.00237261,0.006722055
94,cw,-0.07496372,-0.02086803,0.01117691,-0.0041089559999999995,0.008016925,0.02874391,0.006350029,0.00644148,0.0069210569999999996,0.01511278,-0.04717517,-0.01702165,-0.03028602,-0.03194103,-0.01777017,0.02864728,0.006349105,0.00644658,0.006927996999999999,0.01511658
95,cw,-0.2253966,-0.1347128,-0.144267,-0.1497859,-0.1664894,0.01063187,0.001196008,0.000956895,0.00105616,0.003089593,0.01900825,0.008949803000000001,0.01040723,0.00946675,0.01123898,0.01013335,0.0011749710000000001,0.0009376810000000001,0.001033325,0.003007737
