,rotation,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,lnLStar_u,lnLStar_g,lnLStar_r,lnLStar_i,lnLStar_z,probPSF_u,probPSF_g,probPSF_r,probPSF_i,probPSF_z
0,cw,20.63721,19.06021,18.18346,17.744329999999998,17.39992,0.06923778,0.03191639,0.03171286,0.01712383,0.03086214,-298.2772,-11178.19,-17366.21,-15223.32,-2737.532,0,0,0,0,0
1,cw,20.78138,19.49813,18.60444,18.34982,18.08217,0.09895635,0.03299559,0.03222027,0.01831219,0.03490092,-362.5707,-13956.59,-22848.63,-19717.5,-3190.097,0,0,0,0,0
2,cw,20.65831,18.91681,18.01887,17.62213,17.18995,0.05880215,0.02033988,0.01862147,0.02490765,0.02021979,-217.1804,-9824.829,-19031.26,-17278.24,-2721.289,0,0,0,0,0
3,cw,21.25209,19.49566,18.83604,18.524420000000003,18.16222,0.09431557,0.02306332,0.02008663,0.01612496,0.03225775,-594.2573,-64911.76,-114269.3,-110231.4,-26195.28,1,0,0,0,0
4,cw,20.39844,18.59664,17.84217,17.38062,17.0997,0.07663307,0.0449364,0.02218736,0.02038842,0.03180103,-748.8083,-33918.78,-45717.66,-43450.16,-8797.192,0,0,0,0,0
5,cw,19.964560000000002,18.421129999999998,17.56061,17.18781,16.884120000000003,0.03869959,0.01766184,0.01331817,0.01526447,0.02098804,-212.2725,-18251.89,-25652.98,-25574.96,-5123.229,0,0,0,0,0
6,cw,20.58926,19.5716,18.918789999999998,18.44114,18.02985,0.06621554,0.02661057,0.02311312,0.03413917,0.02516841,-395.0852,-18865.58,-23993.85,-22315.63,-3686.842,0,0,0,0,0
7,cw,20.19295,18.488139999999998,17.96216,17.51588,17.15939,0.04837152,0.1561589,0.013106999999999999,0.01420039,0.02742956,-549.0999,-17116.96,-28502.42,-28175.13,-5745.661,0,0,0,0,0
8,cw,20.75313,19.31258,18.30953,17.864320000000003,17.60564,0.06534071,0.01934596,0.01503684,0.01450756,0.02187158,-1118.096,-39575.9,-50465.34,-49632.25,-12169.02,0,0,0,0,0
9,cw,21.690070000000002,19.77184,18.72295,18.29105,17.88438,0.12362260000000001,0.02140876,0.01322337,0.01704188,0.02156764,-43.81282,-10053.37,-17367.25,-16897.61,-2649.6279999999997,0,0,0,0,0
10,cw,21.54879,20.34112,19.311329999999998,18.82689,18.47427,0.1198893,0.02535385,0.01802114,0.01767675,0.02874988,-61.537180000000006,-6562.685,-11453.89,-10370.25,-1472.74,0,0,0,0,0
11,cw,22.44623,20.897920000000003,20.15406,19.76868,19.3596,0.3017015,0.02982878,0.022811900000000003,0.022525200000000002,0.0524687,-52.54834,-8159.193,-11016.48,-9253.084,-1317.108,0,0,0,0,0
12,cw,19.00094,17.61942,17.14881,16.91015,16.664839999999998,0.03254727,0.0226088,0.01869215,0.02377333,0.02842715,-3206.502,-45176.68,-46580.0,-42890.96,-8001.5419999999995,0,0,0,0,0
13,cw,20.97544,19.60369,18.76963,18.40686,17.9738,0.07606933,0.02154475,0.01275293,0.01772146,0.02754564,-343.6365,-10595.32,-15713.55,-13135.26,-2556.134,0,0,0,0,0
14,cw,20.5959,19.262179999999997,18.33481,17.9383,17.591820000000002,0.0534203,0.01905721,0.01526354,0.01160681,0.02834491,-968.6479,-26186.89,-34122.62,-34295.25,-5916.0740000000005,0,0,0,0,0
15,cw,20.36717,19.00827,17.95111,17.52046,17.283839999999998,0.04711553,0.01879145,0.01492332,0.01821396,0.0210859,-686.6632,-40874.96,-60868.19,-58770.5,-12211.36,0,0,0,0,0
16,cw,21.32089,20.03075,19.32985,19.03668,18.68497,0.08806694,0.07699401,0.07569667,0.08711823,0.03824375,-98.20432,-8839.666,-13216.86,-12141.03,-1393.764,0,0,0,0,0
17,cw,21.03593,19.80985,19.12631,18.83933,18.53358,0.07007883,0.02038096,0.02262905,0.01913971,0.03248019,-401.6967,-12531.2,-16160.99,-14967.79,-1815.07,0,0,0,0,0
18,cw,20.036360000000002,18.71671,18.29401,17.894820000000003,17.735,0.03701672,0.01875629,0.01600425,0.02334677,0.02036118,-3841.673,-80999.88,-87860.59,-80273.27,-15231.46,0,0,0,0,0
19,cw,21.60501,20.43211,19.765220000000003,19.43863,19.09897,0.115317,0.02581469,0.02368505,0.0227826,0.04452598,-132.0806,-6334.755,-8740.599,-7184.318,-670.9708,0,0,0,0,0
20,cw,20.885579999999997,19.28064,18.45495,18.22655,18.194679999999998,0.06802247,0.01925853,0.015075700000000001,0.02256709,0.02792709,-1414.493,-36880.23,-42895.99,-41130.54,-6519.062,0,0,0,0,0
21,cw,21.6487,20.19735,19.756729999999997,19.69032,19.62452,0.1049262,0.026197500000000002,0.02189057,0.02663667,0.05556886,-229.1104,-11895.05,-14114.44,-7429.918000000001,-575.0285,0,0,0,0,0
22,cw,21.49969,20.23375,19.56876,19.211170000000003,18.78011,0.08903602,0.02311057,0.01732314,0.01625092,0.03359014,-292.6869,-12859.46,-18270.02,-16401.7,-1768.705,0,0,0,0,0
23,cw,22.09101,20.036360000000002,18.97256,18.509629999999998,18.17999,0.14485979999999998,0.01887878,0.01544476,0.01375095,0.02520409,-115.635,-13557.61,-20666.3,-19723.36,-2814.988,0,0,0,0,0
24,cw,20.80198,19.45474,18.79935,18.45823,18.18831,0.05690387,0.02916356,0.01888498,0.01917022,0.02395372,-2115.056,-54680.9,-64278.58,-58058.33,-9892.126,0,0,0,0,0
25,cw,20.62193,19.56138,18.87771,18.195870000000003,18.31185,0.07549419,0.06355272,0.02620235,0.02782166,0.03355598,-115.8306,-10553.5,-14880.25,-12105.81,-1149.147,0,0,0,0,0
26,cw,22.07299,20.21631,19.35431,19.02966,18.73592,0.1613371,0.02021982,0.01721427,0.01683471,0.04074832,-150.9569,-10543.73,-15238.97,-13686.97,-1151.89,0,0,0,0,0
27,cw,20.7345,18.91026,17.94246,17.47757,17.16814,0.05595306,0.01244249,0.01401156,0.01339873,0.01778205,-395.0822,-30116.69,-47179.94,-44951.23,-7142.811,0,0,0,0,0
28,cw,20.36737,18.67905,18.052039999999998,17.67899,17.34305,0.04530063,0.02635855,0.01746647,0.01780833,0.02308199,-1171.712,-54061.83,-72318.73,-65235.37,-10289.41,0,0,0,0,0
29,cw,19.912229999999997,18.47685,17.92309,17.524929999999998,17.32628,0.03429618,0.02468629,0.02415381,0.01541126,0.02161245,-1369.631,-34167.68,-40031.16,-35894.82,-4449.494000000001,0,0,0,0,0
30,cw,21.0649,19.4562,18.602339999999998,18.08674,17.65439,0.08946691,0.02181104,0.01314135,0.01923333,0.02839862,-158.0847,-11573.73,-25639.37,-26138.12,-3623.1859999999997,0,0,0,0,0
31,cw,21.59678,20.12085,19.59817,19.22138,18.706570000000003,0.10374480000000001,0.02437552,0.01743428,0.01731042,0.03834626,-142.2912,-8743.713,-10290.56,-9395.068000000001,-677.875,0,0,0,0,0
32,cw,21.55046,20.30408,19.45212,19.08022,18.69955,0.09782477,0.0190288,0.01616787,0.01689628,0.03537782,-104.7948,-7611.854,-11252.18,-10902.71,-888.6267,0,0,0,0,0
33,cw,21.49667,19.945339999999998,19.03195,18.6185,18.231070000000003,0.10157719999999999,0.01683973,0.01676119,0.01676135,0.02860306,-73.38765,-8155.318,-11441.34,-9142.987,-995.3358,0,0,0,0,0
34,cw,20.32722,18.77546,18.00422,17.57951,17.24444,0.04223726,0.01753381,0.02169372,0.01851829,0.01893122,-1470.0610000000001,-36398.48,-44336.66,-37744.77,-8962.591,0,0,0,0,0
35,cw,19.77661,18.496470000000002,18.16657,17.90989,17.71681,0.03781356,0.01527895,0.01954328,0.01824467,0.021852,-1758.989,-24844.41,-26305.48,-21169.61,-3873.95,0,0,0,0,0
36,cw,20.58014,19.11834,18.31302,17.88036,17.497239999999998,0.04916308,0.02046333,0.01643956,0.01490124,0.01836389,-3448.635,-63183.23,-79483.19,-70367.4,-22261.4,0,0,0,0,0
37,cw,21.12486,19.30112,18.516379999999998,18.14649,17.9315,0.07017151,0.01641345,0.01565016,0.01868576,0.02202092,-1415.83,-56209.48,-69294.3,-56133.91,-12924.98,0,0,0,0,0
38,cw,21.48068,20.28125,19.41038,18.98745,18.615660000000002,0.09104253,0.02088779,0.018528599999999996,0.0173514,0.02571662,-60.21585,-7744.194,-12007.36,-9205.129,-1526.4779999999998,0,0,0,0,0
39,cw,21.45749,20.31227,19.50825,19.07398,18.90889,0.115593,0.02263982,0.0167274,0.02237813,0.03416337,-178.261,-9123.434000000001,-12316.08,-10396.55,-1547.0729999999999,0,0,0,0,0
40,cw,20.58652,19.37033,18.67295,18.2296,17.94489,0.06651977,0.01806794,0.0235904,0.01721841,0.02699593,-129.5431,-9976.476,-13436.0,-10797.17,-1796.5510000000002,0,0,0,0,0
41,cw,21.10611,19.02065,18.34449,17.8196,17.49973,0.1011783,0.01826132,0.01791297,0.01642037,0.02214665,-253.3561,-23309.63,-34310.35,-27278.46,-4675.947,0,0,0,0,0
42,cw,20.15043,18.7948,18.05725,17.63843,17.20881,0.04939932,0.01773241,0.01325924,0.02197492,0.02235548,-1841.741,-43070.94,-48681.67,-42484.93,-11072.89,0,0,0,0,0
43,cw,20.11177,19.0928,18.52251,18.07532,17.94068,0.04136851,0.02309998,0.01945224,0.0162418,0.02249005,-540.5109,-19121.23,-20844.14,-15624.5,-2076.406,0,0,0,0,0
44,cw,20.42587,18.44199,17.59611,17.20123,16.79955,0.05384034,0.03200982,0.01777977,0.02200754,0.02392324,-1646.566,-59526.38,-75871.74,-72049.27,-20328.95,0,0,0,0,0
45,cw,20.62473,19.39375,18.49667,17.98949,17.67352,0.05980546,0.02175787,0.01590071,0.02451945,0.01963089,-246.019,-11955.89,-16422.34,-13910.23,-2480.4,0,0,0,0,0
46,cw,19.60707,17.72006,17.03989,16.615679999999998,16.16181,0.03255139,0.0157307,0.01607425,0.02048949,0.02018111,-3021.073,-69501.6,-82746.83,-74097.38,-22425.11,0,0,0,0,0
47,cw,20.91072,19.34228,18.52105,18.0027,17.664260000000002,0.06685753,0.01775412,0.01492822,0.01321635,0.02630303,-387.87699999999995,-22350.23,-29168.5,-23375.59,-3763.278,0,0,0,0,0
48,cw,18.82992,17.23604,17.367810000000002,17.05307,16.82287,0.02492777,0.02020819,0.01381333,0.01560999,0.02076755,-6616.266,-93170.01,-109285.6,-90660.73,-22668.71,0,0,0,0,0
49,cw,21.08936,19.65638,19.07236,18.68432,18.27355,0.1066605,0.02417132,0.01670855,0.02616177,0.03788595,-146.681,-6219.5830000000005,-8814.364,-7027.531999999999,-759.6785,0,0,0,0,0
50,cw,18.34272,17.176820000000003,16.52373,16.11041,15.77157,0.0204738,0.02191004,0.01337405,0.01209501,0.01788357,-4076.2670000000003,-61396.0,-73971.98,-65927.67,-19795.03,0,0,0,0,0
51,cw,20.18044,18.37254,17.365579999999998,16.98741,16.58361,0.04419284,0.01521029,0.01468051,0.01559927,0.01643549,-1307.1680000000001,-40725.26,-55710.65,-49454.38,-9858.568000000001,0,0,0,0,0
52,cw,20.87963,19.51628,18.660120000000003,18.11542,17.827479999999998,0.08201505,0.02139767,0.01516176,0.02077237,0.02300108,-46.027440000000006,-4345.663,-10559.8,-9082.207,-1454.774,0,0,0,0,0
53,cw,21.00911,19.42451,18.735139999999998,18.466720000000002,18.0499,0.07911712,0.02631749,0.01633475,0.01842494,0.029565800000000003,-534.6234,-19871.6,-27910.43,-22222.71,-3009.45,0,0,0,0,0
54,cw,20.324370000000002,19.00565,18.25179,17.931060000000002,17.60493,0.05375795,0.02209031,0.01269238,0.01519516,0.02397558,-112.1425,-11835.78,-16323.19,-16725.33,-2741.6659999999997,0,0,0,0,0
55,cw,20.39955,18.9893,18.04648,17.84329,17.41607,0.05714133,0.02229245,0.014986000000000001,0.01482649,0.01904852,-612.5029,-27123.07,-28166.44,-27334.89,-4282.498,0,0,0,0,0
56,cw,21.514879999999998,19.87876,18.831789999999998,18.51393,18.0869,0.1343713,0.02246199,0.01798895,0.01286228,0.02347045,-82.07625999999999,-8252.847,-11861.78,-10635.01,-1288.87,0,0,0,0,0
57,cw,20.01451,18.28953,17.52025,17.15083,16.77064,0.04074262,0.01878596,0.01658975,0.01535534,0.02810274,-453.6367,-41266.82,-54772.67,-55988.82,-15522.45,0,0,0,0,0
58,cw,19.206120000000002,17.53845,16.70403,16.617929999999998,16.27713,0.02792351,0.01571386,0.02465335,0.01370554,0.01912138,-4549.91,-94049.41,-98279.88,-97522.36,-29677.99,0,0,0,0,0
59,cw,20.20393,18.97146,18.31881,17.9608,17.651220000000002,0.05440974,0.02982637,0.01567044,0.0161919,0.02329216,-630.321,-39134.24,-41984.73,-34336.72,-4987.488,0,0,0,0,0
60,cw,20.95709,19.65135,18.62023,18.430229999999998,18.1115,0.09476642,0.02724735,0.01965377,0.02626265,0.03177635,-193.5182,-17884.16,-19712.5,-16599.08,-2065.746,0,0,0,0,0
61,cw,20.59605,19.25765,18.51373,18.28073,18.10727,0.05479502,0.01753608,0.015643200000000003,0.01209341,0.02452512,-569.7601,-23842.73,-28508.87,-23413.02,-3148.7459999999996,0,0,0,0,0
62,cw,19.64388,18.284660000000002,17.51152,17.1782,17.002470000000002,0.03121433,0.02604258,0.01368112,0.02045925,0.01717767,-3454.05,-60963.38,-64336.01,-56891.52,-11120.63,0,0,0,0,0
63,cw,20.44988,19.033910000000002,18.314610000000002,17.91003,17.51758,0.05589927,0.01682288,0.01495991,0.01726935,0.02151455,-544.7606,-18082.95,-19683.21,-16413.79,-2458.891,0,0,0,0,0
64,cw,20.705820000000003,19.360039999999998,18.62407,18.22019,17.91368,0.07163102,0.02975544,0.01609131,0.01759445,0.02553926,-987.8507,-31864.5,-36470.05,-31276.09,-4096.059,0,0,0,0,0
65,cw,19.212,17.703960000000002,17.02617,16.70905,16.33185,0.02985914,0.01345239,0.01489985,0.015683100000000002,0.01561168,-2361.9120000000003,-105498.2,-141358.8,-122492.9,-33585.25,0,0,0,0,0
66,cw,21.03119,19.578110000000002,18.921979999999998,18.56537,18.2853,0.07853643,0.02564603,0.01697516,0.01843694,0.03082881,-298.0707,-20546.49,-23157.72,-18616.18,-1516.5079999999998,0,0,0,0,0
67,cw,18.87898,17.63116,17.0781,16.735889999999998,16.49761,0.03953066,0.02828481,0.01233974,0.01013589,0.01594621,-4939.346,-84152.03,-91267.45,-80855.6,-15780.31,0,0,0,0,0
68,cw,21.006120000000003,19.3953,18.49296,18.1562,17.785,0.07864857,0.01872747,0.01677369,0.01945233,0.0219639,-78.31998,-8939.787,-11732.75,-8655.651,-1309.737,0,0,0,0,0
69,cw,20.0379,18.40964,17.84918,17.439629999999998,17.08571,0.04164029,0.03340612,0.01264312,0.0226558,0.02965437,-4103.988,-57976.98,-64255.59,-50595.82,-10899.36,0,0,0,0,0
70,cw,20.77666,19.177120000000002,18.575229999999998,18.18437,17.77882,0.07223803,0.027035400000000005,0.02051447,0.01875336,0.022249900000000003,-584.1286,-34041.57,-54217.12,-49441.28,-9382.613000000001,0,0,0,0,0
71,cw,19.13147,17.57884,16.53898,16.221770000000003,15.829839999999999,0.03298771,0.01963858,0.01917406,0.02663786,0.014774200000000001,-397.3805,-20924.35,-28943.03,-30174.96,-6661.3,0,0,0,0,0
72,cw,19.85603,18.39056,17.75754,17.24444,16.87739,0.05270771,0.02404527,0.03574832,0.03441995,0.01967029,-289.0211,-14728.71,-27255.77,-22869.07,-4337.79,0,0,0,0,0
73,cw,20.740370000000002,19.36145,18.53558,18.2216,17.62197,0.0809448,0.02692749,0.01884343,0.01916849,0.02104712,-135.5622,-7873.137,-14351.56,-12476.6,-1389.828,0,0,0,0,0
74,cw,20.26369,19.2211,18.39491,18.06372,17.86042,0.05258964,0.0250774,0.01847616,0.02116388,0.02173127,-356.9255,-3992.908,-12617.53,-9863.032,-1189.01,0,0,0,0,0
75,cw,20.26269,19.46144,19.12898,18.62343,18.41525,0.04726859,0.01759292,0.01822653,0.01869914,0.03152517,-65.84904,-4384.561,-7034.986,-5363.701,-573.8474,0,0,0,0,0
76,cw,20.775560000000002,19.35339,18.8103,18.4081,17.90697,0.06665988,0.02289885,0.01936465,0.01765179,0.02477995,-356.9933,-18156.69,-30003.87,-24470.48,-3382.5570000000002,0,0,0,0,0
77,cw,20.82754,19.26616,18.69078,18.23979,17.76062,0.0757466,0.03048488,0.01423652,0.01740132,0.02027304,-424.2026,-18390.19,-30147.14,-25657.28,-4129.781,0,0,0,0,0
78,cw,20.30625,19.270229999999998,19.11465,18.858810000000002,18.382839999999998,0.05336042,0.02696759,0.01632401,0.02156569,0.03348212,-426.1949,-11194.37,-12151.26,-8480.136,-1146.0410000000002,0,0,0,0,0
79,cw,20.414279999999998,18.94991,18.325039999999998,17.93984,17.6271,0.07241785,0.02868768,0.0225098,0.02221658,0.02309068,-279.0796,-16013.1,-22885.29,-20704.46,-3135.433,0,0,0,0,0
80,cw,20.81092,19.1333,18.33008,17.88064,17.524379999999997,0.12512269999999998,0.03031677,0.02164636,0.0173831,0.02063688,-62.020559999999996,-7221.535,-11131.95,-9956.143,-1368.3329999999999,0,0,0,0,0
81,cw,20.89414,19.27011,18.41876,17.97181,17.59686,0.11179639999999999,0.01865663,0.02313359,0.02059897,0.02557937,-202.1695,-17288.29,-24584.77,-20905.5,-2915.173,0,0,0,0,0
82,cw,21.31038,19.34135,18.428910000000002,17.975170000000002,17.49625,0.11681140000000001,0.02028155,0.01568736,0.02440301,0.02520468,-80.83306999999999,-7343.688,-11629.61,-9827.554,-1085.228,0,0,0,0,0
83,cw,19.80161,18.57174,18.291829999999997,17.82874,17.52449,0.03896618,0.02455208,0.01752801,0.01383199,0.01936368,-388.9158,-14651.3,-18556.99,-14066.12,-1328.9289999999999,0,0,0,0,0
84,cw,19.988789999999998,18.67409,18.36105,17.845470000000002,17.44501,0.05250997,0.01540613,0.01241471,0.01614862,0.02314525,-1452.394,-40915.92,-51079.75,-43205.79,-6050.284000000001,0,0,0,0,0
85,cw,21.006970000000003,19.774829999999998,19.00542,18.60418,18.24485,0.10615430000000001,0.03218793,0.02713871,0.02299012,0.04055381,-134.6823,-8789.21,-11071.2,-9017.405,-813.9813,0,0,0,0,0
86,cw,19.41226,18.1877,17.60835,17.13577,16.816670000000002,0.03626551,0.02458204,0.02567226,0.01397877,0.02096324,-358.0542,-14670.13,-18523.4,-16196.26,-2089.615,0,0,0,0,0
87,cw,20.64484,19.11818,18.408179999999998,18.02326,17.648239999999998,0.06688859,0.02201471,0.0126815,0.01502121,0.02062674,-538.4148,-27186.24,-37826.21,-32898.95,-5291.04,0,0,0,0,0
88,cw,20.54352,18.7892,17.86904,17.44902,17.04403,0.06354734,0.01831623,0.01348259,0.01826709,0.01823528,-118.6394,-14639.35,-24986.42,-22040.92,-3357.653,0,0,0,0,0
89,cw,20.54547,19.1289,18.39781,18.09633,17.62598,0.06193379,0.02076742,0.01486866,0.01554495,0.02381676,-81.36903000000001,-11783.66,-19735.11,-18908.92,-1931.184,0,0,0,0,0
90,cw,20.92314,19.38035,18.42566,17.93504,17.57686,0.1018778,0.02038805,0.02774306,0.01724019,0.03622058,-76.65071999999999,-10099.62,-1293.04,-12843.39,-1662.391,0,0,0,0,0
91,cw,20.606579999999997,19.22335,18.35995,17.89701,17.767129999999998,0.0669691,0.02142638,0.01287003,0.01581446,0.02336623,-69.60639,-8477.528,-14459.03,-12476.02,-1403.195,0,0,0,0,0
92,cw,20.29417,18.71953,17.869120000000002,17.46003,17.18626,0.05459407,0.01574292,0.01908937,0.01522396,0.01994156,-1140.391,-42641.3,-55146.43,-46204.98,-11504.41,0,0,0,0,0
93,cw,19.43057,18.38075,18.047279999999997,17.80556,17.48473,0.02818369,0.01305751,0.01789057,0.03481125,0.02987279,-2396.531,-44019.68,-49954.01,-36123.95,-6519.535,0,0,0,0,0
94,cw,20.55595,19.47194,18.747410000000002,18.41507,18.17289,0.05932691,0.018020500000000002,0.016056,0.01542567,0.02628835,-232.9439,-9071.753,-9675.718,-6722.281999999999,-1012.492,0,0,0,0,0
95,cw,18.99151,17.69941,16.83325,16.31608,16.05852,0.02595443,0.02811084,0.02371685,0.01928517,0.01675751,-3590.6490000000003,-103749.7,-116495.7,-104762.3,-34123.11,0,0,0,0,0
96,cw,19.949379999999998,18.63355,17.97185,17.47627,17.13361,0.04667782,0.04150644,0.019912400000000004,0.01309674,0.02375685,-509.3227,-27071.83,-34612.33,-28659.45,-4567.318,0,0,0,0,0
97,cw,20.39892,18.666420000000002,17.83751,17.4594,17.15315,0.05682417,0.01643766,0.01185618,0.01112507,0.01786329,-557.6785,-57077.21,-74283.28,-62027.85,-15574.89,0,0,0,0,0
98,cw,21.05349,19.88816,19.123829999999998,18.71162,18.48988,0.09246843,0.02634103,0.015471700000000001,0.01747997,0.03801259,-152.3492,-6876.983,-6870.503000000001,-5439.084,-877.0425,0,0,0,0,0
99,cw,20.66304,19.26969,18.45425,18.0009,17.78555,0.07087994,0.01982262,0.0159008,0.017655,0.02651735,-178.2986,-11503.49,-15113.54,-11553.88,-1771.598,0,0,0,0,0
100,cw,19.74328,18.81595,18.40857,18.09142,17.8869,0.04143845,0.02377148,0.02185629,0.01416897,0.02841868,-100.6974,-7276.806,-6881.709,-4612.482,-377.5348,0,0,0,0,0
101,cw,18.83294,17.602529999999998,17.05026,16.46836,16.15002,0.02895696,0.02095991,0.01384811,0.01149935,0.01608052,-3349.8979999999997,-66493.77,-79118.17,-69188.65,-16908.51,0,0,0,0,0
102,cw,20.209789999999998,18.21792,17.48563,17.1037,16.65054,0.04549346,0.09562049,0.06613034,0.04658478,0.01679682,-428.4842,-38177.28,-32828.81,-32510.11,-10619.4,0,0,0,0,0
103,cw,20.14604,18.839010000000002,18.3896,18.04099,17.54919,0.043755199999999994,0.01345537,0.01399762,0.01357221,0.02195011,-2189.26,-49140.94,-59537.95,-54647.12,-9485.252,0,0,0,0,0
104,cw,21.18828,19.99292,19.67141,19.272479999999998,19.09337,0.08198951,0.01991922,0.01953834,0.02032809,0.05511727,-221.2201,-11573.44,-10579.97,-8031.408,-466.2338,0,0,0,0,0
105,cw,20.788079999999997,19.474970000000003,18.917939999999998,18.47876,18.07025,0.06598992,0.01493055,0.01288519,0.01525618,0.02818922,-1229.83,-31355.58,-43258.67,-37681.44,-4741.585,0,0,0,0,0
106,cw,20.99594,19.52626,19.01932,18.59181,18.25862,0.07262656,0.01851966,0.01658192,0.0174995,0.0255217,-258.0374,-18768.67,-22531.17,-14930.36,-2166.243,0,0,0,0,0
107,cw,20.569470000000003,18.9245,18.31701,17.84412,17.42928,0.05374089,0.01760458,0.01375187,0.01581869,0.01875023,-911.3969999999999,-32043.81,-40967.61,-34613.0,-7086.146,0,0,0,0,0
108,cw,20.14705,19.3646,18.97306,18.41798,18.06145,0.04142956,0.02257288,0.019363400000000003,0.02405241,0.02647693,-607.3677,-15222.81,-17486.04,-12783.59,-1887.2279999999998,0,0,0,0,0
109,cw,21.35515,20.39545,19.5691,19.50739,19.49442,0.1107825,0.02287247,0.02149321,0.02809524,0.05856774,-111.9841,-6508.088000000001,-7873.049,-5970.3369999999995,-449.3698,0,0,0,0,0
110,cw,20.94855,20.059910000000002,19.59256,19.4188,19.2813,0.08125915,0.02586238,0.02058394,0.02242062,0.05248136,-78.4315,-5919.191999999999,-5421.7080000000005,-4750.611,-523.9478,0,0,0,0,0
111,cw,20.95638,19.717370000000003,18.771739999999998,18.51397,18.40987,0.08209114,0.02025136,0.01584285,0.01458509,0.02792,-264.1235,-16912.2,-24395.4,-25296.64,-4318.0470000000005,0,0,0,0,0
112,cw,19.514039999999998,18.26884,17.31566,17.04129,16.81629,0.03755498,0.012980000000000002,0.01678294,0.01863797,0.01662819,-1012.0930000000001,-40675.32,-46565.67,-49416.67,-11809.99,0,0,0,0,0
113,cw,21.16084,20.136570000000003,19.20831,18.94152,18.764120000000002,0.10533310000000001,0.02271536,0.02134743,0.01519744,0.03697813,-65.82032,-7342.85,-8201.231,-7735.604,-896.3273,0,0,0,0,0
114,cw,19.26491,18.29226,17.76331,17.465220000000002,17.09633,0.02441357,0.01278411,0.009553713,0.01026667,0.01460104,-1121.337,-32999.14,-45575.07,-46035.43,-9504.605,0,0,0,0,0
115,cw,18.89979,17.927670000000003,17.132170000000002,16.630370000000003,16.43328,0.02799434,0.02031219,0.02587116,0.02873453,0.02097212,-1900.543,-54796.32,-64289.4,-61577.84,-14034.21,0,0,0,0,0
116,cw,20.328129999999998,19.22084,18.61376,18.23443,18.06246,0.04893193,0.01927546,0.01642193,0.01353099,0.02562429,-112.2113,-7604.946999999999,-10155.21,-9699.519,-1073.302,0,0,0,0,0
117,cw,18.511429999999997,17.36808,16.63562,16.40055,16.071360000000002,0.019678400000000002,0.01611939,0.01124072,0.008701393,0.02199169,-11338.18,-125566.6,-135272.4,-137997.2,-50827.4,0,0,0,0,0
118,cw,21.126829999999998,19.85256,19.00744,18.81178,18.47958,0.09091139,0.01788677,0.01279371,0.01517229,0.02838874,-191.1544,-9802.19,-13493.99,-15049.78,-1787.078,0,0,0,0,0
119,cw,20.745820000000002,19.41733,18.847189999999998,18.54466,18.09355,0.06908597,0.01504795,0.01349356,0.01542126,0.03108391,-993.8394,-29675.47,-29692.87,-25995.64,-5997.154,0,0,0,0,0
120,cw,20.579420000000002,18.77756,17.9932,17.51652,17.2513,0.06007807,0.01499287,0.01713818,0.01865024,0.02089579,-265.7917,-24032.01,-36129.39,-38514.68,-6560.821999999999,0,0,0,0,0
121,cw,21.12657,19.08183,18.5283,17.997120000000002,17.67534,0.1011523,0.01687233,0.01996327,0.01361037,0.02443217,-240.7717,-14820.6,-21122.67,-20359.3,-2053.445,0,0,0,0,0
122,cw,20.36746,18.96304,18.28882,17.71564,17.47545,0.05253246,0.0192627,0.013623,0.01952946,0.02246107,-823.154,-30079.26,-37187.45,-36868.75,-4754.380999999999,0,0,0,0,0
123,cw,20.93822,19.69515,19.3217,19.0431,18.88203,0.07802122,0.02018622,0.02478935,0.02400422,0.04727811,-331.9136,-17147.39,-15573.95,-12616.92,-819.4565,0,0,0,0,0
124,cw,19.26726,18.40008,17.763289999999998,17.39688,17.24784,0.02527394,0.02201039,0.0143006,0.01846359,0.0183974,-1651.211,-47894.62,-46806.6,-42541.55,-5036.141,0,0,0,0,0
125,cw,19.95812,18.62301,17.897779999999997,17.50245,17.2527,0.04357819,0.02317648,0.01157629,0.009380588,0.02142972,-575.5898,-28800.32,-37548.66,-38524.0,-5308.729,0,0,0,0,0
126,cw,19.821360000000002,17.99401,17.23949,16.889789999999998,16.50703,0.03713014,0.02277154,0.01154928,0.01960545,0.01545791,-1850.58,-55933.1,-70995.27,-65578.24,-18103.84,0,0,0,0,0
127,cw,18.67954,17.52045,16.909010000000002,16.66996,16.34262,0.02051414,0.030805400000000004,0.01311808,0.01221073,0.01592153,-4354.67,-81183.39,-92094.4,-88535.61,-31062.75,0,0,0,0,0
128,cw,20.0332,19.08081,18.80183,18.57199,18.18451,0.04279327,0.03028431,0.01666333,0.02211686,0.02768634,-1257.663,-31119.85,-34059.5,-25754.25,-3994.343,0,0,0,0,0
129,cw,20.52251,19.21867,18.55412,18.20319,17.807170000000003,0.05737578,0.02627548,0.02149253,0.01742063,0.02723804,-1748.058,-50150.2,-60301.76,-52894.05,-10939.51,0,0,0,0,0
130,cw,20.07488,18.736629999999998,18.14072,17.76485,17.36141,0.04255734,0.01768058,0.0128861,0.01424501,0.01785944,-325.8216,-44319.7,-58294.47,-52183.77,-8677.529,0,0,0,0,0
131,cw,20.60425,19.20589,18.25679,17.86709,17.40536,0.0723911,0.01630243,0.0161191,0.01428496,0.01970538,-107.8439,-9420.814,-15061.09,-17133.73,-2913.155,0,0,0,0,0
