,rotation,sky_u,sky_g,sky_r,sky_i,sky_z,skyErr_u,skyErr_g,skyErr_r,skyErr_i,skyErr_z
6603,cw,9.959999999999999e-10,1.3300000000000002e-09,3.45e-09,6.9799999999999995e-09,2.3399999999999998e-08,2.13e-11,8.29e-11,8.620000000000001e-11,1.03e-10,9.660000000000001e-11
6604,cw,1.09e-09,1.6800000000000002e-09,3.77e-09,7.37e-09,2.2000000000000002e-08,8.899999999999999e-10,4.0600000000000005e-09,8.399999999999999e-09,1.1299999999999999e-08,1.1299999999999999e-08
6605,cw,1.11e-09,1.45e-09,3.13e-09,6.48e-09,2.09e-08,2.8900000000000004e-12,2.17e-11,2.47e-11,5.289999999999999e-11,3.71e-11
6606,cw,1.4000000000000001e-09,1.8100000000000002e-09,3.6599999999999998e-09,7.42e-09,2.19e-08,9e-12,1.71e-09,4.9e-09,5.4600000000000006e-09,6.720000000000001e-09
6607,cw,1.4300000000000002e-09,1.6800000000000002e-09,3.4100000000000004e-09,7.2199999999999995e-09,2.1e-08,1.08e-12,2.5000000000000003e-12,6.190000000000001e-12,5.0000000000000005e-12,3.9e-12
6608,cw,1.46e-09,1.75e-09,3.6599999999999998e-09,6.74e-09,2.18e-08,2.3899999999999996e-11,6.44e-11,1.0200000000000001e-10,1.99e-10,1.6899999999999999e-10
6609,cw,1.5e-09,2.0600000000000003e-09,4.320000000000001e-09,8.84e-09,2.52e-08,1.1e-12,1.02e-09,2.1600000000000004e-09,3.5399999999999998e-09,5.0900000000000004e-09
6610,cw,1.01e-09,1.3300000000000002e-09,3.4799999999999996e-09,7.0400000000000005e-09,2.25e-08,2.62e-12,1.39e-11,4.11e-11,5.4200000000000004e-11,1.2900000000000002e-11
6611,cw,1.07e-09,1.35e-09,3.4399999999999997e-09,6.9700000000000005e-09,2.16e-08,2.65e-12,4.34e-11,6.5e-11,7.890000000000001e-11,4.49e-11
6612,cw,1.0800000000000002e-09,1.32e-09,3.0599999999999998e-09,6.520000000000001e-09,2.08e-08,8.320000000000001e-11,6.28e-11,5.36e-11,7.120000000000001e-11,9.350000000000001e-11
6613,cw,1.16e-09,1.7300000000000002e-09,3.8e-09,6.9e-09,2.0099999999999998e-08,1.65e-10,2.15e-09,3.68e-09,3.87e-09,4.94e-09
6614,cw,1.1699999999999999e-09,1.55e-09,3.25e-09,6.579999999999999e-09,2e-08,6.709999999999999e-11,6.21e-10,6.87e-10,8.490000000000001e-10,1.74e-10
6615,cw,9.98e-10,1.5299999999999999e-09,3.829999999999999e-09,7.9e-09,2.45e-08,3.2100000000000004e-11,5.0100000000000007e-11,5.45e-11,7.570000000000001e-11,1.0200000000000001e-10
6616,cw,9.669999999999999e-10,1.56e-09,3.74e-09,7.1e-09,2.11e-08,9.669999999999999e-12,6.06e-11,2.74e-10,5.800000000000001e-10,6.07e-10
6617,cw,9.9e-10,1.56e-09,3.73e-09,7.070000000000001e-09,2.27e-08,3.09e-11,5.89e-11,6.72e-11,9.04e-11,1.18e-10
6618,cw,9.65e-10,1.55e-09,3.78e-09,7.0499999999999994e-09,2.1e-08,6.75e-12,4.0499999999999996e-11,5.49e-11,8.89e-11,4.35e-11
6619,cw,9.85e-10,1.59e-09,3.95e-09,7.47e-09,2.2000000000000002e-08,9.429999999999999e-11,1.33e-10,1.4e-10,1.33e-10,1.94e-10
6620,cw,9.94e-10,1.65e-09,3.95e-09,7.0099999999999996e-09,1.98e-08,1.64e-10,2.35e-10,3.17e-10,3.58e-10,4.24e-10
6621,cw,1.25e-09,2.1899999999999997e-09,3.8e-09,7.2e-09,2.06e-08,5e-09,1.37e-08,1.7300000000000002e-09,8.89e-09,4.74e-09
6622,cw,9.69e-10,1.56e-09,3.78e-09,6.9799999999999995e-09,2.0099999999999998e-08,3.04e-12,2.5399999999999998e-11,3.92e-11,4.39e-11,6.49e-11
6623,cw,9.9e-10,1.57e-09,3.84e-09,7.23e-09,2.12e-08,5.98e-11,2.02e-10,4.5e-10,6.759999999999999e-10,8.309999999999999e-10
6624,cw,9.71e-10,1.57e-09,3.829999999999999e-09,7.03e-09,1.95e-08,7.379999999999999e-11,9.65e-11,1.1599999999999999e-10,1.21e-10,2.4400000000000004e-10
6625,cw,9.77e-10,1.62e-09,3.77e-09,6.67e-09,1.88e-08,2.2300000000000003e-11,1.09e-10,1.8100000000000002e-10,2.18e-10,2.06e-10
6626,cw,1.4800000000000003e-09,1.7800000000000003e-09,3.88e-09,7.0400000000000005e-09,2.09e-08,6.05e-10,1.6099999999999999e-10,1.42e-10,3.31e-10,2.5e-10
6627,cw,1.0400000000000001e-09,1.7000000000000001e-09,3.88e-09,7.06e-09,2.13e-08,5.2299999999999996e-11,1.77e-10,3.3799999999999997e-10,5.05e-10,2.9399999999999997e-10
6628,cw,1.1199999999999999e-09,1.87e-09,4.5700000000000006e-09,8.959999999999999e-09,2.65e-08,1.98e-11,7.28e-09,9.46e-09,1.1699999999999999e-08,1.06e-10
6629,cw,1.14e-09,1.58e-09,4.15e-09,8.53e-09,2.63e-08,2.36e-11,5.85e-11,4.17e-10,8.48e-11,4.9700000000000007e-11
6630,cw,9.95e-10,1.5e-09,3.85e-09,7.65e-09,2.37e-08,3.7600000000000005e-11,1.6899999999999998e-11,4.58e-11,6.9e-11,1.2e-10
6631,cw,9.95e-10,1.55e-09,3.8e-09,6.859999999999999e-09,2.21e-08,6.52e-11,1.81e-11,1.62e-11,2.1800000000000002e-11,2.87e-11
6632,cw,9.6e-10,1.56e-09,3.8e-09,6.8099999999999994e-09,1.92e-08,1.19e-11,4.8799999999999996e-11,7.07e-11,8.579999999999999e-11,8.870000000000001e-11
6633,cw,9.91e-10,1.58e-09,3.96e-09,7.31e-09,2.19e-08,4.11e-10,8.75e-10,1.3300000000000002e-09,1.4300000000000002e-09,1.4300000000000002e-09
6634,cw,1.0400000000000001e-09,1.7000000000000001e-09,3.99e-09,7.03e-09,1.93e-08,1.0200000000000001e-10,1.36e-10,2.06e-10,1.97e-10,2.62e-10
6635,cw,9.17e-10,1.5e-09,3.68e-09,6.759999999999999e-09,1.95e-08,5.25e-12,2.2e-11,5.0600000000000005e-11,5.520000000000001e-11,1.4699999999999998e-11
6636,cw,9.87e-10,1.5299999999999999e-09,3.7e-09,6.659999999999999e-09,1.95e-08,5.6600000000000004e-11,7.96e-11,8.190000000000001e-11,7.99e-11,2.66e-10
6637,cw,9.229999999999999e-10,1.49e-09,3.6599999999999998e-09,6.579999999999999e-09,1.94e-08,1.12e-12,9.5e-12,3.36e-11,7.640000000000002e-11,1.55e-10
6638,cw,9.229999999999999e-10,1.52e-09,3.64e-09,6.35e-09,1.93e-08,1.09e-12,1.65e-12,6.92e-12,1.1099999999999999e-11,5.32e-12
6639,cw,9.339999999999999e-10,1.5299999999999999e-09,3.64e-09,6.36e-09,1.94e-08,5.07e-11,6.12e-11,6.759999999999999e-11,1.1e-10,1.6199999999999998e-10
6640,cw,9.86e-10,1.56e-09,3.6700000000000004e-09,6.75e-09,1.99e-08,2.31e-11,2.77e-11,3.07e-11,4.2899999999999995e-11,7.76e-11
6641,cw,9.62e-10,1.56e-09,3.73e-09,6.73e-09,1.96e-08,1.08e-12,4.26e-13,6.65e-13,1.1e-12,4.88e-12
6642,cw,9.800000000000001e-10,1.6e-09,3.68e-09,6.659999999999999e-09,2.02e-08,6.21e-11,1.96e-10,8.81e-11,1.1599999999999999e-10,7.859999999999999e-11
6643,cw,9.550000000000001e-10,1.52e-09,3.78e-09,7.03e-09,2.09e-08,3.0999999999999996e-11,4.63e-11,3.12e-11,7.63e-11,7.63e-11
6644,cw,9.69e-10,1.56e-09,3.75e-09,7.37e-09,2.0099999999999998e-08,1.37e-10,1.44e-10,1.9e-10,7.77e-11,7.97e-11
6645,cw,9.45e-10,1.59e-09,3.8900000000000004e-09,7.340000000000001e-09,2e-08,3.470000000000001e-11,1.23e-09,1.9600000000000003e-09,2.58e-09,5.49e-11
6646,cw,9.629999999999999e-10,1.56e-09,3.79e-09,6.9099999999999995e-09,1.8999999999999998e-08,1.18e-11,2.35e-11,2.04e-11,3.7799999999999995e-11,3.12e-10
6647,cw,9.9e-10,1.57e-09,3.81e-09,6.9e-09,1.8999999999999998e-08,4.8300000000000004e-11,5.65e-11,1.11e-10,1.01e-10,6.149999999999999e-10
6648,cw,9.52e-10,1.5299999999999999e-09,3.71e-09,6.75e-09,2.04e-08,1.13e-11,1.68e-11,2.27e-11,2.2300000000000003e-11,4.6499999999999995e-11
6649,cw,9.58e-10,1.55e-09,3.7200000000000004e-09,6.7000000000000004e-09,1.98e-08,2.0399999999999998e-12,1.53e-11,2.57e-11,2.6100000000000002e-11,2.7e-11
6650,cw,9.91e-10,1.65e-09,3.81e-09,6.790000000000001e-09,1.86e-08,1.3599999999999999e-11,3.5399999999999995e-11,2.5999999999999997e-11,1.0500000000000001e-10,4.1399999999999994e-11
6651,cw,8.13e-10,1.66e-09,3.77e-09,8.86e-09,2.7799999999999997e-08,1.0199999999999999e-12,1.06e-10,3.01e-10,4.3499999999999995e-10,4.51e-12
6652,cw,8.84e-10,1.61e-09,3.73e-09,8.590000000000001e-09,2.56e-08,3.35e-11,1.19e-11,3.11e-11,4.61e-11,7.8e-11
6653,cw,8.55e-10,1.66e-09,3.84e-09,9.12e-09,2.76e-08,5.75e-11,8.12e-11,1.0699999999999999e-10,1.48e-10,2.54e-10
6654,cw,9.239999999999999e-10,2.07e-09,4.36e-09,8.16e-09,2.2400000000000002e-08,1.8300000000000001e-10,7.020000000000001e-09,1.3600000000000001e-08,1.28e-08,4.46e-10
6655,cw,8.609999999999999e-10,1.6399999999999997e-09,3.8200000000000005e-09,9.2e-09,3.1e-08,1.09e-12,4.41e-13,6.979999999999999e-13,1.2e-12,5.28e-12
6656,cw,8.88e-10,1.75e-09,3.91e-09,8.97e-09,2.97e-08,8.56e-11,1.1599999999999999e-10,3.31e-10,6.2e-10,7.12e-10
6657,cw,8.71e-10,1.75e-09,3.9299999999999995e-09,9.29e-09,2.9500000000000003e-08,4.41e-11,3.05e-10,1.06e-09,2.37e-09,2.26e-10
6658,cw,8.530000000000001e-10,1.7000000000000001e-09,3.9200000000000005e-09,8.809999999999999e-09,2.57e-08,2.65e-11,1.6600000000000003e-11,1.8800000000000002e-11,3.08e-11,6.8099999999999995e-12
6659,cw,8.39e-10,1.6899999999999997e-09,3.76e-09,7.859999999999999e-09,2.5099999999999996e-08,9.950000000000001e-13,1.2699999999999999e-11,1.57e-11,2.7399999999999997e-11,2.04e-11
6660,cw,8.35e-10,1.71e-09,3.78e-09,7.96e-09,2.58e-08,2.05e-11,1.03e-10,1.1599999999999999e-10,1.37e-10,1.03e-10
6661,cw,8.76e-10,1.8100000000000002e-09,4.07e-09,8.83e-09,2.69e-08,9.95e-11,2.33e-09,3.15e-09,6.18e-09,1.6099999999999999e-10
6662,cw,8.23e-10,1.62e-09,3.64e-09,7.55e-09,2.11e-08,5.160000000000001e-11,4.51e-11,4.79e-11,4.02e-11,9.04e-11
6663,cw,8.55e-10,1.65e-09,3.85e-09,8.56e-09,2.48e-08,7.45e-11,6.100000000000001e-11,1.27e-10,2.0899999999999998e-10,1.55e-10
6664,cw,8.33e-10,1.59e-09,3.78e-09,8.34e-09,2.28e-08,2e-12,2.8800000000000003e-11,2.99e-11,4.61e-11,5.62e-11
6665,cw,8.530000000000001e-10,1.6399999999999997e-09,3.84e-09,8.18e-09,2.17e-08,8.529999999999999e-11,1.4699999999999998e-10,3.01e-10,3.01e-10,3.86e-10
6666,cw,8.400000000000001e-10,1.71e-09,3.8e-09,7.72e-09,2.0299999999999996e-08,2.5300000000000002e-11,3.56e-10,7.109999999999999e-10,3.83e-10,1.7500000000000002e-10
6667,cw,8.12e-10,1.61e-09,3.5600000000000005e-09,7.2499999999999996e-09,2.02e-08,4.8700000000000004e-11,7.71e-11,9.559999999999999e-11,1.08e-10,1.1e-10
6668,cw,8.35e-10,1.66e-09,3.5399999999999998e-09,7.26e-09,2.5099999999999996e-08,9.33e-12,1.8e-11,3.31e-11,3.15e-11,4.71e-11
6669,cw,1.5e-09,1.61e-09,3.7e-09,5.9e-09,1.76e-08,1.8499999999999998e-10,1.35e-10,1.4500000000000002e-10,1.18e-10,1.78e-10
6670,cw,1.35e-09,1.4800000000000003e-09,3.5700000000000003e-09,5.789999999999999e-09,1.8300000000000002e-08,2.33e-11,4.9100000000000004e-11,2.6700000000000002e-11,2.2199999999999998e-11,1.34e-10
6671,cw,1.3e-09,1.4400000000000002e-09,3.4799999999999996e-09,5.589999999999999e-09,1.73e-08,2.17e-11,3.0999999999999996e-11,6.91e-13,1.02e-11,3.6299999999999997e-12
6672,cw,1.29e-09,1.4300000000000002e-09,3.4700000000000002e-09,5.6700000000000005e-09,1.73e-08,9.6e-13,5.479999999999999e-13,6.609999999999999e-13,8.98e-13,3.4400000000000003e-12
6673,cw,1.2800000000000001e-09,1.4300000000000002e-09,3.4799999999999996e-09,5.689999999999999e-09,1.73e-08,5.4100000000000006e-12,3.16e-11,3.11e-11,3.51e-11,1.59e-11
6674,cw,1.26e-09,1.4300000000000002e-09,3.4100000000000004e-09,5.44e-09,1.65e-08,1.39e-11,1.65e-10,5.07e-11,6.23e-11,1.64e-10
6675,cw,1.24e-09,1.3900000000000002e-09,3.4000000000000003e-09,5.47e-09,1.69e-08,8.4e-12,1.39e-11,1.7699999999999998e-11,1.43e-11,4.73e-12
6676,cw,1.18e-09,1.36e-09,3.2799999999999994e-09,5.1900000000000005e-09,1.5e-08,1.15e-12,5.27e-13,7.99e-11,1.28e-10,3.28e-12
6677,cw,1.23e-09,1.46e-09,3.4299999999999995e-09,5.45e-09,1.6100000000000002e-08,1.8600000000000002e-11,1.3699999999999999e-11,2.48e-11,2.65e-11,4.02e-11
6678,cw,1.4699999999999999e-09,1.61e-09,3.7e-09,5.91e-09,1.78e-08,1.8399999999999998e-10,2.1000000000000002e-10,2.65e-10,3.8199999999999997e-10,3.2199999999999997e-10
6679,cw,1.4000000000000001e-09,1.5e-09,3.5600000000000005e-09,5.820000000000001e-09,1.84e-08,1.47e-12,9.990000000000001e-12,1.25e-11,1.73e-11,3.6699999999999995e-12
6680,cw,1.3800000000000002e-09,1.49e-09,3.5600000000000005e-09,5.71e-09,1.81e-08,4.3600000000000003e-11,6.6e-11,5.7099999999999995e-11,5.78e-11,9.4e-11
6681,cw,1.36e-09,1.4699999999999999e-09,3.5600000000000005e-09,5.7799999999999995e-09,1.8300000000000002e-08,1.06e-12,1.07e-11,8.27e-12,4.92e-12,3.4900000000000003e-12
6682,cw,1.36e-09,1.45e-09,3.5600000000000005e-09,5.93e-09,1.8999999999999998e-08,1.09e-12,1.1199999999999999e-11,3.4100000000000004e-11,2.65e-11,3.85e-12
6683,cw,1.35e-09,1.45e-09,3.5700000000000003e-09,5.9499999999999995e-09,1.8999999999999998e-08,1.8000000000000002e-12,2.7199999999999997e-11,5.1000000000000005e-11,3.6899999999999997e-11,4.77e-11
6684,cw,1.19e-09,1.3699999999999998e-09,3.27e-09,5.25e-09,1.59e-08,1.3999999999999999e-12,4.37e-12,7.85e-12,2.15e-11,2.1899999999999997e-11
6685,cw,1.2e-09,1.4400000000000002e-09,3.4600000000000005e-09,5.550000000000001e-09,1.6399999999999998e-08,4.5500000000000004e-11,4.19e-10,2.27e-09,3.96e-09,4.120000000000001e-09
6686,cw,1.3900000000000002e-09,1.52e-09,3.71e-09,5.660000000000001e-09,1.73e-08,4.72e-12,4.5999999999999996e-11,5.3499999999999996e-11,5.86e-11,2.7600000000000004e-11
6687,cw,1.3800000000000002e-09,1.51e-09,3.77e-09,5.989999999999999e-09,1.82e-08,3.48e-11,4.11e-11,4.8399999999999996e-11,3.22e-11,5.75e-11
6688,cw,1.3900000000000002e-09,1.51e-09,3.76e-09,5.8499999999999994e-09,1.77e-08,9.13e-12,6.11e-11,1.76e-10,2.98e-10,1.34e-10
6689,cw,1.3900000000000002e-09,1.52e-09,3.77e-09,5.84e-09,1.77e-08,1.7100000000000002e-12,5.92e-11,8.590000000000001e-11,9.88e-11,7.24e-11
6690,cw,1.36e-09,1.4800000000000003e-09,3.73e-09,5.8799999999999995e-09,1.86e-08,1.12e-12,2.3899999999999996e-11,2.92e-11,3.98e-11,5.8600000000000005e-12
6691,cw,1.26e-09,1.4099999999999999e-09,3.5399999999999998e-09,5.4600000000000006e-09,1.66e-08,2.65e-12,1.1399999999999999e-11,3.08e-11,2.33e-11,1.63e-11
6692,cw,1.22e-09,1.45e-09,3.5700000000000003e-09,5.3600000000000005e-09,1.59e-08,1.6999999999999998e-12,1.97e-11,1.82e-11,2.0699999999999997e-11,1.34e-11
6693,cw,1.23e-09,1.4699999999999999e-09,3.6e-09,5.550000000000001e-09,1.6399999999999998e-08,1.06e-12,1.35e-11,2.88e-10,1.84e-11,4.24e-11
6694,cw,1.3699999999999998e-09,1.5e-09,3.5200000000000003e-09,5.720000000000001e-09,1.71e-08,1.43e-12,4.02e-13,6.64e-13,9.49e-13,5.1e-12
6695,cw,2.54e-09,3.64e-09,6.779999999999999e-09,1.01e-08,2.37e-08,2.53e-09,4.64e-09,6.890000000000001e-09,9.55e-09,1.26e-08
6696,cw,1.4000000000000001e-09,1.58e-09,3.7200000000000004e-09,6.11e-09,1.82e-08,9.33e-11,1.65e-10,2.21e-10,2.0500000000000002e-10,5.03e-10
6697,cw,1.36e-09,1.49e-09,3.5399999999999998e-09,5.8099999999999996e-09,1.76e-08,3e-11,2.35e-11,1.6600000000000003e-11,2.5500000000000002e-11,1.56e-10
6698,cw,1.3900000000000002e-09,1.54e-09,3.6099999999999997e-09,5.83e-09,1.77e-08,3.0899999999999996e-12,6.67e-11,6.52e-11,7.570000000000001e-11,1.31e-10
6699,cw,1.45e-09,1.59e-09,3.6599999999999998e-09,5.989999999999999e-09,1.79e-08,1.34e-12,4.4799999999999997e-11,1.9099999999999999e-10,1.0400000000000001e-09,5.04e-12
6700,cw,1.3400000000000001e-09,1.46e-09,3.5200000000000003e-09,5.7799999999999995e-09,1.82e-08,3.66e-11,2.6700000000000002e-11,2.2799999999999998e-11,5.17e-11,4.2700000000000005e-11
6701,cw,1.32e-09,1.46e-09,3.58e-09,5.8799999999999995e-09,1.73e-08,4.0000000000000004e-11,1.46e-10,5.83e-10,8.75e-10,1.46e-10
6702,cw,1.3e-09,1.46e-09,3.5399999999999998e-09,5.7799999999999995e-09,1.72e-08,2.17e-11,4.08e-11,5.6100000000000005e-11,7.41e-11,7.459999999999999e-11
6703,cw,1.22e-09,1.46e-09,3.5399999999999998e-09,5.93e-09,1.71e-08,1.32e-12,1.98e-11,6.16e-11,6.820000000000001e-11,3.03e-11
6704,cw,1.18e-09,1.3699999999999998e-09,3.3100000000000004e-09,5.37e-09,1.54e-08,1.1099999999999999e-11,1.82e-11,1.99e-11,1.94e-11,3.03e-11
6705,cw,1.1699999999999999e-09,1.36e-09,3.2299999999999994e-09,5.17e-09,1.57e-08,1.36e-12,3.01e-11,2.7300000000000002e-11,3.71e-11,1.05e-11
6706,cw,1.19e-09,1.3800000000000002e-09,3.24e-09,5.1e-09,1.51e-08,2.59e-11,1.96e-11,3.26e-11,2.56e-11,5.3499999999999996e-11
6707,cw,1.23e-09,1.54e-09,3.5200000000000003e-09,5.749999999999999e-09,1.69e-08,2.8700000000000005e-12,1.81e-11,1.51e-11,1.82e-11,1.1e-11
6708,cw,1.45e-09,1.57e-09,3.65e-09,5.7700000000000005e-09,1.6799999999999998e-08,1.76e-11,5.4399999999999994e-11,5.73e-11,6.44e-11,4.779999999999999e-11
6709,cw,1.4000000000000001e-09,1.49e-09,3.5600000000000005e-09,5.689999999999999e-09,1.65e-08,1.1100000000000001e-12,4.18e-13,6.440000000000001e-13,1.03e-12,3.3100000000000002e-12
6710,cw,1.4199999999999999e-09,1.4800000000000003e-09,3.65e-09,6.08e-09,1.74e-08,3.16e-11,7.18e-11,5.1000000000000005e-11,4.4799999999999997e-11,4.71e-11
6711,cw,1.4199999999999999e-09,1.51e-09,3.6599999999999998e-09,5.94e-09,1.69e-08,1.16e-12,2.9100000000000002e-11,6.980000000000001e-11,1.12e-10,7.67e-12
6712,cw,1.4099999999999999e-09,1.5e-09,3.6200000000000003e-09,5.8799999999999995e-09,1.7e-08,6.17e-11,1.13e-10,1.32e-10,1.52e-10,1.56e-10
6713,cw,1.3900000000000002e-09,1.46e-09,3.6e-09,5.870000000000001e-09,1.72e-08,2.55e-12,2.93e-11,3.92e-11,3.84e-11,6.14e-11
6714,cw,1.3699999999999998e-09,1.4400000000000002e-09,3.6e-09,5.889999999999999e-09,1.75e-08,3.26e-11,1.32e-11,3.470000000000001e-11,2.9399999999999997e-11,3.4400000000000003e-12
6715,cw,1.5e-09,1.46e-09,3.64e-09,6.27e-09,1.8e-08,6.49e-11,2.7300000000000002e-11,3.06e-11,9.14e-11,1.3899999999999999e-10
6716,cw,1.3400000000000001e-09,1.4099999999999999e-09,3.5700000000000003e-09,5.96e-09,1.72e-08,1.16e-12,4.4299999999999993e-13,6.63e-13,1.1100000000000001e-12,3.6000000000000004e-12
6717,cw,1.3400000000000001e-09,1.4199999999999999e-09,3.59e-09,5.94e-09,1.67e-08,6.87e-11,1.01e-10,1.35e-10,1.74e-10,1.74e-10
6718,cw,1.2e-09,1.35e-09,3.4000000000000003e-09,5.479999999999999e-09,1.53e-08,4.059999999999999e-12,2.5300000000000002e-11,4.7400000000000006e-11,1.3699999999999999e-11,3.2e-12
6719,cw,1.22e-09,1.36e-09,3.3799999999999995e-09,5.45e-09,1.5e-08,3.28e-11,9.050000000000001e-11,1.1599999999999999e-10,1.48e-10,1.23e-10
6720,cw,1.23e-09,1.4199999999999999e-09,3.4299999999999995e-09,5.51e-09,1.54e-08,2.2399999999999998e-11,2.5399999999999998e-11,2.95e-11,1.06e-12,5.05e-11
6721,cw,1.3800000000000002e-09,1.46e-09,3.6099999999999997e-09,5.86e-09,1.79e-08,1.4400000000000002e-11,4.7000000000000006e-12,1.73e-12,1.03e-12,2.0899999999999997e-11
6722,cw,1.35e-09,1.5e-09,3.65e-09,6.06e-09,1.77e-08,7.23e-11,1.6299999999999998e-10,1.03e-10,9.98e-11,1.8100000000000002e-10
6723,cw,1.21e-09,1.3900000000000002e-09,3.4299999999999995e-09,5.51e-09,1.56e-08,3.01e-12,6.79e-11,5.81e-11,7.3e-11,1.52e-10
6724,cw,1.21e-09,1.3699999999999998e-09,3.4299999999999995e-09,5.489999999999999e-09,1.53e-08,3.06e-11,8.190000000000001e-11,4.0800000000000004e-10,6.410000000000001e-10,5.45e-11
6725,cw,1.22e-09,1.3800000000000002e-09,3.32e-09,5.08e-09,1.48e-08,1.2199999999999999e-11,3.4e-11,2.7399999999999997e-11,5.81e-11,8.640000000000001e-11
6726,cw,9.94e-10,1.25e-09,3.08e-09,5.47e-09,1.67e-08,2.93e-11,5.81e-11,9.14e-11,1.4500000000000002e-10,5.43e-11
6727,cw,9.73e-10,1.24e-09,3.05e-09,5.43e-09,1.63e-08,1.28e-12,1.06e-11,2.01e-11,2.1e-11,3.72e-12
6728,cw,9.5e-10,1.23e-09,3.03e-09,5.18e-09,1.51e-08,3.5e-11,4.85e-11,6.73e-11,1.6199999999999998e-10,2.92e-10
6729,cw,9.82e-10,1.32e-09,3.1e-09,5.37e-09,1.53e-08,8.83e-11,2.39e-10,4.2500000000000003e-10,7.51e-10,7.729999999999999e-10
6730,cw,9.53e-10,1.24e-09,3e-09,5.06e-09,1.49e-08,5.78e-11,9.059999999999999e-11,1.08e-10,1.65e-10,1.6899999999999999e-10
6731,cw,9.98e-10,1.27e-09,3.11e-09,5.37e-09,1.56e-08,9.83e-11,9.67e-11,1.38e-10,1.3899999999999999e-10,2.2800000000000001e-10
6732,cw,9.99e-10,1.26e-09,3.14e-09,5.420000000000001e-09,1.54e-08,6.92e-11,1.7500000000000002e-10,3.63e-10,5.39e-10,3.11e-10
6733,cw,1.01e-09,1.3e-09,3.09e-09,5.2900000000000006e-09,1.51e-08,1.17e-12,2.15e-12,7.0300000000000005e-12,1.1399999999999999e-11,3.65e-12
6734,cw,9.6e-10,1.21e-09,2.9600000000000005e-09,5.08e-09,1.44e-08,3.69e-12,2.52e-11,3.9500000000000006e-11,4.57e-11,5.02e-11
6735,cw,1.09e-09,1.36e-09,3.32e-09,6.659999999999999e-09,2.09e-08,2.66e-11,3.43e-11,4.1799999999999994e-11,6.96e-11,8.21e-11
6736,cw,1.06e-09,1.3400000000000001e-09,3.2299999999999994e-09,6.38e-09,1.99e-08,2.45e-11,3.84e-11,3.24e-11,5.73e-11,8.140000000000001e-11
6737,cw,1.15e-09,1.49e-09,3.4799999999999996e-09,6.679999999999999e-09,2.0299999999999996e-08,6.62e-11,9.809999999999999e-11,1.64e-10,2.13e-10,1.8700000000000003e-10
6738,cw,1.14e-09,1.46e-09,3.4100000000000004e-09,6.44e-09,2.12e-08,7.1699999999999995e-12,5.72e-12,1.1099999999999999e-11,7.250000000000001e-11,3.87e-11
6739,cw,1.11e-09,1.3699999999999998e-09,3.3299999999999995e-09,6.73e-09,2.2999999999999998e-08,1.33e-12,8.859999999999999e-12,1.41e-11,2.2799999999999998e-11,1.94e-11
6740,cw,1.07e-09,1.36e-09,3.2899999999999996e-09,6.47e-09,2.14e-08,1.33e-12,1.32e-11,4.4200000000000006e-11,5.2200000000000005e-11,7.87e-11
6741,cw,1.0800000000000002e-09,1.3800000000000002e-09,3.2899999999999996e-09,6.35e-09,2.1e-08,1.28e-12,3.17e-10,5.74e-10,7.09e-10,6.629999999999999e-11
6742,cw,1.18e-09,1.4300000000000002e-09,3.3299999999999995e-09,6.57e-09,2.21e-08,1.33e-10,1.8e-10,2.9000000000000003e-10,2.93e-10,3.98e-10
6743,cw,1.07e-09,1.36e-09,3.24e-09,6.44e-09,2.19e-08,3.64e-11,6.58e-11,8.459999999999998e-11,1.0699999999999999e-10,8.39e-11
6744,cw,1.07e-09,1.3300000000000002e-09,3.2799999999999994e-09,6.4900000000000005e-09,2.09e-08,3.9100000000000006e-11,5.3700000000000006e-11,5.879999999999999e-11,8.77e-11,1.6899999999999999e-10
6745,cw,1.19e-09,1.4699999999999999e-09,3.4299999999999995e-09,6.32e-09,1.91e-08,3.96e-11,2.57e-11,2.13e-11,3.3700000000000004e-11,9.88e-11
6746,cw,1.2e-09,1.4699999999999999e-09,3.4899999999999997e-09,6.54e-09,1.95e-08,1.2500000000000001e-12,4.99e-13,6.57e-13,1.0199999999999999e-12,4.09e-12
6747,cw,1.1699999999999999e-09,1.4300000000000002e-09,3.3600000000000004e-09,6.4e-09,1.94e-08,4e-12,2.29e-11,2.01e-11,1.41e-11,4.5599999999999996e-11
6748,cw,1.1e-09,1.36e-09,3.3299999999999995e-09,6.590000000000001e-09,1.97e-08,1.92e-11,3.5600000000000005e-11,2.03e-10,1.0699999999999999e-10,3.9e-11
6749,cw,1.55e-09,1.8100000000000002e-09,5.379999999999999e-09,1.05e-08,3.15e-08,5.13e-12,3.23e-11,5.6799999999999994e-11,5.12e-11,9.51e-11
6750,cw,1.5e-09,1.85e-09,5.53e-09,1.05e-08,3.16e-08,6.6e-11,1.09e-10,1.35e-10,1.25e-10,2.5e-10
6751,cw,1.3800000000000002e-09,1.65e-09,5.3299999999999996e-09,9.97e-09,3.0499999999999995e-08,5.19e-11,5.92e-11,1.15e-10,1.73e-10,2.1399999999999998e-10
6752,cw,1.4300000000000002e-09,1.6699999999999998e-09,5.13e-09,9.79e-09,3.1e-08,4.08e-11,4.76e-11,5.15e-11,5.99e-11,5.1000000000000005e-11
6753,cw,1.4300000000000002e-09,1.7199999999999999e-09,5.4e-09,1.02e-08,2.9100000000000002e-08,3.8e-11,1.3e-09,2.41e-09,2.12e-09,1.88e-10
