,rotation,sky_u,sky_g,sky_r,sky_i,sky_z,skyErr_u,skyErr_g,skyErr_r,skyErr_i,skyErr_z
0,cw,1.1699999999999999e-09,1.75e-09,3.99e-09,7.090000000000001e-09,1.96e-08,9.779999999999999e-13,1.17e-11,2.8300000000000002e-11,4.01e-12,1.07e-11
1,cw,1.1699999999999999e-09,1.7600000000000001e-09,4e-09,7.11e-09,1.96e-08,2.81e-11,2.03e-11,3.36e-11,4.1600000000000004e-11,7.41e-11
2,cw,1.22e-09,1.7399999999999998e-09,4.08e-09,7.28e-09,2.12e-08,8.570000000000001e-12,2.22e-10,6.360000000000001e-10,7.920000000000001e-10,6.08e-10
3,cw,1.59e-09,2.52e-09,5.06e-09,8.370000000000001e-09,2.16e-08,1.2200000000000002e-10,1.73e-10,2.8e-10,3.36e-10,3.75e-10
4,cw,1.1699999999999999e-09,1.8e-09,4.09e-09,7.37e-09,2.19e-08,1.14e-12,5.35e-12,8.73e-12,1.16e-11,4.0799999999999996e-12
5,cw,1.18e-09,1.7800000000000003e-09,3.98e-09,7.18e-09,2.11e-08,1.14e-12,3.31e-11,5.89e-11,9.249999999999999e-11,2.47e-11
6,cw,1.21e-09,1.7300000000000002e-09,4e-09,7.4e-09,2.2200000000000004e-08,2.97e-11,1.8499999999999998e-10,4.0800000000000004e-10,7.34e-10,1.54e-10
7,cw,1.26e-09,1.6800000000000002e-09,3.84e-09,6.959999999999999e-09,2.12e-08,1.12e-12,2.38e-11,9.9e-12,6.79e-12,4.1900000000000005e-12
8,cw,1.3e-09,1.7000000000000001e-09,3.88e-09,6.8099999999999994e-09,2.08e-08,1.18e-12,9.24e-11,1.26e-10,1.38e-10,3.88e-12
9,cw,1.29e-09,1.6699999999999998e-09,4e-09,7.0799999999999995e-09,2.15e-08,1.4199999999999998e-11,4.5e-11,4.01e-11,8.29e-11,1.19e-10
10,cw,1.3e-09,1.6899999999999997e-09,4.07e-09,7.2499999999999996e-09,2.18e-08,1.4699999999999998e-11,4.98e-11,1.42e-10,2.38e-10,3.7400000000000005e-10
11,cw,1.35e-09,1.7399999999999998e-09,4.21e-09,7.36e-09,2.15e-08,2.63e-11,2.2799999999999998e-11,4.370000000000001e-11,4.0700000000000006e-11,4.0800000000000004e-10
12,cw,1.1699999999999999e-09,1.9e-09,4.28e-09,7.240000000000001e-09,2.0299999999999996e-08,1.28e-10,1.13e-10,1.1400000000000001e-10,2.12e-10,2.99e-10
13,cw,1.14e-09,1.7300000000000002e-09,4e-09,6.9400000000000004e-09,2.0099999999999998e-08,8.679999999999999e-13,4.18e-13,6.579999999999998e-13,9.620000000000001e-13,4.1e-12
14,cw,1.16e-09,1.7300000000000002e-09,3.96e-09,6.920000000000001e-09,2.02e-08,8.679999999999999e-13,4.53e-13,6.609999999999999e-13,9.77e-13,4.37e-12
15,cw,1.19e-09,1.7000000000000001e-09,3.9200000000000005e-09,6.920000000000001e-09,2.0499999999999998e-08,2.2100000000000003e-11,2.96e-11,3.51e-11,3.8e-11,4.68e-11
16,cw,1.19e-09,1.75e-09,4.04e-09,6.859999999999999e-09,1.94e-08,9.120000000000002e-13,8.3e-10,1.65e-09,2.13e-09,7.21e-10
17,cw,1.19e-09,1.66e-09,3.86e-09,6.620000000000001e-09,1.93e-08,1.7e-11,3.27e-11,3.12e-10,3.66e-11,4.589999999999999e-11
18,cw,1.25e-09,1.6800000000000002e-09,3.9200000000000005e-09,6.73e-09,1.99e-08,4.0700000000000006e-11,4.25e-11,4.76e-11,4.0899999999999996e-11,1.13e-10
19,cw,1.21e-09,1.65e-09,3.88e-09,6.64e-09,2e-08,9.13e-13,4.929999999999999e-12,6.5700000000000005e-12,1.4400000000000002e-11,4.1e-12
20,cw,1.23e-09,1.65e-09,3.8900000000000004e-09,6.84e-09,2.0699999999999997e-08,4.17e-11,3.96e-11,3.15e-11,8.140000000000001e-11,7.6e-11
21,cw,1.26e-09,1.65e-09,4e-09,6.84e-09,2.0699999999999997e-08,5.160000000000001e-11,8.490000000000001e-11,1.8e-10,1.0399999999999999e-10,7.04e-11
22,cw,1.23e-09,1.6399999999999997e-09,4e-09,6.890000000000001e-09,2.0699999999999997e-08,8.71e-13,4.18e-13,6.609999999999999e-13,1.06e-12,4.1e-12
23,cw,1.24e-09,1.6300000000000002e-09,4.04e-09,6.920000000000001e-09,2.0699999999999997e-08,8.380000000000001e-12,2.5300000000000002e-11,4.7400000000000006e-11,5.7999999999999994e-11,1.51e-10
24,cw,1.26e-09,1.6899999999999997e-09,4.07e-09,6.949999999999999e-09,2.12e-08,4.49e-11,5.05e-10,1.29e-10,2.22e-10,3.06e-10
25,cw,1.13e-09,1.8100000000000002e-09,4.04e-09,7.1e-09,2.0499999999999998e-08,5.87e-11,3.3700000000000004e-11,3.51e-11,5.47e-11,1.6199999999999998e-10
26,cw,1.16e-09,1.6800000000000002e-09,3.829999999999999e-09,6.93e-09,2.09e-08,4.21e-11,3.3700000000000004e-11,4.3200000000000003e-11,3.470000000000001e-11,1.64e-10
27,cw,1.18e-09,1.65e-09,3.74e-09,6.73e-09,2.02e-08,6.21e-12,3.92e-11,1.57e-12,3.81e-12,5.53e-12
28,cw,1.19e-09,1.71e-09,3.84e-09,6.9099999999999995e-09,1.98e-08,4.6e-12,5.820000000000001e-10,9.33e-10,1.11e-09,2.57e-10
29,cw,1.22e-09,1.6699999999999998e-09,3.7e-09,6.57e-09,1.98e-08,5.970000000000001e-11,5.49e-11,4.229999999999999e-11,1.23e-10,2.23e-10
30,cw,1.21e-09,1.6399999999999997e-09,3.74e-09,6.679999999999999e-09,2e-08,1.02e-11,1.72e-11,3.66e-11,7.31e-11,1.11e-10
31,cw,1.24e-09,1.6300000000000002e-09,3.9299999999999995e-09,6.93e-09,2.06e-08,1.96e-12,4.6899999999999994e-11,1.3e-10,1.8700000000000003e-10,1.9e-11
32,cw,1.25e-09,1.6399999999999997e-09,3.99e-09,6.990000000000001e-09,2.1e-08,9.640000000000001e-13,3.4700000000000004e-12,3.75e-12,9e-12,5.08e-12
33,cw,1.25e-09,1.65e-09,4.04e-09,7.06e-09,2.08e-08,1.01e-12,4.16e-13,6.65e-13,1e-12,5.49e-12
34,cw,1.18e-09,1.6899999999999997e-09,3.829999999999999e-09,7e-09,1.92e-08,9.37e-13,1.02e-11,1.53e-11,1.73e-11,1.2900000000000002e-11
35,cw,1.2e-09,1.75e-09,4e-09,7.3e-09,2.0699999999999997e-08,4.220000000000001e-11,3.19e-10,5.21e-10,6.710000000000001e-10,4.34e-10
36,cw,1.2e-09,1.6399999999999997e-09,3.79e-09,7.0400000000000005e-09,2.02e-08,4.68e-11,9.58e-11,6.820000000000001e-11,7.96e-11,1.4500000000000002e-10
37,cw,1.25e-09,1.62e-09,3.76e-09,6.679999999999999e-09,1.86e-08,1.48e-11,3.85e-11,4.3e-11,5.3400000000000004e-11,6.11e-11
38,cw,1.26e-09,1.62e-09,3.9e-09,6.890000000000001e-09,1.98e-08,1.19e-11,4.17e-11,2.9100000000000002e-11,8.790000000000001e-11,5.55e-11
39,cw,1.27e-09,1.6300000000000002e-09,3.939999999999999e-09,6.949999999999999e-09,2.0299999999999996e-08,2.45e-11,8.25e-11,2.15e-11,1.82e-11,4.43e-11
40,cw,1.19e-09,1.7399999999999998e-09,3.87e-09,6.83e-09,1.91e-08,2.31e-11,2.15e-11,2.5800000000000004e-11,2.99e-11,4.4200000000000006e-11
41,cw,1.23e-09,1.7199999999999999e-09,3.86e-09,6.9e-09,1.92e-08,9.11e-11,1.53e-10,2.55e-10,3.4e-10,4.71e-10
42,cw,1.22e-09,1.66e-09,3.8e-09,6.9700000000000005e-09,2.0099999999999998e-08,1.07e-12,4.1700000000000004e-13,6.279999999999999e-13,1.07e-12,3.9800000000000004e-12
43,cw,1.21e-09,1.65e-09,3.81e-09,6.990000000000001e-09,2.04e-08,1.49e-12,1.4400000000000002e-11,1.54e-11,3.22e-11,1.43e-11
44,cw,1.23e-09,1.71e-09,3.84e-09,7.03e-09,2.0499999999999998e-08,2.0000000000000002e-11,1.0400000000000001e-09,1.95e-10,9.33e-11,1.11e-10
45,cw,1.2e-09,1.65e-09,3.81e-09,6.859999999999999e-09,1.96e-08,1.03e-12,1.44e-10,2.9100000000000003e-10,4.3499999999999995e-10,4.370000000000001e-11
46,cw,1.23e-09,1.6399999999999997e-09,3.77e-09,6.990000000000001e-09,1.92e-08,5.69e-11,4.89e-11,3.4e-11,3.36e-11,1.8100000000000002e-10
47,cw,1.24e-09,1.6300000000000002e-09,3.71e-09,6.690000000000001e-09,1.8700000000000002e-08,1.07e-12,2.1899999999999997e-11,1.97e-11,2.2799999999999998e-11,2.1e-11
48,cw,1.3300000000000002e-09,1.6699999999999998e-09,3.78e-09,6.720000000000001e-09,1.97e-08,8.609999999999999e-11,9.150000000000001e-11,2.3099999999999998e-10,2.5e-10,1.31e-10
49,cw,1.3900000000000002e-09,1.7800000000000003e-09,4.7100000000000005e-09,8.61e-09,2.5499999999999997e-08,9.13e-11,5.33e-11,1.65e-10,1.6299999999999998e-10,1.9099999999999999e-10
50,cw,1.4000000000000001e-09,1.8600000000000002e-09,5.37e-09,1.07e-08,3.27e-08,1.42e-10,1.8399999999999998e-10,1.23e-10,7.209999999999999e-11,4.8700000000000004e-11
51,cw,1.3800000000000002e-09,1.84e-09,5.4e-09,1.08e-08,3.2799999999999996e-08,1.49e-11,4.8300000000000004e-11,1.7e-11,4.0000000000000004e-11,6.45e-11
52,cw,1.3800000000000002e-09,1.89e-09,5.57e-09,1.14e-08,3.49e-08,7.16e-12,1.75e-11,5.3899999999999996e-11,5.96e-11,3.9500000000000006e-11
53,cw,1.4000000000000001e-09,1.9e-09,5.61e-09,1.1499999999999999e-08,3.46e-08,2.6700000000000002e-11,4.28e-11,4.72e-11,6.28e-11,6.370000000000001e-11
54,cw,1.32e-09,1.7699999999999999e-09,4.76e-09,9.09e-09,2.81e-08,8.28e-12,3.61e-11,4.73e-11,7.640000000000002e-11,4.61e-11
55,cw,1.32e-09,1.7699999999999999e-09,4.98e-09,9.64e-09,3.01e-08,7.67e-12,1.84e-11,3.08e-11,3.74e-11,5.27e-11
56,cw,1.31e-09,1.8e-09,4.93e-09,9.8e-09,3.1299999999999996e-08,5.3399999999999995e-12,1.49e-11,2.35e-11,2.7600000000000004e-11,7.28e-11
57,cw,1.35e-09,1.9100000000000002e-09,5.420000000000001e-09,1.07e-08,3.31e-08,1.03e-10,4.59e-10,7.979999999999999e-10,1.13e-09,1.2e-09
58,cw,1.3800000000000002e-09,1.95e-09,5.6399999999999995e-09,1.1899999999999999e-08,3.79e-08,3.4900000000000004e-11,4.94e-11,9.609999999999998e-11,7.55e-11,1.74e-10
59,cw,1.35e-09,1.9100000000000002e-09,5.560000000000001e-09,1.16e-08,3.78e-08,3.09e-11,5.73e-11,6.58e-11,9.940000000000001e-11,1.56e-10
60,cw,1.23e-09,1.82e-09,5.45e-09,1.1899999999999999e-08,3.83e-08,2.05e-11,3.65e-11,4.63e-11,4.8200000000000005e-11,7.63e-11
61,cw,1.32e-09,1.8e-09,4.84e-09,8.87e-09,2.63e-08,8.31e-12,2.49e-11,1.6299999999999998e-10,2.58e-10,1.6e-11
62,cw,1.3699999999999998e-09,1.9600000000000003e-09,5.7799999999999995e-09,1.16e-08,3.68e-08,1.03e-10,2.89e-10,4.85e-10,6.34e-10,7.84e-10
63,cw,1.3300000000000002e-09,1.9100000000000002e-09,5.71e-09,1.14e-08,3.6499999999999996e-08,9.68e-13,4.2799999999999994e-13,7.859999999999999e-13,1.27e-12,5.4500000000000004e-12
64,cw,1.3400000000000001e-09,1.9100000000000002e-09,5.7e-09,1.16e-08,3.6499999999999996e-08,2.1600000000000002e-11,3.5700000000000003e-11,5.03e-11,5.54e-11,8.279999999999999e-11
65,cw,1.4099999999999999e-09,1.94e-09,5.379999999999999e-09,1.03e-08,3.15e-08,4.41e-11,3.22e-11,7.96e-11,1.27e-10,2.99e-10
66,cw,1.31e-09,1.82e-09,5.23e-09,1.02e-08,3.21e-08,5.070000000000001e-12,2.66e-11,3.5399999999999995e-11,3.87e-11,9.8e-12
67,cw,1.3699999999999998e-09,1.94e-09,5.579999999999999e-09,1.16e-08,3.5699999999999995e-08,1.0699999999999999e-10,1.2200000000000002e-10,1.53e-10,1.51e-10,3.08e-10
68,cw,1.35e-09,1.87e-09,5.5000000000000004e-09,1.1299999999999999e-08,3.38e-08,9.43e-13,4.4400000000000003e-13,7.37e-13,1.34e-12,4.669999999999999e-12
69,cw,1.3800000000000002e-09,1.7600000000000001e-09,4.53e-09,8.469999999999999e-09,2.4700000000000003e-08,1.2500000000000001e-12,5.24e-13,8.840000000000001e-13,1.49e-12,5.2899999999999995e-12
70,cw,1.7000000000000001e-09,2.0600000000000003e-09,4.94e-09,9.420000000000001e-09,2.81e-08,2.8399999999999997e-11,5.95e-11,1.08e-10,1.25e-10,3.09e-10
71,cw,1.6800000000000002e-09,2.0600000000000003e-09,4.94e-09,9.45e-09,2.8199999999999998e-08,1.0400000000000001e-11,2.15e-11,3.27e-11,2.95e-11,9.549999999999999e-11
72,cw,1.6800000000000002e-09,2.04e-09,4.92e-09,9.499999999999999e-09,2.97e-08,1.0800000000000001e-11,7.01e-12,4.72e-11,1.51e-10,2.99e-10
73,cw,1.7000000000000001e-09,2.0499999999999997e-09,4.99e-09,9.64e-09,3e-08,1.52e-11,7.82e-12,1.0800000000000001e-11,2.0099999999999997e-12,8.16e-11
74,cw,1.6800000000000002e-09,2.04e-09,5.14e-09,1.04e-08,3.21e-08,9.83e-13,5.78e-13,8e-13,1.21e-12,5.019999999999999e-12
75,cw,1.6399999999999997e-09,2e-09,5.1900000000000005e-09,1.07e-08,3.2900000000000003e-08,1.07e-12,5.7e-13,7.87e-13,1.33e-12,4.83e-12
76,cw,1.62e-09,1.99e-09,5.1900000000000005e-09,1.08e-08,3.27e-08,2.3700000000000003e-11,5.2299999999999996e-11,4.5299999999999995e-11,5.379999999999999e-11,1.03e-10
77,cw,1.61e-09,1.98e-09,5.18e-09,1.07e-08,3.26e-08,2.17e-11,4.03e-11,5.94e-11,9.660000000000001e-11,1.15e-10
78,cw,1.6e-09,2.07e-09,5.16e-09,1.07e-08,3.34e-08,4.89e-11,3.54e-10,1.08e-10,9.350000000000001e-11,1.17e-10
79,cw,1.75e-09,2.09e-09,5.08e-09,1.03e-08,3.12e-08,5.21e-11,5.17e-11,5.529999999999999e-11,8.540000000000001e-11,1.9099999999999999e-10
80,cw,1.7300000000000002e-09,2.0800000000000003e-09,5.15e-09,1.07e-08,3.3700000000000004e-08,5.6100000000000005e-11,1.6e-11,1.43e-11,1.48e-11,4.8899999999999996e-12
81,cw,1.7199999999999999e-09,2.07e-09,5.23e-09,1.1000000000000001e-08,3.41e-08,3.75e-11,1.6899999999999998e-11,2.0200000000000002e-11,4.66e-11,7.88e-11
82,cw,1.6699999999999998e-09,2.0499999999999997e-09,5.05e-09,9.499999999999999e-09,2.8999999999999998e-08,3.33e-12,3.16e-11,8.27e-11,1.97e-10,1.2399999999999999e-10
83,cw,1.62e-09,2.04e-09,5.01e-09,9.44e-09,2.89e-08,2.5500000000000002e-11,4.2e-11,4.8399999999999996e-11,5.520000000000001e-11,6.17e-11
84,cw,1.6300000000000002e-09,2.0499999999999997e-09,5.05e-09,9.53e-09,2.8999999999999998e-08,4.6899999999999994e-11,3.5700000000000003e-11,2.0699999999999997e-11,6.07e-11,7.04e-11
85,cw,1.6399999999999997e-09,2.0499999999999997e-09,5.1e-09,9.61e-09,2.9100000000000002e-08,7.459999999999999e-11,8.27e-11,1.99e-10,3.4500000000000005e-10,4.4e-10
86,cw,1.6300000000000002e-09,2.02e-09,5.15e-09,1.01e-08,3.15e-08,2e-12,2.2999999999999998e-11,4.779999999999999e-11,1.4500000000000002e-10,7.83e-12
87,cw,1.4300000000000002e-09,1.89e-09,4.99e-09,1.04e-08,3.2200000000000004e-08,1.06e-12,4.33e-13,7.659999999999999e-13,1.18e-12,5.23e-12
88,cw,1.4199999999999999e-09,1.89e-09,4.970000000000001e-09,1.04e-08,3.14e-08,1.06e-12,6.08e-12,4.17e-12,7.42e-12,5.23e-12
89,cw,1.61e-09,2.0499999999999997e-09,4.84e-09,9.340000000000001e-09,2.9100000000000002e-08,1.22e-12,9.429999999999999e-11,1.78e-10,2.23e-10,2.38e-10
90,cw,1.61e-09,2.0100000000000003e-09,4.93e-09,9.940000000000002e-09,3.1e-08,1.19e-12,4.560000000000001e-13,7.37e-13,1.2e-12,6.2e-12
91,cw,1.3900000000000002e-09,1.8600000000000002e-09,4.78e-09,1.02e-08,3.07e-08,1.1e-12,4.560000000000001e-13,7.4e-13,1.28e-12,5.7499999999999995e-12
92,cw,1.6800000000000002e-09,2.0499999999999997e-09,4.92e-09,9.29e-09,2.75e-08,2.5500000000000002e-11,3.14e-11,2.68e-11,3.77e-11,5.4e-11
93,cw,1.4699999999999999e-09,1.89e-09,4.870000000000001e-09,1.02e-08,3.06e-08,1.08e-12,4.810000000000001e-13,7.31e-13,1.29e-12,4.58e-12
94,cw,1.3900000000000002e-09,1.84e-09,4.7e-09,9.64e-09,2.7900000000000002e-08,7.74e-12,1.15e-10,2e-10,2.42e-10,1.82e-11
95,cw,1.6899999999999997e-09,2.0499999999999997e-09,4.92e-09,9.340000000000001e-09,2.73e-08,5.04e-11,8.78e-11,9.690000000000001e-11,9.52e-11,1.66e-10
96,cw,1.6800000000000002e-09,2.04e-09,4.93e-09,9.41e-09,2.8199999999999998e-08,6.96e-11,2.7600000000000004e-11,6.409999999999999e-11,1.03e-10,1.6299999999999998e-10
97,cw,1.6399999999999997e-09,1.99e-09,5.16e-09,1.06e-08,3.14e-08,4.28e-11,6.75e-11,1.3e-10,8.720000000000001e-11,1.42e-10
98,cw,1.59e-09,2e-09,5.1200000000000005e-09,1.06e-08,3.12e-08,1.24e-12,4.6e-13,7.92e-13,1.3000000000000001e-12,4.9899999999999995e-12
99,cw,1.5e-09,1.87e-09,4.93e-09,1.03e-08,2.97e-08,1.17e-12,1.9e-11,4.5599999999999996e-11,6.06e-11,6.629999999999999e-11
100,cw,1.46e-09,1.84e-09,4.7499999999999995e-09,9.97e-09,2.92e-08,3.96e-11,2.2300000000000003e-11,2.56e-11,3.88e-11,7.04e-11
101,cw,1.6800000000000002e-09,2.04e-09,4.89e-09,9.21e-09,2.7e-08,1.31e-12,1.53e-11,2.78e-11,3.55e-11,9.42e-12
102,cw,1.3800000000000002e-09,2.0100000000000003e-09,4.54e-09,7.67e-09,2.18e-08,1.7e-11,3.9e-09,6.4e-09,7.52e-09,1.6899999999999999e-10
103,cw,1.4099999999999999e-09,1.85e-09,4.33e-09,6.9799999999999995e-09,2.09e-08,5.96e-11,6.19e-11,6.92e-11,7.28e-11,1.1400000000000001e-10
104,cw,1.22e-09,1.6899999999999997e-09,4.05e-09,7.18e-09,2.19e-08,2.59e-12,2.2300000000000003e-11,3.98e-11,5.24e-11,5.58e-12
105,cw,1.23e-09,1.71e-09,4.08e-09,7.190000000000001e-09,2.14e-08,1.09e-12,1.0000000000000001e-11,7.04e-13,8.17e-11,5.79e-12
106,cw,1.4300000000000002e-09,1.8100000000000002e-09,4.19e-09,7.120000000000001e-09,2.02e-08,5.31e-11,7.83e-11,1.0399999999999999e-10,1.8200000000000002e-10,2.18e-10
107,cw,1.4099999999999999e-09,1.8e-09,4.1999999999999996e-09,7.03e-09,2e-08,1.7799999999999999e-12,1.43e-12,4.96e-12,1.0300000000000001e-11,3.86e-12
108,cw,1.4099999999999999e-09,1.79e-09,4.18e-09,7.03e-09,2e-08,1.0199999999999999e-12,4.4499999999999997e-13,6.86e-13,1.1100000000000001e-12,3.72e-12
109,cw,1.8100000000000002e-09,2.58e-09,5.920000000000001e-09,9.53e-09,2.8300000000000002e-08,1.09e-12,3.5700000000000003e-11,2.95e-11,1.3699999999999999e-11,4.62e-12
110,cw,1.79e-09,2.59e-09,5.8799999999999995e-09,9.52e-09,2.8300000000000002e-08,1.26e-12,9.249999999999999e-11,9.340000000000001e-11,1.08e-10,4.53e-12
111,cw,1.8e-09,2.55e-09,5.7799999999999995e-09,9.37e-09,2.8e-08,3.75e-11,1.76e-10,7.05e-11,9.19e-11,2.03e-10
112,cw,1.8e-09,2.38e-09,5.520000000000001e-09,8.54e-09,2.5499999999999997e-08,3.66e-11,6.78e-11,8.6e-11,1.1400000000000001e-10,1.66e-10
113,cw,1.79e-09,2.21e-09,5.21e-09,7.95e-09,2.4300000000000003e-08,2.4900000000000005e-12,1.59e-11,3.28e-11,3.5700000000000003e-11,4.5999999999999996e-11
114,cw,1.7699999999999999e-09,2.46e-09,5.7700000000000005e-09,8.78e-09,2.62e-08,4.2e-11,6.09e-11,6.34e-11,1.03e-10,1.0699999999999999e-10
115,cw,1.8100000000000002e-09,2.38e-09,5.7e-09,8.390000000000001e-09,2.4700000000000003e-08,2.86e-11,2.9100000000000002e-11,2.8800000000000003e-11,8.51e-11,2.3199999999999997e-10
116,cw,1.7600000000000001e-09,2.31e-09,5.5399999999999995e-09,8.170000000000001e-09,2.44e-08,1.12e-12,4.55e-12,7.53e-13,2.6700000000000002e-11,7.379999999999999e-11
117,cw,1.8e-09,2.27e-09,5.4600000000000006e-09,7.85e-09,2.36e-08,1.28e-10,2.2700000000000002e-10,3.6999999999999996e-10,2.7699999999999997e-10,2.92e-10
118,cw,1.7699999999999999e-09,2.2e-09,5.3600000000000005e-09,7.75e-09,2.36e-08,1.12e-12,1.16e-11,1.19e-11,3.92e-11,4.4299999999999995e-12
119,cw,1.7000000000000001e-09,2.6e-09,6.0199999999999995e-09,9.66e-09,2.81e-08,1.21e-12,5.41e-13,8.27e-13,1.22e-12,6.1600000000000004e-12
120,cw,1.7399999999999998e-09,2.6100000000000003e-09,6.04e-09,9.58e-09,2.77e-08,2.12e-11,8.5e-11,2.69e-10,4.33e-10,7.000000000000001e-10
121,cw,1.7300000000000002e-09,2.41e-09,5.53e-09,8.65e-09,2.5299999999999998e-08,2.8999999999999997e-11,1.13e-11,1.68e-11,1.2099999999999999e-11,7.01e-11
122,cw,1.7000000000000001e-09,2.26e-09,5.23e-09,8.03e-09,2.3500000000000002e-08,1.21e-12,2.4e-10,5.18e-11,5.86e-10,1.02e-11
123,cw,1.7000000000000001e-09,2.23e-09,5.21e-09,7.89e-09,2.3399999999999998e-08,4.14e-12,2.46e-11,3.18e-11,4.51e-11,4.1399999999999994e-11
124,cw,1.7199999999999999e-09,2.25e-09,5.23e-09,7.91e-09,2.3399999999999998e-08,1.61e-11,7.48e-11,1e-10,1.0200000000000001e-10,1.9199999999999998e-10
125,cw,1.7199999999999999e-09,2.2e-09,5.16e-09,7.780000000000001e-09,2.3500000000000002e-08,1.38e-12,1.32e-11,1.18e-11,2.3999999999999998e-11,6.730000000000001e-12
126,cw,1.85e-09,2.64e-09,6.1199999999999995e-09,9.670000000000002e-09,2.69e-08,2.3700000000000003e-11,2.07e-10,4.979999999999999e-10,2.4500000000000003e-10,9.629999999999999e-11
127,cw,1.95e-09,2.44e-09,5.649999999999999e-09,8.57e-09,2.4e-08,1.48e-10,1.49e-10,2.0500000000000002e-10,3.11e-10,3.48e-10
128,cw,1.85e-09,2.35e-09,5.420000000000001e-09,8.209999999999999e-09,2.3100000000000002e-08,1.29e-10,1.44e-10,1.25e-10,2.07e-10,2.57e-10
129,cw,1.84e-09,2.28e-09,5.3e-09,7.99e-09,2.2999999999999998e-08,5.07e-11,7.06e-11,8.34e-11,1.09e-10,1.55e-10
130,cw,1.87e-09,2.51e-09,5.679999999999999e-09,8.88e-09,2.52e-08,4.09e-12,3.92e-11,4.45e-11,4.5299999999999995e-11,1e-10
131,cw,1.8600000000000002e-09,2.33e-09,5.420000000000001e-09,8.199999999999999e-09,2.33e-08,1.2500000000000001e-12,4.37e-12,7.890000000000001e-13,3.76e-12,6.61e-12
132,cw,1.8299999999999999e-09,2.32e-09,5.41e-09,8.129999999999999e-09,2.3100000000000002e-08,4.969999999999999e-12,5.09e-11,5.2299999999999996e-11,8.39e-11,9.08e-11
133,cw,1.9e-09,2.2899999999999997e-09,5.3299999999999996e-09,7.91e-09,2.3100000000000002e-08,1.4199999999999998e-11,3.98e-11,4.2700000000000005e-11,5.6600000000000004e-11,9.559999999999999e-11
134,cw,1.71e-09,2.0600000000000003e-09,4.95e-09,7.83e-09,2.3399999999999998e-08,1.2e-12,9.9e-10,1.21e-09,1.45e-09,5.7499999999999995e-12
135,cw,1.71e-09,2e-09,4.82e-09,8.009999999999999e-09,2.56e-08,4.41e-11,3.33e-11,3.4900000000000004e-11,4.11e-11,1.0200000000000001e-10
136,cw,1.84e-09,2.53e-09,5.98e-09,9.29e-09,2.5e-08,6.91e-10,5.4600000000000006e-09,1.03e-08,1.3600000000000001e-08,1.54e-08
137,cw,1.7199999999999999e-09,2.02e-09,4.96e-09,7.92e-09,2.37e-08,2.0099999999999997e-12,2.4100000000000003e-11,3.12e-11,4.4600000000000006e-11,8.29e-11
138,cw,1.75e-09,1.9699999999999996e-09,4.78e-09,7.8e-09,2.3799999999999998e-08,1.19e-12,4.52e-13,7.229999999999999e-13,1.05e-12,4.219999999999999e-12
139,cw,1.4800000000000003e-09,1.7000000000000001e-09,4.17e-09,8.46e-09,2.8300000000000002e-08,1.5699999999999997e-10,2.81e-10,4.0099999999999996e-10,4.959999999999999e-10,6.83e-10
140,cw,1.31e-09,1.56e-09,4.020000000000001e-09,8.050000000000001e-09,2.71e-08,3.85e-11,5.49e-11,9.47e-11,1.1e-10,3.7600000000000005e-11
141,cw,1.24e-09,1.52e-09,3.87e-09,7.92e-09,2.64e-08,9.4e-13,1.4e-11,2.0200000000000002e-11,1.6600000000000003e-11,4.55e-12
142,cw,1.22e-09,1.4800000000000003e-09,3.8e-09,7.840000000000001e-09,2.62e-08,1.84e-12,1.25e-11,1.75e-11,1.76e-11,2.0800000000000002e-11
143,cw,1.24e-09,1.4800000000000003e-09,3.8200000000000005e-09,7.98e-09,2.62e-08,1.95e-11,2.1600000000000002e-11,2.0600000000000002e-11,2.59e-11,1.42e-10
144,cw,1.27e-09,1.56e-09,4.04e-09,8.1e-09,2.62e-08,1.01e-10,1.64e-10,2.6e-09,3.37e-10,3.9899999999999997e-10
145,cw,1.26e-09,1.5e-09,3.79e-09,7.9e-09,2.48e-08,1.94e-11,1.34e-11,5.3899999999999994e-12,1.41e-11,3.12e-11
146,cw,1.25e-09,1.49e-09,3.77e-09,7.98e-09,2.5e-08,9.259999999999999e-13,1.5499999999999998e-11,2.13e-11,2.6700000000000002e-11,1.59e-11
147,cw,1.3699999999999998e-09,1.61e-09,3.96e-09,8.1e-09,2.7e-08,1.19e-10,1.36e-10,1.76e-10,1.99e-10,6.26e-10
148,cw,1.26e-09,1.4300000000000002e-09,3.6599999999999998e-09,7.929999999999999e-09,2.66e-08,2.86e-11,2.3700000000000003e-11,5.6799999999999994e-11,2.92e-11,6.29e-11
149,cw,1.32e-09,1.5e-09,3.96e-09,8.18e-09,2.77e-08,2.51e-11,1.63e-11,7.63e-12,5.79e-11,1.27e-10
150,cw,1.29e-09,1.46e-09,3.8900000000000004e-09,8.040000000000001e-09,2.7799999999999997e-08,1.26e-11,5.160000000000001e-11,6.310000000000001e-11,6.990000000000001e-11,6.709999999999999e-11
151,cw,1.23e-09,1.4099999999999999e-09,3.74e-09,7.72e-09,2.62e-08,9.070000000000001e-13,8.78e-12,1.4e-11,4.25e-12,4.82e-12
152,cw,1.22e-09,1.4000000000000001e-09,3.68e-09,7.54e-09,2.54e-08,2.14e-11,1.56e-11,3e-11,2.3999999999999998e-11,4.83e-12
