,rotation,type_u,type_g,type_r,type_i,type_z
3001,cw,3,3,3,3,3
3002,cw,3,3,3,3,3
3003,cw,3,3,3,3,3
3004,cw,3,3,3,3,3
3005,cw,3,3,3,3,3
3006,cw,3,3,3,3,3
3007,cw,3,3,3,3,3
3008,cw,3,3,3,3,3
3009,cw,3,3,3,3,3
3010,cw,3,3,3,3,3
3011,cw,3,3,3,3,3
3012,cw,3,3,3,3,3
3013,cw,3,3,3,3,3
3014,cw,3,3,3,3,3
3015,cw,3,3,3,3,3
3016,cw,3,3,3,3,3
3017,cw,3,3,3,3,3
3018,cw,3,3,3,3,3
3019,cw,3,3,3,3,3
3020,cw,3,3,3,3,3
3021,cw,3,3,3,3,3
3022,cw,3,3,3,3,3
3023,cw,3,3,3,3,3
3024,cw,3,3,3,3,3
3025,cw,3,3,3,3,3
3026,cw,3,3,3,3,3
3027,cw,3,3,3,3,3
3028,cw,3,3,3,3,3
3029,cw,3,3,3,3,3
3030,cw,3,3,3,3,3
3031,cw,3,3,3,3,3
3032,cw,3,3,3,3,3
3033,cw,3,3,3,3,3
3034,cw,3,3,3,3,3
3035,cw,3,3,3,3,3
3036,cw,3,3,3,3,3
3037,cw,3,3,3,3,3
3038,cw,3,3,3,3,3
3039,cw,3,3,3,3,3
3040,cw,3,3,3,3,3
3041,cw,3,3,3,3,3
3042,cw,3,3,3,3,3
3043,cw,3,3,3,3,3
3044,cw,3,3,3,3,3
3045,cw,3,3,3,3,3
3046,cw,3,3,3,3,3
3047,cw,3,3,3,3,3
3048,cw,3,3,3,3,3
3049,cw,3,3,3,3,3
3050,cw,3,3,3,3,3
3051,cw,3,3,3,3,3
3052,cw,3,3,3,3,3
3053,cw,3,3,3,3,3
3054,cw,3,3,3,3,3
3055,cw,3,3,3,3,3
3056,cw,3,3,3,3,3
3057,cw,3,3,3,3,3
3058,cw,3,3,3,3,3
3059,cw,3,3,3,3,3
3060,cw,3,3,3,3,3
3061,cw,3,3,3,3,3
3062,cw,3,3,3,3,3
3063,cw,3,3,3,3,3
3064,cw,3,3,3,3,3
3065,cw,3,3,3,3,3
3066,cw,3,3,3,3,3
3067,cw,3,3,3,3,3
3068,cw,3,3,3,3,3
3069,cw,3,3,3,3,3
3070,cw,3,3,3,3,3
3071,cw,3,3,3,3,3
3072,cw,3,3,3,3,3
3073,cw,3,3,3,3,3
3074,cw,3,3,3,3,3
3075,cw,3,3,3,3,3
3076,cw,3,3,3,3,3
3077,cw,3,3,3,3,3
3078,cw,3,3,3,3,3
3079,cw,3,3,3,3,3
3080,cw,3,3,3,3,3
3081,cw,3,3,3,3,3
3082,cw,3,3,3,3,3
3083,cw,3,3,3,3,3
3084,cw,3,3,3,3,3
3085,cw,3,3,3,3,3
3086,cw,3,3,3,3,3
3087,cw,3,3,3,3,3
3088,cw,3,3,3,3,3
3089,cw,3,3,3,3,3
3090,cw,3,3,3,3,3
3091,cw,3,3,3,3,3
3092,cw,3,3,3,3,3
3093,cw,3,3,3,3,3
3094,cw,3,3,3,3,3
3095,cw,3,3,3,3,3
3096,cw,3,3,3,3,3
3097,cw,3,3,3,3,3
3098,cw,3,3,3,3,3
3099,cw,3,3,3,3,3
3100,cw,3,3,3,3,3
3101,cw,3,3,3,3,3
3102,cw,3,3,3,3,3
3103,cw,3,3,3,3,3
3104,cw,3,3,3,3,3
3105,cw,3,3,3,3,3
3106,cw,3,3,3,3,3
3107,cw,3,3,3,3,3
3108,cw,3,3,3,3,3
3109,cw,3,3,3,3,3
3110,cw,3,3,3,3,3
3111,cw,3,3,3,3,3
3112,cw,3,3,3,3,3
3113,cw,3,3,3,3,3
3114,cw,3,3,3,3,3
3115,cw,3,3,3,3,3
3116,cw,3,3,3,3,3
3117,cw,3,3,3,3,3
3118,cw,3,3,3,3,3
3119,cw,3,3,3,3,3
3120,cw,3,3,3,3,3
3121,cw,3,3,3,3,3
3122,cw,3,3,3,3,3
3123,cw,3,3,3,3,3
3124,cw,3,3,3,3,3
3125,cw,3,3,3,3,3
3126,cw,3,3,3,3,3
3127,cw,3,3,3,3,3
3128,cw,3,3,3,3,3
3129,cw,3,3,3,3,3
3130,cw,3,3,3,3,3
3131,cw,3,3,3,3,3
3132,cw,3,3,3,3,3
3133,cw,3,3,3,3,3
3134,cw,3,3,3,3,3
3135,cw,3,3,3,3,3
3136,cw,3,3,3,3,3
3137,cw,3,3,3,3,3
3138,cw,3,3,3,3,3
3139,cw,3,3,3,3,3
3140,cw,3,3,3,3,3
3141,cw,3,3,3,3,3
3142,cw,3,3,3,3,3
3143,cw,3,3,3,3,3
3144,cw,3,3,3,3,3
3145,cw,3,3,3,3,3
3146,cw,3,3,3,3,3
3147,cw,3,3,3,3,3
3148,cw,3,3,3,3,3
3149,cw,3,3,3,3,3
3150,cw,3,3,3,3,3
3151,cw,3,3,3,3,3
3152,cw,3,3,3,3,3
3153,cw,3,3,3,3,3
3154,cw,3,3,3,3,3
3155,cw,3,3,3,3,3
3156,cw,3,3,3,3,3
3157,cw,3,3,3,3,3
3158,cw,3,3,3,3,3
3159,cw,3,3,3,3,3
3160,cw,3,3,3,3,3
3161,cw,3,3,3,3,3
3162,cw,3,3,3,3,3
3163,cw,3,3,3,3,3
3164,cw,3,3,3,3,3
3165,cw,3,3,3,3,3
3166,cw,3,3,3,3,3
3167,cw,3,3,3,3,3
3168,cw,3,3,3,3,3
3169,cw,3,3,3,3,3
3170,cw,3,3,3,3,3
3171,cw,3,3,3,3,3
3172,cw,3,3,3,3,3
3173,cw,3,3,3,3,3
3174,cw,3,3,3,3,3
3175,cw,3,3,3,3,3
3176,cw,3,3,3,3,3
3177,cw,3,3,3,3,3
3178,cw,3,3,3,3,3
3179,cw,3,3,3,3,3
3180,cw,3,3,3,3,3
3181,cw,3,3,3,3,3
3182,cw,3,3,3,3,3
3183,cw,3,3,3,3,3
3184,cw,3,3,3,3,3
3185,cw,3,3,3,3,3
3186,cw,3,3,3,3,3
3187,cw,3,3,3,3,3
3188,cw,3,3,3,3,3
3189,cw,3,3,3,3,3
3190,cw,3,3,3,3,3
3191,cw,3,3,3,3,3
3192,cw,3,3,3,3,3
3193,cw,3,3,3,3,3
3194,cw,3,3,3,3,3
3195,cw,3,3,3,3,3
3196,cw,3,3,3,3,3
3197,cw,3,3,3,3,3
3198,cw,3,3,3,3,3
3199,cw,3,3,3,3,3
3200,cw,3,3,3,3,3
3201,cw,3,3,3,3,3
3202,cw,3,3,3,3,3
3203,cw,3,3,3,3,3
3204,cw,3,3,3,3,3
3205,cw,3,3,3,3,3
3206,cw,3,3,3,3,3
3207,cw,3,3,3,3,3
3208,cw,3,3,3,3,3
3209,cw,3,3,3,3,3
3210,cw,3,3,3,3,3
3211,cw,3,3,3,3,3
3212,cw,3,3,3,3,3
3213,cw,3,3,3,3,3
3214,cw,3,3,3,3,3
3215,cw,3,3,3,3,3
3216,cw,3,3,3,3,3
3217,cw,3,3,3,3,3
3218,cw,3,3,3,3,3
3219,cw,3,3,3,3,3
3220,cw,3,3,3,3,3
3221,cw,3,3,3,3,3
3222,cw,3,3,3,3,3
3223,cw,3,3,3,3,3
3224,cw,3,3,3,3,3
3225,cw,3,3,3,3,3
3226,cw,3,3,3,3,3
3227,cw,3,3,3,3,3
3228,cw,3,3,3,3,3
3229,cw,3,3,3,3,3
3230,cw,3,3,3,3,3
3231,cw,3,3,3,3,3
3232,cw,3,3,3,3,3
3233,cw,3,3,3,3,3
3234,cw,3,3,3,3,3
3235,cw,3,3,3,3,3
3236,cw,3,3,3,3,3
3237,cw,3,3,3,3,3
3238,cw,3,3,3,3,3
3239,cw,3,3,3,3,3
3240,cw,3,3,3,3,3
3241,cw,3,3,3,3,3
3242,cw,3,3,3,3,3
3243,cw,3,3,3,3,3
3244,cw,3,3,3,3,3
3245,cw,3,3,3,3,3
3246,cw,3,3,3,3,3
3247,cw,3,3,3,3,3
3248,cw,3,3,3,3,3
3249,cw,3,3,3,3,3
3250,cw,3,3,3,3,3
3251,cw,3,3,3,3,3
3252,cw,3,3,3,3,3
3253,cw,3,3,3,3,3
3254,cw,3,3,3,3,3
3255,cw,3,3,3,3,3
3256,cw,3,3,3,3,3
3257,cw,3,3,3,3,3
3258,cw,3,3,3,3,3
3259,cw,3,3,3,3,3
3260,cw,3,3,3,3,3
3261,cw,3,3,3,3,3
3262,cw,3,3,3,3,3
3263,cw,3,3,3,3,3
3264,cw,3,3,3,3,3
3265,cw,3,3,3,3,3
3266,cw,3,3,3,3,3
3267,cw,3,3,3,3,3
3268,cw,3,3,3,3,3
3269,cw,3,3,3,3,3
3270,cw,3,3,3,3,3
3271,cw,3,3,3,3,3
3272,cw,3,3,3,3,3
3273,cw,3,3,3,3,3
3274,cw,3,3,3,3,3
3275,cw,3,3,3,3,3
3276,cw,3,3,3,3,3
3277,cw,3,3,3,3,3
3278,cw,3,3,3,3,3
3279,cw,3,3,3,3,3
3280,cw,3,3,3,3,3
3281,cw,3,3,3,3,3
3282,cw,3,3,3,3,3
3283,cw,3,3,3,3,3
3284,cw,3,3,3,3,3
3285,cw,3,3,3,3,3
3286,cw,3,3,3,3,3
3287,cw,3,3,3,3,3
3288,cw,3,3,3,3,3
3289,cw,3,3,3,3,3
3290,cw,3,3,3,3,3
3291,cw,3,3,3,3,3
3292,cw,3,3,3,3,3
3293,cw,3,3,3,3,3
3294,cw,3,3,3,3,3
3295,cw,3,3,3,3,3
3296,cw,3,3,3,3,3
3297,cw,3,3,3,3,3
3298,cw,3,3,3,3,3
3299,cw,3,3,3,3,3
3300,cw,3,3,3,3,3
3301,cw,3,3,3,3,3
3302,cw,6,3,3,3,3
3303,cw,3,3,3,3,3
3304,cw,3,3,3,3,3
3305,cw,3,3,3,3,3
3306,cw,3,3,3,3,3
3307,cw,3,3,3,3,3
3308,cw,3,3,3,3,3
3309,cw,3,3,3,3,3
3310,cw,3,3,3,3,3
3311,cw,3,3,3,3,3
3312,cw,3,3,3,3,3
3313,cw,3,3,3,3,3
3314,cw,3,3,3,3,3
3315,cw,3,3,3,3,3
3316,cw,3,3,3,3,3
3317,cw,3,3,3,3,3
3318,cw,3,3,3,3,3
3319,cw,3,3,3,3,3
3320,cw,3,3,3,3,3
3321,cw,3,3,3,3,3
3322,cw,3,3,3,3,3
3323,cw,3,3,3,3,3
3324,cw,3,3,3,3,3
3325,cw,3,3,3,3,3
3326,cw,3,3,3,3,3
3327,cw,3,3,3,3,3
3328,cw,3,3,3,3,3
3329,cw,3,3,3,3,3
3330,cw,3,3,3,3,3
3331,cw,3,3,3,3,3
3332,cw,3,3,3,3,3
3333,cw,3,3,3,3,3
3334,cw,3,3,3,3,3
3335,cw,3,3,3,3,3
3336,cw,3,3,3,3,3
3337,cw,3,3,3,3,3
3338,cw,3,3,3,3,3
3339,cw,3,3,3,3,3
3340,cw,3,3,3,3,3
3341,cw,3,3,3,3,3
3342,cw,3,3,3,3,3
3343,cw,3,3,3,3,3
3344,cw,3,3,3,3,3
3345,cw,3,3,3,3,3
3346,cw,3,3,3,3,3
3347,cw,3,3,3,3,3
3348,cw,3,3,3,3,3
3349,cw,3,3,3,3,3
3350,cw,3,3,3,3,3
3351,cw,3,3,3,3,3
3352,cw,3,3,3,3,3
3353,cw,3,3,3,3,3
3354,cw,3,3,3,3,3
3355,cw,3,3,3,3,3
3356,cw,3,3,3,3,3
3357,cw,3,3,3,3,3
3358,cw,3,3,3,3,3
3359,cw,3,3,3,3,3
3360,cw,3,3,3,3,3
3361,cw,3,3,3,3,3
3362,cw,3,3,3,3,3
3363,cw,3,3,3,3,3
3364,cw,3,3,3,3,3
3365,cw,3,3,3,3,3
3366,cw,3,3,3,3,3
3367,cw,3,3,3,3,3
3368,cw,3,3,3,3,3
3369,cw,3,3,3,3,3
3370,cw,3,3,3,3,3
3371,cw,3,3,3,3,3
3372,cw,3,3,3,3,3
3373,cw,3,3,3,3,3
3374,cw,3,3,3,3,3
3375,cw,3,3,3,3,3
3376,cw,3,3,3,3,3
3377,cw,3,3,3,3,3
3378,cw,3,3,3,3,3
3379,cw,3,3,3,3,3
3380,cw,3,3,3,3,3
3381,cw,3,3,3,3,3
3382,cw,3,3,3,3,3
3383,cw,3,3,3,3,3
3384,cw,3,3,3,3,3
3385,cw,3,3,3,3,3
3386,cw,3,3,3,3,3
3387,cw,3,3,3,3,3
3388,cw,3,3,3,3,3
3389,cw,3,3,3,3,3
3390,cw,3,3,3,3,3
3391,cw,3,3,3,3,3
3392,cw,3,3,3,3,3
3393,cw,3,3,3,3,3
3394,cw,3,3,3,3,3
3395,cw,3,3,3,3,3
3396,cw,3,3,3,3,3
3397,cw,3,3,3,3,3
3398,cw,3,3,3,3,3
3399,cw,3,3,3,3,3
3400,cw,3,3,3,3,3
3401,cw,3,3,3,3,3
3402,cw,3,3,3,3,3
3403,cw,3,3,3,3,3
3404,cw,3,3,3,3,3
3405,cw,3,3,3,3,3
3406,cw,3,3,3,3,3
3407,cw,3,3,3,3,3
3408,cw,3,3,3,3,3
3409,cw,3,3,3,3,3
3410,cw,3,3,3,3,3
3411,cw,3,3,3,3,3
3412,cw,3,3,3,3,3
3413,cw,3,3,3,3,3
3414,cw,3,3,3,3,3
3415,cw,3,3,3,3,3
3416,cw,3,3,3,3,3
3417,cw,3,3,3,3,3
3418,cw,3,3,3,3,3
3419,cw,3,3,3,3,3
3420,cw,3,3,3,3,3
3421,cw,3,3,3,3,3
3422,cw,3,3,3,3,3
3423,cw,3,3,3,3,3
3424,cw,3,3,3,3,3
3425,cw,3,3,3,3,3
3426,cw,3,3,3,3,3
3427,cw,3,3,3,3,3
3428,cw,3,3,3,3,3
3429,cw,3,3,3,3,3
3430,cw,3,3,3,3,3
3431,cw,3,3,3,3,3
3432,cw,3,3,3,3,3
3433,cw,3,3,3,3,3
3434,cw,3,3,3,3,3
3435,cw,3,3,3,3,3
3436,cw,3,3,3,3,3
3437,cw,3,3,3,3,3
3438,cw,3,3,3,3,3
3439,cw,3,3,3,3,3
3440,cw,3,3,3,3,3
3441,cw,3,3,3,3,3
3442,cw,3,3,3,3,3
3443,cw,3,3,3,3,3
3444,cw,3,3,3,3,3
3445,cw,3,3,3,3,3
3446,cw,3,3,3,3,3
3447,cw,3,3,3,3,3
3448,cw,3,3,3,3,3
3449,cw,3,3,3,3,3
3450,cw,3,3,3,3,3
3451,cw,3,3,3,3,3
3452,cw,3,3,3,3,3
3453,cw,3,3,3,3,3
3454,cw,3,3,3,3,3
3455,cw,3,3,3,3,3
3456,cw,3,3,3,3,3
3457,cw,3,3,3,3,3
3458,cw,3,3,3,3,3
3459,cw,3,3,3,3,3
3460,cw,3,3,3,3,3
3461,cw,3,3,3,3,3
3462,cw,3,3,3,3,3
3463,cw,3,3,3,3,3
3464,cw,3,3,3,3,3
3465,cw,3,3,3,3,3
3466,cw,3,3,3,3,3
3467,cw,3,3,3,3,3
3468,cw,3,3,3,3,3
3469,cw,3,3,3,3,3
3470,cw,3,3,3,3,3
3471,cw,3,3,3,3,3
3472,cw,3,3,3,3,3
3473,cw,3,3,3,3,3
3474,cw,3,3,3,3,3
3475,cw,3,3,3,3,3
3476,cw,3,3,3,3,3
3477,cw,3,3,3,3,3
3478,cw,3,3,3,3,3
3479,cw,3,3,3,3,3
3480,cw,3,3,3,3,3
3481,cw,3,3,3,3,3
3482,cw,3,3,3,3,3
3483,cw,3,3,3,3,3
3484,cw,3,3,3,3,3
3485,cw,3,3,3,3,3
3486,cw,3,3,3,3,3
3487,cw,3,3,3,3,3
3488,cw,3,3,3,3,3
3489,cw,3,3,3,3,3
3490,cw,3,3,3,3,3
3491,cw,3,3,3,3,3
3492,cw,3,3,3,3,3
3493,cw,3,3,3,3,3
3494,cw,3,3,3,3,3
3495,cw,3,3,3,3,3
3496,cw,3,3,3,3,3
3497,cw,3,3,3,3,3
3498,cw,3,3,3,3,3
3499,cw,3,3,3,3,3
3500,cw,3,3,3,3,3
3501,cw,3,3,3,3,3
3502,cw,3,3,3,3,3
3503,cw,3,3,3,3,3
3504,cw,3,3,3,3,3
3505,cw,3,3,3,3,3
3506,cw,3,3,3,3,3
3507,cw,3,3,3,3,3
3508,cw,3,3,3,3,3
3509,cw,3,3,3,3,3
3510,cw,3,3,3,3,3
3511,cw,3,3,3,3,3
3512,cw,3,3,3,3,3
3513,cw,3,3,3,3,3
3514,cw,3,3,3,3,3
3515,cw,3,3,3,3,3
3516,cw,3,3,3,3,3
3517,cw,3,3,3,3,3
3518,cw,3,3,3,3,3
3519,cw,3,3,3,3,3
3520,cw,3,3,3,3,3
3521,cw,3,3,3,3,3
3522,cw,3,3,3,3,3
3523,cw,3,3,3,3,3
3524,cw,3,3,3,3,3
3525,cw,3,3,3,3,3
3526,cw,3,3,3,3,3
3527,cw,3,3,3,3,3
3528,cw,3,3,3,3,3
3529,cw,3,3,3,3,3
3530,cw,3,3,3,3,3
3531,cw,3,3,3,3,3
3532,cw,3,3,3,3,3
3533,cw,3,3,3,3,3
3534,cw,3,3,3,3,3
3535,cw,3,3,3,3,3
3536,cw,3,3,3,3,3
3537,cw,3,3,3,3,3
3538,cw,3,3,3,3,3
3539,cw,3,3,3,3,3
3540,cw,3,3,3,3,3
3541,cw,3,3,3,3,3
3542,cw,3,3,3,3,3
3543,cw,3,3,3,3,3
3544,cw,3,3,3,3,3
3545,cw,3,3,3,3,3
3546,cw,3,3,3,3,3
3547,cw,3,3,3,3,3
3548,cw,3,3,3,3,3
3549,cw,3,3,3,3,3
3550,cw,3,3,3,3,3
3551,cw,3,3,3,3,3
3552,cw,3,3,3,3,3
3553,cw,3,3,3,3,3
3554,cw,3,3,3,3,3
3555,cw,3,3,3,3,3
3556,cw,3,3,3,3,3
3557,cw,3,3,3,3,3
3558,cw,3,3,3,3,3
3559,cw,3,3,3,3,3
3560,cw,3,3,3,3,3
3561,cw,3,3,3,3,3
3562,cw,3,3,3,3,3
3563,cw,3,3,3,3,3
3564,cw,3,3,3,3,3
3565,cw,3,3,3,3,3
3566,cw,3,3,3,3,3
3567,cw,3,3,3,3,3
3568,cw,3,3,3,3,3
3569,cw,3,3,3,3,3
3570,cw,3,3,3,3,3
3571,cw,3,3,3,3,3
3572,cw,3,3,3,3,3
3573,cw,3,3,3,3,3
3574,cw,3,3,3,3,3
3575,cw,3,3,3,3,3
3576,cw,3,3,3,3,3
3577,cw,3,3,3,3,3
3578,cw,3,3,3,3,3
3579,cw,3,3,3,3,3
3580,cw,3,3,3,3,3
3581,cw,3,3,3,3,3
3582,cw,3,3,3,3,3
3583,cw,3,3,3,3,3
3584,cw,3,3,3,3,3
3585,cw,3,3,3,3,3
3586,cw,3,3,3,3,3
3587,cw,3,3,3,3,3
3588,cw,3,3,3,3,3
3589,cw,3,3,3,3,3
3590,cw,3,3,3,3,3
3591,cw,3,3,3,3,3
3592,cw,3,3,3,3,3
3593,cw,3,3,3,3,3
3594,cw,3,3,3,3,3
3595,cw,3,3,3,3,3
3596,cw,3,3,3,3,3
3597,cw,3,3,3,3,3
3598,cw,3,3,3,3,3
3599,cw,3,3,3,3,3
3600,cw,3,3,3,3,3
3601,cw,3,3,3,3,3
3602,cw,3,3,3,3,3
3603,cw,3,3,3,3,3
3604,cw,3,3,3,3,3
3605,cw,3,3,3,3,3
3606,cw,3,3,3,3,3
3607,cw,3,3,3,3,3
3608,cw,3,3,3,3,3
3609,cw,3,3,3,3,3
3610,cw,3,3,3,3,3
3611,cw,3,3,3,3,3
3612,cw,3,3,3,3,3
3613,cw,3,3,3,3,3
3614,cw,3,3,3,3,3
3615,cw,3,3,3,3,3
3616,cw,3,3,3,3,3
3617,cw,3,3,3,3,3
3618,cw,3,3,3,3,3
3619,cw,3,3,3,3,3
3620,cw,3,3,3,3,3
3621,cw,3,3,3,3,3
3622,cw,3,3,3,3,3
3623,cw,3,3,3,3,3
3624,cw,3,3,3,3,3
3625,cw,3,3,3,3,3
3626,cw,3,3,3,3,3
3627,cw,3,3,3,3,3
3628,cw,3,3,3,3,3
3629,cw,3,3,3,3,3
3630,cw,3,3,3,3,3
3631,cw,3,3,3,3,3
3632,cw,3,3,3,3,3
3633,cw,3,3,3,3,3
3634,cw,3,3,3,3,3
3635,cw,3,3,3,3,3
3636,cw,3,3,3,3,3
3637,cw,3,3,3,3,3
3638,cw,3,3,3,3,3
3639,cw,3,3,3,3,3
3640,cw,3,3,3,3,3
3641,cw,3,3,3,3,3
3642,cw,3,3,3,3,3
3643,cw,3,3,3,3,3
3644,cw,3,3,3,3,3
3645,cw,3,3,3,3,3
3646,cw,3,3,3,3,3
3647,cw,3,3,3,3,3
3648,cw,3,3,3,3,3
3649,cw,3,3,3,3,3
3650,cw,3,3,3,3,3
3651,cw,3,3,3,3,3
3652,cw,3,3,3,3,3
3653,cw,3,3,3,3,3
3654,cw,3,3,3,3,3
3655,cw,3,3,3,3,3
3656,cw,3,3,3,3,3
3657,cw,3,3,3,3,3
3658,cw,3,3,3,3,3
3659,cw,3,3,3,3,3
3660,cw,3,3,3,3,3
3661,cw,3,3,3,3,3
3662,cw,3,3,3,3,3
3663,cw,3,3,3,3,3
3664,cw,3,3,3,3,3
3665,cw,3,3,3,3,3
3666,cw,3,3,3,3,3
3667,cw,3,3,3,3,3
3668,cw,3,3,3,3,3
3669,cw,3,3,3,3,3
3670,cw,3,3,3,3,3
3671,cw,3,3,3,3,3
3672,cw,3,3,3,3,3
3673,cw,3,3,3,3,3
3674,cw,3,3,3,3,3
3675,cw,3,3,3,3,3
3676,cw,3,3,3,3,3
3677,cw,3,3,3,3,3
3678,cw,3,3,3,3,3
3679,cw,3,3,3,3,3
3680,cw,3,3,3,3,3
3681,cw,3,3,3,3,3
3682,cw,3,3,3,3,3
3683,cw,3,3,3,3,3
3684,cw,3,3,3,3,3
3685,cw,3,3,3,3,3
3686,cw,3,3,3,3,3
3687,cw,3,3,3,3,3
3688,cw,3,3,3,3,3
3689,cw,3,3,3,3,3
3690,cw,3,3,3,3,3
3691,cw,3,3,3,3,3
3692,cw,3,3,3,3,3
3693,cw,3,3,3,3,3
3694,cw,3,3,3,3,3
3695,cw,3,3,3,3,3
3696,cw,3,3,3,3,3
3697,cw,3,3,3,3,3
3698,cw,3,3,3,3,3
3699,cw,3,3,3,3,3
3700,cw,3,3,3,3,3
3701,cw,3,3,3,3,3
3702,cw,3,3,3,3,3
3703,cw,3,3,3,3,3
3704,cw,3,3,3,3,3
3705,cw,3,3,3,3,3
3706,cw,3,3,3,3,3
3707,cw,3,3,3,3,3
3708,cw,3,3,3,3,3
3709,cw,3,3,3,3,3
3710,cw,3,3,3,3,3
3711,cw,3,3,3,3,3
3712,cw,3,3,3,3,3
3713,cw,3,3,3,3,3
3714,cw,3,3,3,3,3
3715,cw,3,3,3,3,3
3716,cw,3,3,3,3,3
3717,cw,3,3,3,3,3
3718,cw,3,3,3,3,3
3719,cw,3,3,3,3,3
3720,cw,3,3,3,3,3
3721,cw,3,3,3,3,3
3722,cw,3,3,3,3,3
3723,cw,3,3,3,3,3
3724,cw,3,3,3,3,3
3725,cw,3,3,3,3,3
3726,cw,3,3,3,3,3
3727,cw,3,3,3,3,3
3728,cw,3,3,3,3,3
3729,cw,3,3,3,3,3
3730,cw,3,3,3,3,3
3731,cw,3,3,3,3,3
3732,cw,3,3,3,3,3
3733,cw,3,3,3,3,3
3734,cw,3,3,3,3,3
3735,cw,3,3,3,3,3
3736,cw,3,3,3,3,3
3737,cw,3,3,3,3,3
3738,cw,3,3,3,3,3
3739,cw,3,3,3,3,3
3740,cw,3,3,3,3,3
3741,cw,3,3,3,3,3
3742,cw,3,3,3,3,3
3743,cw,3,3,3,3,3
3744,cw,3,3,3,3,3
3745,cw,3,3,3,3,3
3746,cw,3,3,3,3,3
3747,cw,3,3,3,3,3
3748,cw,3,3,3,3,3
3749,cw,3,3,3,3,3
3750,cw,3,3,3,3,3
3751,cw,3,3,3,3,3
3752,cw,3,3,3,3,3
3753,cw,3,3,3,3,3
3754,cw,3,3,3,3,3
3755,cw,3,3,3,3,3
3756,cw,3,3,3,3,3
3757,cw,3,3,3,3,3
3758,cw,3,3,3,3,3
3759,cw,3,3,3,3,3
3760,cw,3,3,3,3,3
3761,cw,3,3,3,3,3
3762,cw,3,3,3,3,3
3763,cw,3,3,3,3,3
3764,cw,3,3,3,3,3
3765,cw,3,3,3,3,3
3766,cw,3,3,3,3,3
3767,cw,3,3,3,3,3
3768,cw,3,3,3,3,3
3769,cw,3,3,3,3,3
3770,cw,3,3,3,3,3
3771,cw,3,3,3,3,3
3772,cw,3,3,3,3,3
3773,cw,3,3,3,3,3
3774,cw,3,3,3,3,3
3775,cw,3,3,3,3,3
3776,cw,3,3,3,3,3
3777,cw,3,3,3,3,3
3778,cw,3,3,3,3,3
3779,cw,3,3,3,3,3
3780,cw,3,3,3,3,3
3781,cw,3,3,3,3,3
3782,cw,3,3,3,3,3
3783,cw,3,3,3,3,3
3784,cw,3,3,3,3,3
3785,cw,3,3,3,3,3
3786,cw,3,3,3,3,3
3787,cw,3,3,3,3,3
3788,cw,3,3,3,3,3
3789,cw,3,3,3,3,3
3790,cw,3,3,3,3,3
3791,cw,3,3,3,3,3
3792,cw,3,3,3,3,3
3793,cw,3,3,3,3,3
3794,cw,3,3,3,3,3
3795,cw,3,3,3,3,3
3796,cw,3,3,3,3,3
3797,cw,3,3,3,3,3
3798,cw,3,3,3,3,3
3799,cw,3,3,3,3,3
3800,cw,3,3,3,3,3
3801,cw,3,3,3,3,3
3802,cw,3,3,3,3,3
3803,cw,3,3,3,3,3
3804,cw,3,3,3,3,3
3805,cw,3,3,3,3,3
3806,cw,3,3,3,3,3
3807,cw,3,3,3,3,3
3808,cw,3,3,3,3,3
3809,cw,3,3,3,3,3
3810,cw,3,3,3,3,3
3811,cw,3,3,3,3,3
3812,cw,3,3,3,3,3
3813,cw,3,3,3,3,3
3814,cw,3,3,3,3,3
3815,cw,3,3,3,3,3
3816,cw,3,3,3,3,3
3817,cw,3,3,3,3,3
3818,cw,3,3,3,3,3
3819,cw,3,3,3,3,3
3820,cw,3,3,3,3,3
3821,cw,3,3,3,3,3
3822,cw,3,3,3,3,3
3823,cw,3,3,3,3,3
3824,cw,3,3,3,3,3
3825,cw,3,3,3,3,3
3826,cw,3,3,3,3,3
3827,cw,3,3,3,3,3
3828,cw,3,3,3,3,3
3829,cw,3,3,3,3,3
3830,cw,3,3,3,3,3
3831,cw,3,3,3,3,3
3832,cw,3,3,3,3,3
3833,cw,3,3,3,3,3
3834,cw,3,3,3,3,3
3835,cw,3,3,3,3,3
3836,cw,3,3,3,3,3
3837,cw,3,3,3,3,3
3838,cw,3,3,3,3,3
3839,cw,3,3,3,3,3
3840,cw,3,3,3,3,3
3841,cw,3,3,3,3,3
3842,cw,3,3,3,3,3
3843,cw,3,3,3,3,3
3844,cw,3,3,3,3,3
3845,cw,3,3,3,3,3
3846,cw,3,3,3,3,3
3847,cw,3,3,3,3,3
3848,cw,3,3,3,3,3
3849,cw,3,3,3,3,3
3850,cw,3,3,3,3,3
3851,cw,3,3,3,3,3
3852,cw,3,3,3,3,3
3853,cw,3,3,3,3,3
3854,cw,3,3,3,3,3
3855,cw,3,3,3,3,3
3856,cw,3,3,3,3,3
3857,cw,3,3,3,3,3
3858,cw,3,3,3,3,3
3859,cw,3,3,3,3,3
3860,cw,3,3,3,3,3
3861,cw,3,3,3,3,3
3862,cw,3,3,3,3,3
3863,cw,3,3,3,3,3
3864,cw,3,3,3,3,3
3865,cw,3,3,3,3,3
3866,cw,3,3,3,3,3
3867,cw,3,3,3,3,3
3868,cw,3,3,3,3,3
3869,cw,3,3,3,3,3
3870,cw,3,3,3,3,3
3871,cw,3,3,3,3,3
3872,cw,3,3,3,3,3
3873,cw,3,3,3,3,3
