,rotation,type_u,type_g,type_r,type_i,type_z
6577,cw,3,3,3,3,3
6578,cw,3,3,3,3,3
6579,cw,3,3,3,3,3
6580,cw,3,3,3,3,3
6581,cw,3,3,3,3,3
6582,cw,3,3,3,3,3
6583,cw,3,3,3,3,3
6584,cw,3,3,3,3,3
6585,cw,3,3,3,3,3
6586,cw,3,3,3,3,3
6587,cw,3,3,3,3,3
6588,cw,3,3,3,3,3
6589,cw,3,3,3,3,3
6590,cw,3,3,3,3,3
6591,cw,3,3,3,3,3
6592,cw,3,3,3,3,3
6593,cw,3,3,3,3,3
6594,cw,3,3,3,3,3
6595,cw,3,3,3,3,3
6596,cw,3,3,3,3,3
6597,cw,3,3,3,3,3
6598,cw,3,3,3,3,3
6599,cw,3,3,3,3,3
6600,cw,3,3,3,3,3
6601,cw,3,3,3,3,3
6602,cw,3,3,3,3,3
6603,cw,3,3,3,3,3
6604,cw,3,3,3,3,3
6605,cw,3,3,3,3,3
6606,cw,3,3,3,3,3
6607,cw,3,3,3,3,3
6608,cw,3,3,3,3,3
6609,cw,6,3,3,3,3
6610,cw,3,3,3,3,3
6611,cw,3,3,3,3,3
6612,cw,3,3,3,3,3
6613,cw,3,3,3,3,3
6614,cw,3,3,3,3,3
6615,cw,3,3,3,3,3
6616,cw,3,3,3,3,3
6617,cw,3,3,3,3,3
6618,cw,3,3,3,3,3
6619,cw,3,3,3,3,3
6620,cw,3,3,3,3,3
6621,cw,3,3,3,3,3
6622,cw,3,3,3,3,3
6623,cw,3,3,3,3,3
6624,cw,3,3,3,3,3
6625,cw,3,3,3,3,3
6626,cw,3,3,3,3,3
6627,cw,3,3,3,3,3
6628,cw,3,3,3,3,3
6629,cw,3,3,3,3,3
6630,cw,3,3,3,3,3
6631,cw,3,3,3,3,3
6632,cw,3,3,3,3,3
6633,cw,3,3,3,3,3
6634,cw,3,3,3,3,3
6635,cw,3,3,3,3,3
6636,cw,3,3,3,3,3
6637,cw,3,3,3,3,3
6638,cw,3,3,3,3,3
6639,cw,3,3,3,3,3
6640,cw,3,3,3,3,3
6641,cw,3,3,3,3,3
6642,cw,3,3,3,3,3
6643,cw,3,3,3,3,3
6644,cw,3,3,3,3,3
6645,cw,3,3,3,3,3
6646,cw,3,3,3,3,3
6647,cw,3,3,3,3,3
6648,cw,3,3,3,3,3
6649,cw,3,3,3,3,3
6650,cw,3,3,3,3,3
6651,cw,3,3,3,3,3
6652,cw,3,3,3,3,3
6653,cw,3,3,3,3,3
6654,cw,3,3,3,3,3
6655,cw,3,3,3,3,3
6656,cw,3,3,3,3,3
6657,cw,3,3,3,3,3
6658,cw,3,3,3,3,3
6659,cw,3,3,3,3,3
6660,cw,3,3,3,3,3
6661,cw,3,3,3,3,3
6662,cw,3,3,3,3,3
6663,cw,3,3,3,3,3
6664,cw,3,3,3,3,3
6665,cw,3,3,3,3,3
6666,cw,3,3,3,3,3
6667,cw,3,3,3,3,3
6668,cw,3,3,3,3,3
6669,cw,3,3,3,3,3
6670,cw,3,3,3,3,3
6671,cw,3,3,3,3,3
6672,cw,3,3,3,3,3
6673,cw,3,3,3,3,3
6674,cw,3,3,3,3,3
6675,cw,3,3,3,3,3
6676,cw,3,3,3,3,3
6677,cw,3,3,3,3,3
6678,cw,3,3,3,3,3
6679,cw,3,3,3,3,3
6680,cw,3,3,3,3,3
6681,cw,3,3,3,3,3
6682,cw,3,3,3,3,3
6683,cw,3,3,3,3,3
6684,cw,3,3,3,3,3
6685,cw,3,3,3,3,3
6686,cw,3,3,3,3,3
6687,cw,3,3,3,3,3
6688,cw,3,3,3,3,3
6689,cw,3,3,3,3,3
6690,cw,3,3,3,3,3
6691,cw,3,3,3,3,3
6692,cw,3,3,3,3,3
6693,cw,3,3,3,3,3
6694,cw,3,3,3,3,3
6695,cw,3,3,3,3,3
6696,cw,3,3,3,3,3
6697,cw,3,3,3,3,3
6698,cw,3,3,3,3,3
6699,cw,3,3,3,3,3
6700,cw,3,3,3,3,3
6701,cw,3,3,3,3,3
6702,cw,3,3,3,3,3
6703,cw,3,3,3,3,3
6704,cw,3,3,3,3,3
6705,cw,3,3,3,3,3
6706,cw,3,3,3,3,3
6707,cw,3,3,3,3,3
6708,cw,3,3,3,3,3
6709,cw,3,3,3,3,3
6710,cw,3,3,3,3,3
6711,cw,3,3,3,3,3
6712,cw,3,3,3,3,3
6713,cw,3,3,3,3,3
6714,cw,3,3,3,3,3
6715,cw,3,3,3,3,3
6716,cw,3,3,3,3,3
6717,cw,3,3,3,3,3
6718,cw,3,3,3,3,3
6719,cw,3,3,3,3,3
6720,cw,3,3,3,3,3
6721,cw,3,3,3,3,3
6722,cw,3,3,3,3,3
6723,cw,3,3,3,3,3
6724,cw,3,3,3,3,3
6725,cw,3,3,3,3,3
6726,cw,3,3,3,3,3
6727,cw,3,3,3,3,3
6728,cw,3,3,3,3,3
6729,cw,3,3,3,3,3
6730,cw,3,3,3,3,3
6731,cw,3,3,3,3,3
6732,cw,3,3,3,3,3
6733,cw,3,3,3,3,3
6734,cw,3,3,3,3,3
6735,cw,3,3,3,3,3
6736,cw,3,3,3,3,3
6737,cw,3,3,3,3,3
6738,cw,3,3,3,3,3
6739,cw,3,3,3,3,3
6740,cw,3,3,3,3,3
6741,cw,3,3,3,3,3
6742,cw,3,3,3,3,3
6743,cw,3,3,3,3,3
6744,cw,3,3,3,3,3
6745,cw,3,3,3,3,3
6746,cw,3,3,3,3,3
6747,cw,3,3,3,3,3
6748,cw,3,3,3,3,3
6749,cw,3,3,3,3,3
6750,cw,3,3,3,3,3
6751,cw,3,3,3,3,3
6752,cw,3,3,3,3,3
6753,cw,3,3,3,3,3
6754,cw,3,3,3,3,3
6755,cw,3,3,3,3,3
6756,cw,3,3,3,3,3
6757,cw,3,3,3,3,3
6758,cw,3,3,3,3,3
6759,cw,3,3,3,3,3
6760,cw,3,3,3,3,3
6761,cw,3,3,3,3,3
6762,cw,3,3,3,3,3
6763,cw,3,3,3,3,3
6764,cw,3,3,3,3,3
6765,cw,3,3,3,3,3
6766,cw,3,3,3,3,3
6767,cw,3,3,3,3,3
6768,cw,3,3,3,3,3
6769,cw,3,3,3,3,3
6770,cw,3,3,3,3,3
6771,cw,3,3,3,3,3
6772,cw,3,3,3,3,3
6773,cw,3,3,3,3,3
6774,cw,3,3,3,3,3
6775,cw,3,3,3,3,3
6776,cw,3,3,3,3,3
6777,cw,3,3,3,3,3
6778,cw,3,3,3,3,3
6779,cw,3,3,3,3,3
6780,cw,3,3,3,3,3
6781,cw,3,3,3,3,3
6782,cw,3,3,3,3,3
6783,cw,3,3,3,3,3
6784,cw,3,3,3,3,3
6785,cw,3,3,3,3,3
6786,cw,3,3,3,3,3
6787,cw,3,3,3,3,3
6788,cw,3,3,3,3,3
6789,cw,3,3,3,3,3
6790,cw,3,3,3,3,3
6791,cw,3,3,3,3,3
6792,cw,3,3,3,3,3
6793,cw,3,3,3,3,3
6794,cw,3,3,3,3,3
6795,cw,3,3,3,3,3
6796,cw,3,3,3,3,3
6797,cw,3,3,3,3,3
6798,cw,3,3,3,3,3
6799,cw,3,3,3,3,3
6800,cw,3,3,3,3,3
6801,cw,3,3,3,3,3
6802,cw,3,3,3,3,3
6803,cw,3,3,3,3,3
6804,cw,3,3,3,3,3
6805,cw,3,3,3,3,3
6806,cw,3,3,3,3,3
6807,cw,3,3,3,3,3
6808,cw,3,3,3,3,3
6809,cw,3,3,3,3,3
6810,cw,3,3,3,3,3
6811,cw,3,3,3,3,3
6812,cw,3,3,3,3,3
6813,cw,3,3,3,3,3
6814,cw,3,3,3,3,3
6815,cw,3,3,3,3,3
6816,cw,3,3,3,3,3
6817,cw,3,3,3,3,3
6818,cw,3,3,3,3,3
6819,cw,3,3,3,3,3
6820,cw,3,3,3,3,3
6821,cw,3,3,3,3,3
6822,cw,3,3,3,3,3
6823,cw,3,3,3,3,3
6824,cw,3,3,3,3,3
6825,cw,3,3,3,3,3
6826,cw,3,3,3,3,3
6827,cw,3,3,3,3,3
6828,cw,3,3,3,3,3
6829,cw,3,3,3,3,3
6830,cw,3,3,3,3,3
6831,cw,3,3,3,3,3
6832,cw,3,3,3,3,3
6833,cw,3,3,3,3,3
6834,cw,3,3,3,3,3
6835,cw,3,3,3,3,3
6836,cw,3,3,3,3,3
6837,cw,3,3,3,3,3
6838,cw,3,3,3,3,3
6839,cw,3,3,3,3,3
6840,cw,3,3,3,3,3
6841,cw,3,3,3,3,3
6842,cw,3,3,3,3,3
6843,cw,3,3,3,3,3
6844,cw,3,3,3,3,3
6845,cw,3,3,3,3,3
6846,cw,3,3,3,3,3
6847,cw,3,3,3,3,3
6848,cw,3,3,3,3,3
6849,cw,3,3,3,3,3
6850,cw,3,3,3,3,3
6851,cw,3,3,3,3,3
6852,cw,3,3,3,3,3
6853,cw,3,3,3,3,3
6854,cw,3,3,3,3,3
6855,cw,3,3,3,3,3
6856,cw,3,3,3,3,3
6857,cw,3,3,3,3,3
6858,cw,3,3,3,3,3
6859,cw,3,3,3,3,3
6860,cw,3,3,3,3,3
6861,cw,3,3,3,3,3
6862,cw,3,3,3,3,3
6863,cw,3,3,3,3,3
6864,cw,3,3,3,3,3
6865,cw,3,3,3,3,3
6866,cw,3,3,3,3,3
6867,cw,3,3,3,3,3
6868,cw,3,3,3,3,3
6869,cw,3,3,3,3,3
6870,cw,3,3,3,3,3
6871,cw,3,3,3,3,3
6872,cw,3,3,3,3,3
6873,cw,3,3,3,3,3
6874,cw,3,3,3,3,3
6875,cw,3,3,3,3,3
6876,cw,3,3,3,3,3
6877,cw,3,3,3,3,3
6878,cw,3,3,3,3,3
6879,cw,3,3,3,3,3
6880,cw,3,3,3,3,3
6881,cw,3,3,3,3,3
6882,cw,3,3,3,3,3
6883,cw,3,3,3,3,3
6884,cw,3,3,3,3,3
6885,cw,3,3,3,3,3
6886,cw,3,3,3,3,3
6887,cw,3,3,3,3,3
6888,cw,3,3,3,3,3
6889,cw,3,3,3,3,3
6890,cw,3,3,3,3,3
6891,cw,3,3,3,3,3
6892,cw,3,3,3,3,3
6893,cw,3,3,3,3,3
6894,cw,3,3,3,3,3
6895,cw,3,3,3,3,3
6896,cw,3,3,3,3,3
6897,cw,3,3,3,3,3
6898,cw,3,3,3,3,3
6899,cw,3,3,3,3,3
6900,cw,3,3,3,3,3
6901,cw,3,3,3,3,3
6902,cw,3,3,3,3,3
6903,cw,3,3,3,3,3
6904,cw,3,3,3,3,3
6905,cw,3,3,3,3,3
6906,cw,3,3,3,3,3
6907,cw,3,3,3,3,3
6908,cw,3,3,3,3,3
6909,cw,3,3,3,3,3
6910,cw,3,3,3,3,3
6911,cw,3,3,3,3,3
6912,cw,3,3,3,3,3
6913,cw,3,3,3,3,3
6914,cw,3,3,3,3,3
6915,cw,3,3,3,3,3
6916,cw,3,3,3,3,3
6917,cw,3,3,3,3,3
6918,cw,3,3,3,3,3
6919,cw,3,3,3,3,3
6920,cw,3,3,3,3,3
6921,cw,3,3,3,3,3
6922,cw,3,3,3,3,3
6923,cw,3,3,3,3,3
6924,cw,3,3,3,3,3
6925,cw,3,3,3,3,3
6926,cw,3,3,3,3,3
6927,cw,3,3,3,3,3
6928,cw,3,3,3,3,3
6929,cw,3,3,3,3,3
6930,cw,3,3,3,3,3
6931,cw,3,3,3,3,3
6932,cw,3,3,3,3,3
6933,cw,3,3,3,3,3
6934,cw,3,3,3,3,3
6935,cw,3,3,3,3,3
6936,cw,3,3,3,3,3
6937,cw,3,3,3,3,3
6938,cw,3,3,3,3,3
6939,cw,3,3,3,3,3
6940,cw,3,3,3,3,3
6941,ccw,3,3,3,3,3
6942,ccw,3,3,3,3,3
6943,ccw,3,3,3,3,3
6944,ccw,3,3,3,3,3
6945,ccw,3,3,3,3,3
6946,ccw,3,3,3,3,3
6947,ccw,3,3,3,3,3
6948,ccw,3,3,3,3,3
6949,ccw,3,3,3,3,3
6950,ccw,3,3,3,3,3
6951,ccw,3,3,3,3,3
6952,ccw,3,3,3,3,3
6953,ccw,3,3,3,3,3
6954,ccw,3,3,3,3,3
6955,ccw,3,3,3,3,3
6956,ccw,3,3,3,3,3
6957,ccw,3,3,3,3,3
6958,ccw,3,3,3,3,3
6959,ccw,3,3,3,3,3
6960,ccw,3,3,3,3,3
6961,ccw,3,3,3,3,3
6962,ccw,3,3,3,3,3
6963,ccw,3,3,3,3,3
6964,ccw,3,3,3,3,3
6965,ccw,3,3,3,3,3
6966,ccw,3,3,3,3,3
6967,ccw,3,3,3,3,3
6968,ccw,3,3,3,3,3
6969,ccw,3,3,3,3,3
6970,ccw,3,3,3,3,3
6971,ccw,3,3,3,3,3
6972,ccw,3,3,3,3,3
6973,ccw,3,3,3,3,3
6974,ccw,3,3,3,3,3
6975,ccw,3,3,3,3,3
6976,ccw,3,3,3,3,3
6977,ccw,3,3,3,3,3
6978,ccw,3,3,3,3,3
6979,ccw,3,3,3,3,3
6980,ccw,3,3,3,3,3
6981,ccw,3,3,3,3,3
6982,ccw,3,3,3,3,3
6983,ccw,3,3,3,3,3
6984,ccw,3,3,3,3,3
6985,ccw,3,3,3,3,3
6986,ccw,3,3,3,3,3
6987,ccw,3,3,3,3,3
6988,ccw,3,3,3,3,3
6989,ccw,3,3,3,3,3
6990,ccw,3,3,3,3,3
6991,ccw,3,3,3,3,3
6992,ccw,3,3,3,3,3
6993,ccw,3,3,3,3,3
6994,ccw,3,3,3,3,3
6995,ccw,3,3,3,3,3
6996,ccw,3,3,3,3,3
6997,ccw,3,3,3,3,3
6998,ccw,3,3,3,3,3
6999,ccw,3,3,3,3,3
7000,ccw,3,3,3,3,3
7001,ccw,3,3,3,3,3
7002,ccw,3,3,3,3,3
7003,ccw,3,3,3,3,3
7004,ccw,3,3,3,3,3
7005,ccw,3,3,3,3,3
7006,ccw,3,3,3,3,3
7007,ccw,3,3,3,3,3
7008,ccw,3,3,3,3,3
7009,ccw,3,3,3,3,3
7010,ccw,3,3,3,3,3
7011,ccw,3,3,3,3,3
7012,ccw,3,3,3,3,3
7013,ccw,3,3,3,3,3
7014,ccw,3,3,3,3,3
7015,ccw,3,3,3,3,3
7016,ccw,3,3,3,3,3
7017,ccw,3,3,3,3,3
7018,ccw,3,3,3,3,3
7019,ccw,3,3,3,3,3
7020,ccw,3,3,3,3,3
7021,ccw,3,3,3,3,3
7022,ccw,3,3,3,3,3
7023,ccw,3,3,3,3,3
7024,ccw,3,3,3,3,3
7025,ccw,3,3,3,3,3
7026,ccw,3,3,3,3,3
7027,ccw,3,3,3,3,3
7028,ccw,3,3,3,3,3
7029,ccw,3,3,3,3,3
7030,ccw,3,3,3,3,3
7031,ccw,3,3,3,3,3
7032,ccw,3,3,3,3,3
7033,ccw,3,3,3,3,3
7034,ccw,3,3,3,3,3
7035,ccw,3,3,3,3,3
7036,ccw,3,3,3,3,3
7037,ccw,3,3,3,3,3
7038,ccw,3,3,3,3,3
7039,ccw,3,3,3,3,3
7040,ccw,3,3,3,3,3
7041,ccw,3,3,3,3,3
7042,ccw,3,3,3,3,3
7043,ccw,3,3,3,3,3
7044,ccw,3,3,3,3,3
7045,ccw,3,3,3,3,3
7046,ccw,3,3,3,3,3
7047,ccw,3,3,3,3,3
7048,ccw,3,3,3,3,3
7049,ccw,3,3,3,3,3
7050,ccw,3,3,3,3,3
7051,ccw,3,3,3,3,3
7052,ccw,3,3,3,3,3
7053,ccw,3,3,3,3,3
7054,ccw,3,3,3,3,3
7055,ccw,3,3,3,3,3
7056,ccw,3,3,3,3,3
7057,ccw,3,3,3,3,3
7058,ccw,3,3,3,3,3
7059,ccw,3,3,3,3,3
7060,ccw,3,3,3,3,3
7061,ccw,3,3,3,3,3
7062,ccw,3,3,3,3,3
7063,ccw,3,3,3,3,3
7064,ccw,3,3,3,3,3
7065,ccw,3,3,3,3,3
7066,ccw,3,3,3,3,3
7067,ccw,3,3,3,3,3
7068,ccw,3,3,3,3,3
7069,ccw,3,3,3,3,3
7070,ccw,3,3,3,3,3
7071,ccw,3,3,3,3,3
7072,ccw,3,3,3,3,3
7073,ccw,3,3,3,3,3
7074,ccw,3,3,3,3,3
7075,ccw,3,3,3,3,3
7076,ccw,3,3,3,3,3
7077,ccw,3,3,3,3,3
7078,ccw,3,3,3,3,3
7079,ccw,3,3,3,3,3
7080,ccw,3,3,3,3,3
7081,ccw,3,3,3,3,3
7082,ccw,3,3,3,3,3
7083,ccw,3,3,3,3,3
7084,ccw,3,3,3,3,3
7085,ccw,3,3,3,3,3
7086,ccw,3,3,3,3,3
7087,ccw,3,3,3,3,3
7088,ccw,3,3,3,3,3
7089,ccw,3,3,3,3,3
7090,ccw,3,3,3,3,3
7091,ccw,3,3,3,3,3
7092,ccw,3,3,3,3,3
7093,ccw,3,3,3,3,3
7094,ccw,3,3,3,3,3
7095,ccw,3,3,3,3,3
7096,ccw,3,3,3,3,3
7097,ccw,3,3,3,3,3
7098,ccw,3,3,3,3,3
7099,ccw,3,3,3,3,3
7100,ccw,3,3,3,3,3
7101,ccw,3,3,3,3,3
7102,ccw,3,3,3,3,3
7103,ccw,3,3,3,3,3
7104,ccw,3,3,3,3,3
7105,ccw,3,3,3,3,3
7106,ccw,3,3,3,3,3
7107,ccw,3,3,3,3,3
7108,ccw,3,3,3,3,3
7109,ccw,3,3,3,3,3
7110,ccw,3,3,3,3,3
7111,ccw,3,3,3,3,3
7112,ccw,3,3,3,3,3
7113,ccw,3,3,3,3,3
7114,ccw,3,3,3,3,3
7115,ccw,3,3,3,3,3
7116,ccw,3,3,3,3,3
7117,ccw,3,3,3,3,3
7118,ccw,3,3,3,3,3
7119,ccw,3,3,3,3,3
7120,ccw,3,3,3,3,3
7121,ccw,3,3,3,3,3
7122,ccw,3,3,3,3,3
7123,ccw,3,3,3,3,3
7124,ccw,3,3,3,3,3
7125,ccw,3,3,3,3,3
7126,ccw,3,3,3,3,3
7127,ccw,3,3,3,3,3
7128,ccw,3,3,3,3,3
7129,ccw,3,3,3,3,3
7130,ccw,3,3,3,3,3
7131,ccw,3,3,3,3,3
7132,ccw,3,3,3,3,3
7133,ccw,3,3,3,3,3
7134,ccw,3,3,3,3,3
7135,ccw,3,3,3,3,3
7136,ccw,3,3,3,3,3
7137,ccw,3,3,3,3,3
7138,ccw,3,3,3,3,3
7139,ccw,3,3,3,3,3
7140,ccw,3,3,3,3,3
7141,ccw,3,3,3,3,3
7142,ccw,3,3,3,3,3
7143,ccw,3,3,3,3,3
7144,ccw,3,3,3,3,3
7145,ccw,3,3,3,3,3
7146,ccw,3,3,3,3,3
7147,ccw,3,3,3,3,3
7148,ccw,3,3,3,3,3
7149,ccw,3,3,3,3,3
7150,ccw,3,3,3,3,3
7151,ccw,3,3,3,3,3
7152,ccw,3,3,3,3,3
7153,ccw,3,3,3,3,3
7154,ccw,3,3,3,3,3
7155,ccw,3,3,3,3,3
7156,ccw,3,3,3,3,3
7157,ccw,3,3,3,3,3
7158,ccw,3,3,3,3,3
7159,ccw,3,3,3,3,3
7160,ccw,3,3,3,3,3
7161,ccw,3,3,3,3,3
7162,ccw,3,3,3,3,3
7163,ccw,3,3,3,3,3
7164,ccw,3,3,3,3,3
7165,ccw,3,3,3,3,3
7166,ccw,3,3,3,3,3
7167,ccw,3,3,3,3,3
7168,ccw,3,3,3,3,3
7169,ccw,3,3,3,3,3
7170,ccw,3,3,3,3,3
7171,ccw,3,3,3,3,3
7172,ccw,3,3,3,3,3
7173,ccw,3,3,3,3,3
7174,ccw,3,3,3,3,3
7175,ccw,3,3,3,3,3
7176,ccw,3,3,3,3,3
7177,ccw,3,3,3,3,3
7178,ccw,3,3,3,3,3
7179,ccw,3,3,3,3,3
7180,ccw,3,3,3,3,3
7181,ccw,3,3,3,3,3
7182,ccw,3,3,3,3,3
7183,ccw,3,3,3,3,3
7184,ccw,3,3,3,3,3
7185,ccw,3,3,3,3,3
7186,ccw,3,3,3,3,3
7187,ccw,3,3,3,3,3
7188,ccw,3,3,3,3,3
7189,ccw,3,3,3,3,3
7190,ccw,3,3,3,3,3
7191,ccw,3,3,3,3,3
7192,ccw,3,3,3,3,3
7193,ccw,3,3,3,3,3
7194,ccw,3,3,3,3,3
7195,ccw,3,3,3,3,3
7196,ccw,3,3,3,3,3
7197,ccw,3,3,3,3,3
7198,ccw,3,3,3,3,3
7199,ccw,3,3,3,3,3
7200,ccw,3,3,3,3,3
7201,ccw,3,3,3,3,3
7202,ccw,3,3,3,3,3
7203,ccw,3,3,3,3,3
7204,ccw,3,3,3,3,3
7205,ccw,3,3,3,3,3
7206,ccw,3,3,3,3,3
7207,ccw,3,3,3,3,3
7208,ccw,3,3,3,3,3
7209,ccw,3,3,3,3,3
7210,ccw,3,3,3,3,3
7211,ccw,3,3,3,3,3
7212,ccw,3,3,3,3,3
7213,ccw,3,3,3,3,3
7214,ccw,3,3,3,3,3
7215,ccw,3,3,3,3,3
7216,ccw,3,3,3,3,3
7217,ccw,3,3,3,3,3
7218,ccw,3,3,3,3,3
7219,ccw,3,3,3,3,3
7220,ccw,3,3,3,3,3
7221,ccw,3,3,3,3,3
7222,ccw,3,3,3,3,3
7223,ccw,3,3,3,3,3
7224,ccw,3,3,3,3,3
7225,ccw,3,3,3,3,3
7226,ccw,3,3,3,3,3
7227,ccw,3,3,3,3,3
7228,ccw,3,3,3,3,3
7229,ccw,3,3,3,3,3
7230,ccw,3,3,3,3,3
7231,ccw,3,3,3,3,3
7232,ccw,3,3,3,3,3
7233,ccw,3,3,3,3,3
7234,ccw,3,3,3,3,3
7235,ccw,3,3,3,3,3
7236,ccw,3,3,3,3,3
7237,ccw,3,3,3,3,3
7238,ccw,3,3,3,3,3
7239,ccw,3,3,3,3,3
7240,ccw,3,3,3,3,3
7241,ccw,3,3,3,3,3
7242,ccw,3,3,3,3,3
7243,ccw,3,3,3,3,3
7244,ccw,3,3,3,3,3
7245,ccw,3,3,3,3,3
7246,ccw,3,3,3,3,3
7247,ccw,3,3,3,3,3
7248,ccw,3,3,3,3,3
7249,ccw,3,3,3,3,3
7250,ccw,3,3,3,3,3
7251,ccw,3,3,3,3,3
7252,ccw,3,3,3,3,3
7253,ccw,3,3,3,3,3
7254,ccw,3,3,3,3,3
7255,ccw,3,3,3,3,3
7256,ccw,3,3,3,3,3
7257,ccw,3,3,3,3,3
7258,ccw,3,3,3,3,3
7259,ccw,3,3,3,3,3
7260,ccw,3,3,3,3,3
7261,ccw,3,3,3,3,3
7262,ccw,3,3,3,3,3
7263,ccw,3,3,3,3,3
7264,ccw,3,3,3,3,3
7265,ccw,6,3,3,3,3
7266,ccw,3,3,3,3,3
7267,ccw,3,3,3,3,3
7268,ccw,3,3,3,3,3
7269,ccw,3,3,3,3,3
7270,ccw,3,3,3,3,3
7271,ccw,3,3,3,3,3
7272,ccw,3,3,3,3,3
7273,ccw,3,3,3,3,3
7274,ccw,3,3,3,3,3
7275,ccw,3,3,3,3,3
7276,ccw,3,3,3,3,3
7277,ccw,3,3,3,3,3
7278,ccw,3,3,3,3,3
7279,ccw,3,3,3,3,3
7280,ccw,3,3,3,3,3
7281,ccw,3,3,3,3,3
7282,ccw,3,3,3,3,3
7283,ccw,3,3,3,3,3
7284,ccw,3,3,3,3,3
7285,ccw,3,3,3,3,3
7286,ccw,3,3,3,3,3
7287,ccw,3,3,3,3,3
7288,ccw,3,3,3,3,3
7289,ccw,3,3,3,3,3
7290,ccw,3,3,3,3,3
7291,ccw,3,3,3,3,3
7292,ccw,3,3,3,3,3
7293,ccw,3,3,3,3,3
7294,ccw,3,3,3,3,3
7295,ccw,3,3,3,3,3
7296,ccw,3,3,3,3,3
7297,ccw,3,3,3,3,3
7298,ccw,3,3,3,3,3
7299,ccw,3,3,3,3,3
7300,ccw,3,3,3,3,3
7301,ccw,3,3,3,3,3
7302,ccw,3,3,3,3,3
7303,ccw,3,3,3,3,3
7304,ccw,3,3,3,3,3
7305,ccw,3,3,3,3,3
7306,ccw,3,3,3,3,3
7307,ccw,3,3,3,3,3
7308,ccw,3,3,3,3,3
7309,ccw,3,3,3,3,3
7310,ccw,3,3,3,3,3
7311,ccw,3,3,3,3,3
7312,ccw,3,3,3,3,3
7313,ccw,3,3,3,3,3
7314,ccw,3,3,3,3,3
7315,ccw,3,3,3,3,3
7316,ccw,3,3,3,3,3
7317,ccw,3,3,3,3,3
7318,ccw,3,3,3,3,3
7319,ccw,3,3,3,3,3
7320,ccw,3,3,3,3,3
7321,ccw,3,3,3,3,3
7322,ccw,3,3,3,3,3
7323,ccw,3,3,3,3,3
7324,ccw,3,3,3,3,3
7325,ccw,3,3,3,3,3
7326,ccw,3,3,3,3,3
7327,ccw,3,3,3,3,3
7328,ccw,3,3,3,3,3
7329,ccw,3,3,3,3,3
7330,ccw,3,3,3,3,3
7331,ccw,3,3,3,3,3
7332,ccw,3,3,3,3,3
7333,ccw,3,3,3,3,3
7334,ccw,3,3,3,3,3
7335,ccw,3,3,3,3,3
7336,ccw,3,3,3,3,3
7337,ccw,3,3,3,3,3
7338,ccw,3,3,3,3,3
7339,ccw,3,3,3,3,3
7340,ccw,3,3,3,3,3
7341,ccw,3,3,3,3,3
7342,ccw,3,3,3,3,3
7343,ccw,3,3,3,3,3
7344,ccw,3,3,3,3,3
7345,ccw,3,3,3,3,3
7346,ccw,3,3,3,3,3
7347,ccw,3,3,3,3,3
7348,ccw,3,3,3,3,3
7349,ccw,3,3,3,3,3
7350,ccw,3,3,3,3,3
7351,ccw,3,3,3,3,3
7352,ccw,3,3,3,3,3
7353,ccw,3,3,3,3,3
7354,ccw,3,3,3,3,3
7355,ccw,3,3,3,3,3
7356,ccw,3,3,3,3,3
7357,ccw,3,3,3,3,3
7358,ccw,3,3,3,3,3
7359,ccw,3,3,3,3,3
7360,ccw,3,3,3,3,3
7361,ccw,3,3,3,3,3
7362,ccw,3,3,3,3,3
7363,ccw,3,3,3,3,3
7364,ccw,3,3,3,3,3
7365,ccw,3,3,3,3,3
7366,ccw,3,3,3,3,3
7367,ccw,3,3,3,3,3
7368,ccw,3,3,3,3,3
7369,ccw,3,3,3,3,3
7370,ccw,3,3,3,3,3
7371,ccw,3,3,3,3,3
7372,ccw,3,3,3,3,3
7373,ccw,3,3,3,3,3
7374,ccw,3,3,3,3,3
7375,ccw,3,3,3,3,3
7376,ccw,3,3,3,3,3
7377,ccw,3,3,3,3,3
7378,ccw,3,3,3,3,3
7379,ccw,3,3,3,3,3
7380,ccw,3,3,3,3,3
7381,ccw,3,3,3,3,3
7382,ccw,3,3,3,3,3
7383,ccw,3,3,3,3,3
7384,ccw,3,3,3,3,3
7385,ccw,3,3,3,3,3
7386,ccw,3,3,3,3,3
7387,ccw,3,3,3,3,3
7388,ccw,3,3,3,3,3
7389,ccw,3,3,3,3,3
7390,ccw,3,3,3,3,3
7391,ccw,3,3,3,3,3
7392,ccw,3,3,3,3,3
7393,ccw,3,3,3,3,3
7394,ccw,3,3,3,3,3
7395,ccw,3,3,3,3,3
7396,ccw,3,3,3,3,3
7397,ccw,3,3,3,3,3
7398,ccw,3,3,3,3,3
7399,ccw,3,3,3,3,3
7400,ccw,3,3,3,3,3
7401,ccw,3,3,3,3,3
7402,ccw,3,3,3,3,3
7403,ccw,3,3,3,3,3
7404,ccw,3,3,3,3,3
7405,ccw,3,3,3,3,3
7406,ccw,3,3,3,3,3
7407,ccw,3,3,3,3,3
7408,ccw,3,3,3,3,3
7409,ccw,3,3,3,3,3
7410,ccw,3,3,3,3,3
7411,ccw,3,3,3,3,3
7412,ccw,3,3,3,3,3
7413,ccw,3,3,3,3,3
7414,ccw,3,3,3,3,3
7415,ccw,3,3,3,3,3
7416,ccw,3,3,3,3,3
7417,ccw,3,3,3,3,3
7418,ccw,3,3,3,3,3
7419,ccw,3,3,3,3,3
