epoch,loss,val_loss
0,0.07850319594144821,0.06111264228820801
1,0.07824461460113526,0.060878881812095643
2,0.0779611811041832,0.06061181426048279
3,0.07761204093694687,0.06028285026550293
4,0.077180215716362,0.05986335128545761
5,0.07666611522436143,0.059359577298164365
6,0.0758813813328743,0.05870129019021988
7,0.07484483420848846,0.058066177368164065
8,0.07378501296043397,0.05860944166779518
9,0.07330542504787445,0.05878793895244598
10,0.0728890672326088,0.05837736427783966
11,0.07254282757639885,0.05820426493883133
12,0.07236790210008621,0.05844636112451553
13,0.07222902029752731,0.058736995607614514
14,0.07212860733270646,0.05861066281795502
15,0.07204322218894958,0.058703822642564775
16,0.07195230275392532,0.05862488001585007
17,0.07185619324445724,0.058373046666383745
18,0.07169706374406815,0.05852283239364624
19,0.07167541533708573,0.05884309560060501
20,0.07156327366828918,0.05800456181168556
21,0.07134542912244797,0.05831684544682503
22,0.0710666686296463,0.05877290368080139
23,0.07064387649297714,0.05886409729719162
24,0.06940099149942398,0.06010905951261521
25,0.06737483739852905,0.05970337390899658
26,0.06556541621685028,0.05807450860738754
27,0.0634929433465004,0.0589218333363533
28,0.06112663224339485,0.059852218627929686
29,0.05902963727712631,0.05855780690908432
30,0.057296272367239,0.05751123577356339
31,0.055531368404626844,0.06124659925699234
32,0.053865554928779605,0.05823284909129143
33,0.05199131965637207,0.05740898177027702
34,0.05005789026618004,0.06159175932407379
35,0.04833000227808952,0.058586256206035615
36,0.046526269614696504,0.05805792585015297
37,0.045237335562705996,0.06188141405582428
38,0.043609415739774705,0.06222276836633682
39,0.04205542132258415,0.05801514014601707
40,0.04076248183846474,0.0601709745824337
41,0.03941808193922043,0.06544874310493469
42,0.03826602473855019,0.06442867517471314
43,0.03718024790287018,0.06143026053905487
44,0.03601658269762993,0.061588681489229205
45,0.035165298357605936,0.06252760514616966
46,0.034331300854682924,0.06258704364299775
47,0.03353041373193264,0.06228744313120842
48,0.03285510800778866,0.06361057981848717
49,0.03216835334897041,0.06373906880617142
50,0.03147498518228531,0.06482343524694442
51,0.030956485122442246,0.06330721527338028
52,0.030473506450653075,0.06461053788661957
53,0.029866169020533562,0.06610488891601562
54,0.02938895598053932,0.06776878088712693
55,0.028885045275092124,0.06549491584300995
56,0.028344246000051497,0.06642023772001267
57,0.027913176268339158,0.06602936536073685
58,0.0274726040661335,0.06805316209793091
59,0.02705351635813713,0.06694852262735367
60,0.02667175866663456,0.06857316344976425
61,0.026335551217198373,0.06877063363790512
62,0.025944600254297255,0.06755806654691696
63,0.02562651112675667,0.06866786181926728
