Date,Run_Number,Num_Epochs_Tot,Train_Loss,Valid_Loss
21:57.5,1358,27160,0.060954585,0.078163573
24:16.8,1359,27180,0.059035201,0.070652252
26:40.0,1360,27200,0.057847839,0.066212167
29:10.4,1361,27220,0.057022723,0.076398194
31:39.9,1362,27240,0.056392942,0.074997052
34:12.7,1363,27260,0.05897642,0.077360625
36:32.3,1364,27280,0.059793021,0.082066341
39:10.2,1365,27300,0.060751216,0.07605279
41:32.1,1366,27320,0.060088087,0.077733319
44:08.2,1367,27340,0.058747298,0.076470015
46:47.3,1368,27360,0.058867663,0.069449428
49:06.9,1369,27380,0.060327394,0.073557188
51:31.4,1370,27400,0.059134101,0.070570747
53:53.9,1371,27420,0.058025888,0.072897457
56:16.4,1372,27440,0.059398089,0.074009064
58:57.4,1373,27460,0.059734218,0.073533923
01:38.9,1374,27480,0.059285255,0.077874435
03:59.9,1375,27500,0.059373271,0.0799876
06:28.8,1376,27520,0.059955177,0.078667966
08:49.2,1377,27540,0.06093761,0.077731834
11:10.8,1378,27560,0.060678407,0.073766363
13:37.1,1379,27580,0.06030576,0.075270864
16:04.0,1380,27600,0.060837861,0.077767498
18:34.1,1381,27620,0.060195739,0.072948746
20:56.8,1382,27640,0.061901228,0.071340207
23:21.6,1383,27660,0.060410461,0.074107492
25:58.6,1384,27680,0.060099141,0.071594618
28:30.3,1385,27700,0.060846834,0.080326283
30:58.8,1386,27720,0.058850887,0.068985943
33:28.4,1387,27740,0.05817574,0.074041388
36:03.1,1388,27760,0.060405318,0.074174457
38:38.8,1389,27780,0.060052211,0.072944075
41:11.3,1390,27800,0.058475637,0.072481632
43:50.4,1391,27820,0.056188124,0.078520675
46:14.7,1392,27840,0.060950859,0.072784472
48:45.0,1393,27860,0.059726205,0.069731669
51:19.9,1394,27880,0.061975203,0.065438795
53:50.8,1395,27900,0.057769011,0.076340102
56:34.4,1396,27920,0.060463493,0.071451561
59:05.5,1397,27940,0.061568426,0.076359195
01:36.8,1398,27960,0.060969132,0.070796386
04:17.1,1399,27980,0.059087848,0.075830532
06:46.8,1400,28000,0.060883959,0.077963868
09:27.4,1401,28020,0.061429539,0.077233767
12:00.1,1402,28040,0.063633572,0.077751031
14:30.3,1403,28060,0.059973322,0.072231207
16:58.5,1404,28080,0.059275316,0.071068163
19:33.6,1405,28100,0.062137055,0.078148069
22:10.8,1406,28120,0.061919123,0.072320076
24:51.5,1407,28140,0.062156902,0.079576082
27:30.7,1408,28160,0.061857271,0.07383425
30:10.6,1409,28180,0.060384501,0.074949653
32:50.6,1410,28200,0.058486382,0.077273616
35:21.3,1411,28220,0.060047845,0.073443288
37:53.4,1412,28240,0.058185107,0.082334342
40:31.3,1413,28260,0.060345092,0.075533021
43:14.0,1414,28280,0.059905055,0.078338522
45:59.2,1415,28300,0.060253261,0.074294657
48:40.0,1416,28320,0.061081536,0.076658952
51:19.8,1417,28340,0.060333773,0.068619272
54:07.8,1418,28360,0.060273179,0.082743203
56:54.0,1419,28380,0.062284463,0.075368359
59:39.1,1420,28400,0.060836433,0.078565702
02:33.4,1421,28420,0.060211035,0.079157991
05:18.8,1422,28440,0.056752252,0.073211491
08:08.2,1423,28460,0.057547093,0.073403969
11:03.5,1424,28480,0.062320367,0.064405918
13:52.6,1425,28500,0.059935522,0.07940845
16:42.3,1426,28520,0.058946863,0.069470978
19:34.6,1427,28540,0.056487885,0.076093326
22:27.3,1428,28560,0.059220151,0.078953919
25:14.6,1429,28580,0.05889307,0.075870845
28:06.7,1430,28600,0.059940165,0.074048243
30:56.3,1431,28620,0.059498572,0.076903047
33:54.7,1432,28640,0.059803016,0.076818288
36:52.3,1433,28660,0.057864014,0.073551991
40:02.7,1434,28680,0.056628892,0.077769212
42:58.9,1435,28700,0.058711262,0.0710424
45:58.3,1436,28720,0.0615079,0.079985552
48:48.5,1437,28740,0.063221225,0.082748063
51:42.5,1438,28760,0.059206347,0.077829292
54:39.5,1439,28780,0.059651327,0.072161164
57:31.4,1440,28800,0.058695755,0.072011327
00:29.6,1441,28820,0.061163591,0.077980787
03:26.8,1442,28840,0.058854862,0.066703288
06:34.6,1443,28860,0.061959758,0.07067356
09:29.7,1444,28880,0.057952966,0.078717137
12:37.4,1445,28900,0.059672033,0.077097631
15:35.7,1446,28920,0.056899663,0.076823849
18:35.8,1447,28940,0.059928506,0.078949465
21:40.2,1448,28960,0.057004856,0.081646609
24:45.5,1449,28980,0.059580537,0.086405002
27:48.1,1450,29000,0.05962359,0.077324114
30:58.5,1451,29020,0.05827677,0.084628763
34:10.1,1452,29040,0.058017516,0.07653108
37:28.9,1453,29060,0.060556922,0.07945667
40:39.9,1454,29080,0.062233007,0.071977682
43:49.9,1455,29100,0.059905294,0.079301055
46:53.8,1456,29120,0.060102201,0.081394655
50:13.5,1457,29140,0.059117985,0.083845641
53:26.0,1458,29160,0.059135994,0.07099635
56:39.0,1459,29180,0.0572497,0.07661577
59:49.0,1460,29200,0.056009969,0.0728692
03:12.8,1461,29220,0.058418945,0.081169437
06:25.6,1462,29240,0.059906698,0.084026482
09:43.4,1463,29260,0.059908904,0.084254263
13:05.6,1464,29280,0.056452544,0.077929652
16:34.8,1465,29300,0.056261267,0.07406011
19:55.8,1466,29320,0.058042663,0.077473044
23:19.7,1467,29340,0.060792632,0.071906461
26:46.8,1468,29360,0.056290672,0.082905422
30:13.4,1469,29380,0.056923334,0.087325505
33:37.9,1470,29400,0.058577374,0.077465529
37:09.2,1471,29420,0.059218918,0.082214126
40:36.4,1472,29440,0.059816897,0.080698092
44:08.9,1473,29460,0.057584414,0.077398853
47:37.8,1474,29480,0.058683246,0.078620516
51:08.0,1475,29500,0.061670293,0.075872887
54:37.7,1476,29520,0.059683013,0.079318298
58:09.9,1477,29540,0.058591189,0.079836154
01:42.3,1478,29560,0.059569089,0.077944202
05:14.1,1479,29580,0.058410681,0.070692191
08:52.9,1480,29600,0.058010723,0.07866775
12:30.0,1481,29620,0.058526355,0.074425315
16:01.8,1482,29640,0.059930972,0.072364312
19:34.4,1483,29660,0.060599553,0.080459226
23:11.4,1484,29680,0.058971625,0.080501435
26:49.9,1485,29700,0.058784329,0.077057254
30:29.0,1486,29720,0.060708358,0.081191264
34:03.9,1487,29740,0.056154228,0.079137661
37:46.7,1488,29760,0.060641465,0.081595221
41:30.5,1489,29780,0.058661116,0.085973653
45:09.0,1490,29800,0.058802512,0.081641359
48:46.3,1491,29820,0.061689128,0.069272331
52:26.7,1492,29840,0.059552264,0.082823393
56:05.0,1493,29860,0.061478527,0.081223724
59:46.3,1494,29880,0.059053498,0.072817275
03:29.6,1495,29900,0.058359886,0.085226074
07:08.6,1496,29920,0.058167438,0.074613007
11:03.4,1497,29940,0.057135493,0.087002344
14:57.5,1498,29960,0.057648525,0.084651102
18:47.2,1499,29980,0.056342496,0.080143403
22:43.4,1500,30000,0.05926812,0.081313948
26:36.7,1501,30020,0.058137605,0.082167186
30:31.0,1502,30040,0.058976561,0.075871675
34:33.0,1503,30060,0.059419765,0.076533326
38:32.4,1504,30080,0.058606086,0.074453665
42:29.7,1505,30100,0.059235105,0.080987008
46:37.6,1506,30120,0.05948325,0.083686867
50:48.7,1507,30140,0.05773352,0.079212761
54:55.4,1508,30160,0.058621067,0.075268477
59:05.6,1509,30180,0.059481711,0.081780592
03:18.1,1510,30200,0.057352096,0.074975682
07:14.5,1511,30220,0.060552174,0.081133509
11:10.8,1512,30240,0.060551254,0.074886853
15:17.2,1513,30260,0.060511882,0.077152979
19:23.6,1514,30280,0.056669217,0.071481605
23:29.9,1515,30300,0.061068771,0.082003418
27:37.5,1516,30320,0.060378272,0.084915379
31:44.3,1517,30340,0.058798015,0.07267701
35:54.9,1518,30360,0.057985182,0.074258142
40:05.3,1519,30380,0.059128657,0.07634281
44:15.0,1520,30400,0.06080615,0.074274445
48:35.2,1521,30420,0.058548836,0.08104095
52:48.1,1522,30440,0.058386553,0.08451407
57:02.2,1523,30460,0.056456989,0.083349668
01:23.4,1524,30480,0.058009324,0.07953946
05:41.8,1525,30500,0.060402601,0.073694659
09:56.6,1526,30520,0.058178449,0.075926069
14:19.8,1527,30540,0.057497034,0.080409837
18:47.4,1528,30560,0.058365048,0.075090178
23:05.9,1529,30580,0.060397651,0.073284687
27:32.4,1530,30600,0.058452313,0.074224569
31:53.3,1531,30620,0.060213919,0.07839186
36:15.9,1532,30640,0.06029967,0.076257562
40:46.7,1533,30660,0.058704619,0.082466059
45:15.8,1534,30680,0.056593305,0.076628712
49:45.4,1535,30700,0.056995304,0.076412252
54:06.9,1536,30720,0.057547686,0.078066062
58:32.3,1537,30740,0.058357664,0.074606408
03:07.8,1538,30760,0.058707766,0.078079629
07:31.8,1539,30780,0.05793315,0.080219708
11:59.7,1540,30800,0.057520938,0.071662471
16:29.8,1541,30820,0.058764042,0.070992652
21:06.4,1542,30840,0.059094442,0.070529855
25:37.5,1543,30860,0.059056858,0.064699375
30:14.8,1544,30880,0.058671982,0.070762632
34:58.3,1545,30900,0.060826546,0.071737168
42:50.7,1546,30920,0.059176108,0.077362337
43:11.1,1547,30940,0.058085442,0.079202212
43:32.1,1548,30960,0.056966479,0.080771528
43:54.1,1549,30980,0.06083244,0.078728896
44:15.7,1550,31000,0.060054231,0.083037777
44:38.6,1551,31020,0.059605456,0.081878399
45:02.0,1552,31040,0.057050128,0.075868374
45:26.4,1553,31060,0.058977533,0.088428499
45:51.6,1554,31080,0.058436164,0.085066465
46:19.1,1555,31100,0.059538881,0.082992492
46:47.7,1556,31120,0.057688181,0.087319423
47:16.2,1557,31140,0.0593034,0.085503689
47:47.7,1558,31160,0.055678061,0.081930174
48:18.9,1559,31180,0.05900966,0.080638259
48:50.3,1560,31200,0.060015064,0.078979972
49:22.2,1561,31220,0.058234047,0.083885483
49:55.7,1562,31240,0.055840733,0.082993934
50:30.1,1563,31260,0.059422404,0.078834184
51:05.5,1564,31280,0.06005372,0.086091625
51:41.8,1565,31300,0.058718033,0.073273849
52:19.1,1566,31320,0.060406753,0.073155901
52:58.4,1567,31340,0.058785405,0.084424386
53:38.4,1568,31360,0.058984959,0.086043159
54:20.5,1569,31380,0.058675388,0.080451535
55:03.8,1570,31400,0.058463269,0.089173508
55:47.1,1571,31420,0.059041889,0.069056023
56:31.6,1572,31440,0.059161376,0.079399236
57:18.0,1573,31460,0.061195102,0.075358084
58:04.8,1574,31480,0.060070363,0.08645391
58:51.9,1575,31500,0.06077373,0.080090335
59:40.2,1576,31520,0.057900781,0.088268849
00:29.6,1577,31540,0.06112234,0.076705557
01:19.6,1578,31560,0.060110438,0.0813773
02:11.0,1579,31580,0.059898762,0.080523701
03:08.9,1580,31600,0.056745883,0.084345324
04:02.7,1581,31620,0.061383095,0.078147203
04:57.4,1582,31640,0.058320185,0.079970883
05:53.7,1583,31660,0.061578645,0.076816632
06:50.0,1584,31680,0.058640904,0.076230918
07:47.5,1585,31700,0.060433922,0.078772977
08:46.0,1586,31720,0.057646278,0.074002254
09:45.5,1587,31740,0.060027367,0.087576072
10:46.1,1588,31760,0.057417357,0.078973028
11:47.6,1589,31780,0.056321672,0.071537037
12:50.3,1590,31800,0.056874374,0.07990234
13:54.0,1591,31820,0.056223538,0.082652619
15:00.0,1592,31840,0.05905482,0.084367047
16:08.5,1593,31860,0.060140822,0.089700365
17:15.6,1594,31880,0.061077902,0.081557058
18:26.9,1595,31900,0.060330973,0.082243637
19:35.1,1596,31920,0.058120424,0.085602568
20:44.4,1597,31940,0.058834147,0.075019459
21:54.6,1598,31960,0.059481306,0.080358474
23:05.6,1599,31980,0.058209732,0.076109256
24:17.2,1600,32000,0.058547039,0.077191539
25:29.4,1601,32020,0.058702414,0.078137901
26:43.0,1602,32040,0.059591975,0.077825941
27:57.2,1603,32060,0.059413408,0.081169572
29:13.1,1604,32080,0.059629627,0.086542476
30:29.9,1605,32100,0.059753866,0.083946809
31:48.4,1606,32120,0.060093006,0.087475088
33:07.1,1607,32140,0.059674189,0.079545434
34:28.0,1608,32160,0.061438203,0.077728577
35:48.8,1609,32180,0.060654605,0.084073789
37:10.5,1610,32200,0.059993061,0.078906336
38:33.1,1611,32220,0.061854361,0.073073899
39:56.9,1612,32240,0.060025511,0.07671526
41:21.2,1613,32260,0.060514046,0.072783865
42:47.2,1614,32280,0.060818485,0.085142418
44:15.1,1615,32300,0.0587723,0.071875423
45:42.2,1616,32320,0.05901114,0.077318327
47:09.9,1617,32340,0.05915835,0.083551709
48:38.5,1618,32360,0.058974463,0.082067255
50:11.3,1619,32380,0.058558006,0.079633552
51:44.4,1620,32400,0.056224942,0.087231705
53:16.3,1621,32420,0.059266749,0.080620846
54:49.3,1622,32440,0.058845098,0.072684404
56:23.1,1623,32460,0.061125746,0.071516454
57:56.2,1624,32480,0.056835228,0.081862098
59:32.1,1625,32500,0.059676664,0.07864492
01:10.0,1626,32520,0.060235681,0.08464905
02:48.2,1627,32540,0.059818867,0.076689784
04:27.9,1628,32560,0.059386511,0.078716656
06:11.5,1629,32580,0.059590673,0.081017833
07:55.4,1630,32600,0.060555454,0.080931036
09:39.3,1631,32620,0.063005951,0.080025071
11:24.4,1632,32640,0.060343092,0.074340375
13:10.8,1633,32660,0.058485357,0.075435629
14:56.9,1634,32680,0.061179629,0.083486447
16:44.6,1635,32700,0.061470293,0.077354332
18:30.6,1636,32720,0.061042333,0.08443959
20:17.7,1637,32740,0.061157879,0.077812413
22:04.9,1638,32760,0.059219379,0.079350247
23:53.0,1639,32780,0.057799655,0.083677457
25:40.7,1640,32800,0.059248604,0.075846432
27:30.0,1641,32820,0.057937809,0.08978314
29:20.8,1642,32840,0.060314823,0.080925048
31:12.6,1643,32860,0.060340714,0.082337722
33:05.2,1644,32880,0.05973008,0.082202545
34:57.9,1645,32900,0.060554156,0.083288025
36:53.6,1646,32920,0.058811236,0.076668228
38:50.5,1647,32940,0.059037724,0.094033715
40:48.1,1648,32960,0.061791132,0.08118355
42:49.8,1649,32980,0.061407285,0.083417574
44:51.3,1650,33000,0.059768245,0.083482903
46:54.4,1651,33020,0.056099098,0.079290142
48:59.8,1652,33040,0.057415027,0.081886944
51:04.4,1653,33060,0.062697072,0.06768262
53:09.7,1654,33080,0.059597585,0.086581455
55:14.1,1655,33100,0.058270584,0.073555523
57:20.3,1656,33120,0.056611819,0.084428942
59:30.6,1657,33140,0.059026005,0.083840736
01:39.6,1658,33160,0.058157482,0.08328011
03:50.6,1659,33180,0.06010539,0.076151823
06:03.8,1660,33200,0.059526818,0.07859733
08:18.3,1661,33220,0.059403309,0.083699538
10:34.9,1662,33240,0.057992248,0.079641243
12:53.1,1663,33260,0.056899439,0.083958414
15:11.9,1664,33280,0.058713996,0.076385604
17:31.9,1665,33300,0.062198821,0.086596536
19:54.2,1666,33320,0.061696882,0.087643709
22:16.4,1667,33340,0.058960975,0.08519781
24:41.2,1668,33360,0.058716969,0.073485724
27:07.0,1669,33380,0.058611756,0.075880187
29:32.6,1670,33400,0.061277834,0.081340028
31:59.1,1671,33420,0.058545589,0.068441516
34:27.3,1672,33440,0.061604887,0.073468762
36:55.7,1673,33460,0.057371255,0.0865481
39:25.0,1674,33480,0.0586165,0.083921329
41:55.7,1675,33500,0.055934909,0.081523026
44:26.9,1676,33520,0.058988644,0.084828566
46:58.0,1677,33540,0.056529937,0.086295914
49:34.1,1678,33560,0.058619625,0.087485624
52:08.3,1679,33580,0.060111021,0.07738168
54:40.4,1680,33600,0.056751736,0.088893165
57:11.9,1681,33620,0.057326592,0.078430151
59:43.7,1682,33640,0.058631114,0.079969582
02:16.6,1683,33660,0.060355264,0.075141163
04:51.1,1684,33680,0.058194831,0.07937278
07:25.8,1685,33700,0.058836925,0.081757346
10:01.3,1686,33720,0.057789356,0.084002655
12:39.3,1687,33740,0.059581168,0.072555172
15:18.3,1688,33760,0.057722852,0.073613576
17:58.2,1689,33780,0.056569309,0.071973374
20:41.5,1690,33800,0.058461028,0.081364098
23:22.8,1691,33820,0.059145976,0.085321051
26:04.1,1692,33840,0.059462223,0.085905956
28:50.2,1693,33860,0.056711998,0.076004244
31:38.7,1694,33880,0.056221668,0.073792149
34:28.0,1695,33900,0.057089513,0.076767052
37:18.5,1696,33920,0.060374334,0.069848933
40:11.9,1697,33940,0.055969176,0.078772481
43:06.9,1698,33960,0.056507537,0.082178053
46:02.4,1699,33980,0.058156347,0.074694847
48:55.1,1700,34000,0.058655571,0.079568613
51:51.6,1701,34020,0.059748841,0.07625795
54:51.1,1702,34040,0.057521226,0.07584703
57:51.0,1703,34060,0.059257534,0.077007105
00:52.3,1704,34080,0.062205542,0.071760722
03:52.8,1705,34100,0.059608663,0.078002748
06:54.4,1706,34120,0.05923561,0.076366656
09:57.4,1707,34140,0.060104789,0.073904749
13:02.5,1708,34160,0.058701246,0.068019631
16:08.8,1709,34180,0.0577796,0.078650665
19:16.1,1710,34200,0.058617524,0.075252535
22:24.6,1711,34220,0.05957123,0.071998637
25:29.6,1712,34240,0.060653598,0.078847781
28:36.0,1713,34260,0.05865061,0.080609791
31:41.6,1714,34280,0.058589786,0.075564893
34:48.4,1715,34300,0.060012225,0.081263096
37:55.5,1716,34320,0.05549144,0.077717815
41:07.4,1717,34340,0.059738526,0.081581634
44:22.6,1718,34360,0.058438551,0.082849028
47:39.3,1719,34380,0.057780159,0.077672361
50:54.4,1720,34400,0.061578712,0.070553074
54:08.4,1721,34420,0.060908214,0.082319762
57:21.7,1722,34440,0.062140975,0.078085927
00:35.8,1723,34460,0.060364891,0.067381072
03:50.9,1724,34480,0.058703014,0.079314075
07:03.1,1725,34500,0.057842629,0.071303177
10:17.1,1726,34520,0.057767889,0.082319671
13:32.5,1727,34540,0.058570223,0.080289198
16:49.1,1728,34560,0.058326533,0.074457797
20:05.7,1729,34580,0.061215574,0.075187033
23:22.2,1730,34600,0.05895761,0.079447375
26:42.6,1731,34620,0.061111221,0.068536749
30:06.9,1732,34640,0.060639459,0.072923503
33:27.4,1733,34660,0.060112046,0.071606057
36:51.7,1734,34680,0.060826694,0.077960624
40:20.5,1735,34700,0.0601974,0.079949802
43:46.0,1736,34720,0.057730137,0.075650752
47:14.2,1737,34740,0.059081289,0.071405669
50:42.2,1738,34760,0.059476044,0.081564696
54:09.6,1739,34780,0.057581729,0.073013121
57:42.5,1740,34800,0.06075064,0.077436172
01:16.9,1741,34820,0.061115855,0.071148551
04:55.5,1742,34840,0.060520412,0.07621365
08:39.3,1743,34860,0.056133604,0.069761617
12:14.9,1744,34880,0.062369684,0.076255558
15:50.5,1745,34900,0.061237215,0.077963347
19:22.7,1746,34920,0.059492864,0.069202767
16:59.1,1747,34940,0.059823295,0.077963566
19:30.7,1748,34960,0.059195119,0.076563907
22:14.0,1749,34980,0.058434564,0.079043231
24:38.8,1750,35000,0.061141893,0.07851244
27:23.7,1751,35020,0.06073383,0.077248484
30:14.5,1752,35040,0.059786393,0.076892432
32:58.6,1753,35060,0.057347485,0.07509168
35:22.1,1754,35080,0.060157972,0.082318135
38:27.5,1755,35100,0.059874656,0.076629169
41:04.1,1756,35120,0.059828231,0.078179706
43:27.7,1757,35140,0.059415858,0.07862616
45:50.5,1758,35160,0.059552363,0.075601242
48:13.4,1759,35180,0.056036799,0.074606395
50:33.4,1760,35200,0.059545309,0.074387646
52:58.0,1761,35220,0.060816889,0.073306959
55:19.8,1762,35240,0.059880159,0.073729121
57:37.8,1763,35260,0.056516189,0.075936267
00:01.4,1764,35280,0.059618655,0.074552029
02:32.6,1765,35300,0.060238687,0.081260733
04:51.3,1766,35320,0.058619686,0.070763492
07:10.6,1767,35340,0.060762761,0.069273743
09:27.0,1768,35360,0.058621743,0.078429877
11:50.0,1769,35380,0.058650637,0.076319963
14:03.4,1770,35400,0.059062297,0.073393097
16:25.8,1771,35420,0.058588091,0.083342202
18:51.5,1772,35440,0.058735623,0.065707001
21:04.2,1773,35460,0.058920088,0.076454418
23:13.7,1774,35480,0.062133707,0.070549824
25:26.5,1775,35500,0.062123315,0.077088395
27:34.7,1776,35520,0.061793893,0.075297542
29:37.7,1777,35540,0.05832018,0.083738221
31:51.1,1778,35560,0.060599226,0.076623319
34:13.7,1779,35580,0.060904549,0.079818052
36:40.2,1780,35600,0.06046825,0.076657104
39:28.6,1781,35620,0.057784575,0.079865237
41:45.2,1782,35640,0.061319801,0.077085221
44:03.8,1783,35660,0.059411831,0.074798418
46:11.5,1784,35680,0.062170987,0.073336779
48:25.4,1785,35700,0.060298973,0.072104118
50:35.7,1786,35720,0.060655652,0.076483049
52:45.6,1787,35740,0.059016939,0.067576659
55:13.0,1788,35760,0.060932098,0.082394474
57:29.8,1789,35780,0.059421864,0.072352994
59:47.9,1790,35800,0.058692059,0.063374254
02:23.8,1791,35820,0.058897903,0.071800632
04:54.5,1792,35840,0.05829159,0.074321102
07:16.5,1793,35860,0.061666358,0.076368619
09:44.3,1794,35880,0.061161861,0.082656677
12:00.2,1795,35900,0.062267725,0.072722394
14:21.6,1796,35920,0.06181463,0.073442482
16:44.6,1797,35940,0.059941909,0.075537885
19:10.6,1798,35960,0.061503605,0.066389819
21:30.8,1799,35980,0.061609167,0.071920631
23:48.2,1800,36000,0.060857404,0.069116824
26:10.2,1801,36020,0.060843855,0.070169924
28:36.3,1802,36040,0.060379732,0.072532863
31:02.8,1803,36060,0.060515121,0.072072932
33:29.1,1804,36080,0.060779042,0.076699424
36:04.3,1805,36100,0.061074517,0.079479893
38:32.7,1806,36120,0.061142076,0.075560817
40:52.3,1807,36140,0.061366938,0.079613841
43:12.1,1808,36160,0.061292017,0.071694489
45:34.1,1809,36180,0.063484982,0.069452825
47:59.7,1810,36200,0.062529153,0.074628515
50:21.0,1811,36220,0.061703776,0.070175122
52:47.3,1812,36240,0.063238479,0.066343308
55:12.4,1813,36260,0.061727132,0.071061685
57:45.4,1814,36280,0.061747867,0.067237526
00:07.6,1815,36300,0.061942431,0.076889225
02:50.7,1816,36320,0.059283486,0.068217364
05:27.2,1817,36340,0.059858313,0.070722784
08:04.8,1818,36360,0.061113251,0.074426428
10:48.4,1819,36380,0.060069448,0.074028606
13:16.6,1820,36400,0.059504414,0.07231471
15:50.8,1821,36420,0.057817792,0.077119202
18:17.5,1822,36440,0.061587553,0.071818374
20:42.9,1823,36460,0.060049549,0.068337408
23:12.2,1824,36480,0.062492214,0.064842895
25:52.3,1825,36500,0.05855459,0.074833779
28:43.6,1826,36520,0.061930133,0.069857358
31:18.9,1827,36540,0.06243483,0.078194447
34:19.7,1828,36560,0.061415204,0.070492264
36:55.7,1829,36580,0.060692903,0.073619316
39:42.3,1830,36600,0.062364915,0.071122763
42:28.8,1831,36620,0.062412267,0.073428116
45:09.9,1832,36640,0.065485101,0.070796521
47:45.3,1833,36660,0.06145657,0.068844222
50:32.6,1834,36680,0.059307429,0.07299751
53:10.4,1835,36700,0.063295841,0.074682934
55:54.4,1836,36720,0.063618075,0.06900712
58:43.4,1837,36740,0.063166672,0.077264511
01:31.1,1838,36760,0.06234863,0.074776646
04:26.6,1839,36780,0.061436798,0.073694543
07:07.6,1840,36800,0.059900341,0.075932741
09:46.6,1841,36820,0.060936036,0.073679531
12:37.2,1842,36840,0.060765729,0.081713653
15:30.2,1843,36860,0.061668347,0.076484318
18:22.3,1844,36880,0.061931623,0.077881483
21:16.2,1845,36900,0.061129753,0.07755188
24:04.4,1846,36920,0.062988515,0.079364398
26:49.8,1847,36940,0.060867508,0.071448306
29:34.9,1848,36960,0.060657826,0.08839049
32:27.3,1849,36980,0.063020846,0.077526566
35:20.5,1850,37000,0.062549839,0.078737291
38:13.0,1851,37020,0.060737453,0.078670684
41:06.3,1852,37040,0.057204844,0.074532749
43:56.6,1853,37060,0.058723662,0.074880695
46:48.2,1854,37080,0.062850379,0.064573479
49:40.7,1855,37100,0.059965413,0.084868447
52:28.0,1856,37120,0.060061907,0.071869654
55:19.2,1857,37140,0.058122498,0.079718853
58:08.8,1858,37160,0.061176828,0.079191991
01:03.7,1859,37180,0.05979893,0.078972338
04:06.6,1860,37200,0.061434981,0.073495436
06:56.1,1861,37220,0.060559089,0.075503718
09:55.2,1862,37240,0.060396084,0.076375275
12:53.8,1863,37260,0.059302497,0.074603031
16:00.7,1864,37280,0.058402129,0.078491139
18:56.5,1865,37300,0.06036617,0.071080263
21:57.6,1866,37320,0.064078017,0.081886938
24:52.7,1867,37340,0.064014315,0.085244811
27:49.6,1868,37360,0.061152709,0.081770884
30:48.0,1869,37380,0.061195979,0.075241368
33:45.2,1870,37400,0.060201281,0.074255267
36:49.9,1871,37420,0.06195041,0.080655165
39:52.7,1872,37440,0.059592527,0.068853617
43:05.1,1873,37460,0.062710785,0.075117237
46:05.6,1874,37480,0.058678767,0.082214026
49:18.4,1875,37500,0.061013696,0.080885635
52:27.7,1876,37520,0.057851881,0.07870296
55:27.6,1877,37540,0.060277618,0.081922998
58:32.1,1878,37560,0.058493122,0.081543735
01:37.4,1879,37580,0.061500041,0.082851667
04:38.0,1880,37600,0.06299381,0.07356152
07:45.5,1881,37620,0.059583769,0.084746916
10:50.1,1882,37640,0.058236214,0.0769878
13:58.7,1883,37660,0.061156154,0.078857619
17:02.3,1884,37680,0.062639483,0.074839478
20:12.5,1885,37700,0.05996345,0.080887721
23:26.3,1886,37720,0.060629119,0.081824398
26:33.0,1887,37740,0.059307333,0.084120328
29:45.1,1888,37760,0.061471292,0.070936392
32:56.2,1889,37780,0.060059685,0.074639946
36:02.5,1890,37800,0.058139641,0.072568884
39:19.6,1891,37820,0.060180559,0.082560111
42:37.7,1892,37840,0.059798162,0.089505193
45:54.4,1893,37860,0.061077482,0.090204796
49:18.8,1894,37880,0.058423455,0.076382371
52:54.5,1895,37900,0.058602397,0.073339018
56:12.0,1896,37920,0.059180855,0.076358168
59:32.4,1897,37940,0.062370755,0.071581709
03:00.8,1898,37960,0.057955003,0.082260086
06:23.6,1899,37980,0.05837682,0.083947384
10:03.2,1900,38000,0.05981305,0.076763955
13:27.5,1901,38020,0.06009843,0.082420949
16:50.4,1902,38040,0.061759536,0.079578323
20:17.3,1903,38060,0.059376696,0.076924569
23:44.1,1904,38080,0.060624533,0.076168325
27:11.9,1905,38100,0.062812299,0.074168815
30:45.7,1906,38120,0.061783079,0.076758561
34:10.7,1907,38140,0.060835536,0.081420644
37:36.0,1908,38160,0.060907343,0.079545393
41:05.6,1909,38180,0.059614317,0.073337605
44:37.6,1910,38200,0.059185176,0.084224632
48:23.2,1911,38220,0.060612151,0.077729833
51:53.2,1912,38240,0.06150797,0.075055168
55:23.3,1913,38260,0.062845612,0.079952966
59:08.6,1914,38280,0.060030897,0.084105736
02:42.8,1915,38300,0.06062205,0.07869848
06:17.1,1916,38320,0.061789559,0.083124467
09:49.3,1917,38340,0.057449196,0.082059866
13:31.8,1918,38360,0.060995454,0.085344919
17:15.7,1919,38380,0.06053573,0.083658616
20:53.9,1920,38400,0.059167289,0.08005595
24:34.7,1921,38420,0.063229834,0.069145643
28:17.0,1922,38440,0.061695261,0.083341591
32:03.8,1923,38460,0.064261511,0.080450663
36:14.4,1924,38480,0.060295834,0.074294388
40:00.2,1925,38500,0.059928105,0.084139025
43:46.2,1926,38520,0.059752046,0.073659301
47:30.1,1927,38540,0.059912945,0.085198209
51:32.5,1928,38560,0.060073416,0.084253356
55:18.9,1929,38580,0.05837858,0.085223178
59:07.8,1930,38600,0.061683103,0.08272504
03:00.5,1931,38620,0.059266451,0.088219597
06:58.5,1932,38640,0.060419105,0.078869209
11:07.8,1933,38660,0.061114312,0.077916923
15:11.5,1934,38680,0.060401895,0.073460671
19:05.0,1935,38700,0.061021448,0.081610509
23:05.7,1936,38720,0.060685938,0.086193275
27:01.6,1937,38740,0.058763118,0.081767634
31:02.3,1938,38760,0.060437999,0.076861092
