isophotal,isoPhiErr_u
isophotal,isoPhiErr_g
isophotal,isoPhiErr_r
isophotal,isoPhiErr_i
isophotal,isoPhiErr_z
isophotal,isoPhiGrad_u
isophotal,isoPhiGrad_g
isophotal,isoPhiGrad_r
isophotal,isoPhiGrad_i
isophotal,isoPhiGrad_z
devaucouleurs,deVRad_u
devaucouleurs,deVRad_g
devaucouleurs,deVRad_r
devaucouleurs,deVRad_i
devaucouleurs,deVRad_z
devaucouleurs,deVRadErr_u
devaucouleurs,deVRadErr_g
devaucouleurs,deVRadErr_r
devaucouleurs,deVRadErr_i
devaucouleurs,deVRadErr_z
devaucouleurs,deVAB_u
devaucouleurs,deVAB_g
devaucouleurs,deVAB_r
devaucouleurs,deVAB_i
devaucouleurs,deVAB_z
devaucouleurs,deVABErr_u
devaucouleurs,deVABErr_g
devaucouleurs,deVABErr_r
devaucouleurs,deVABErr_i
devaucouleurs,deVABErr_z
devaucouleurs,deVPhi_u
devaucouleurs,deVPhi_g
devaucouleurs,deVPhi_r
devaucouleurs,deVPhi_i
devaucouleurs,deVPhi_z
devaucouleurs,deVPhiErr_u
devaucouleurs,deVPhiErr_g
devaucouleurs,deVPhiErr_r
devaucouleurs,deVPhiErr_i
devaucouleurs,deVPhiErr_z
devaucouleurs,deVMag_u
devaucouleurs,deVMag_g
devaucouleurs,deVMag_r
devaucouleurs,deVMag_i
devaucouleurs,deVMag_z
devaucouleurs,deVMagErr_u
devaucouleurs,deVMagErr_g
devaucouleurs,deVMagErr_r
devaucouleurs,deVMagErr_i
devaucouleurs,deVMagErr_z
exponential,expRad_u
exponential,expRad_g
exponential,expRad_r
exponential,expRad_i
exponential,expRad_z
exponential,expRadErr_u
exponential,expRadErr_g
exponential,expRadErr_r
exponential,expRadErr_i
exponential,expRadErr_z
exponential,expAB_u
exponential,expAB_g
exponential,expAB_r
exponential,expAB_i
exponential,expAB_z
exponential,expABErr_u
exponential,expABErr_g
exponential,expABErr_r
exponential,expABErr_i
exponential,expABErr_z
exponential,expPhi_u
exponential,expPhi_g
exponential,expPhi_r
exponential,expPhi_i
exponential,expPhi_z
exponential,expPhiErr_u
exponential,expPhiErr_g
exponential,expPhiErr_r
exponential,expPhiErr_i
exponential,expPhiErr_z
exponential,expMag_u
exponential,expMag_g
exponential,expMag_r
exponential,expMag_i
exponential,expMag_z
exponential,expMagErr_u
exponential,expMagErr_g
exponential,expMagErr_r
exponential,expMagErr_i
exponential,expMagErr_z
model,modelMag_u
model,modelMag_g
model,modelMag_r
model,modelMag_i
model,modelMag_z
model,modelMagErr_u
model,modelMagErr_g
model,modelMagErr_r
model,modelMagErr_i
model,modelMagErr_z
