,rotation,nProf_u,nProf_g,nProf_r,nProf_i,nProf_z
921,cw,10,10,10,10,10
922,cw,10,10,10,10,10
923,cw,11,11,11,11,11
924,cw,10,10,10,10,10
925,cw,11,11,11,11,11
926,cw,10,10,10,10,10
927,cw,9,9,9,9,9
928,cw,11,11,11,11,11
929,cw,11,11,11,11,11
930,cw,10,10,10,10,10
931,cw,10,10,10,11,10
932,cw,10,11,10,10,10
933,cw,10,10,10,10,10
934,cw,11,11,11,11,11
935,cw,11,10,10,10,10
936,cw,9,10,9,9,9
937,cw,13,13,13,13,13
938,cw,10,10,10,10,10
939,cw,10,10,10,10,10
940,cw,11,11,11,11,11
941,cw,10,10,10,11,10
942,cw,10,10,10,10,10
943,cw,10,10,10,10,10
944,cw,10,10,10,10,10
945,cw,10,10,10,10,10
946,cw,11,10,10,10,11
947,cw,11,11,11,11,11
948,cw,10,10,10,10,10
949,cw,11,11,11,11,11
950,cw,11,11,11,11,11
951,cw,9,9,9,9,9
952,cw,11,11,11,11,11
953,cw,11,11,11,11,11
954,cw,11,11,11,11,11
955,cw,11,11,11,11,11
956,cw,10,10,10,10,10
957,cw,11,11,11,11,11
958,cw,11,11,11,11,11
959,cw,11,11,11,11,11
960,cw,10,10,10,10,10
961,cw,9,9,9,9,9
962,cw,10,10,10,10,10
963,cw,10,10,10,10,10
964,cw,10,10,10,10,10
965,cw,11,11,11,11,11
966,cw,11,11,11,11,11
967,cw,10,10,10,10,10
968,cw,12,12,12,12,12
969,cw,10,10,10,10,10
970,cw,11,11,11,11,11
971,cw,9,10,9,9,9
972,cw,10,10,10,10,10
973,cw,10,10,10,10,10
974,cw,11,11,11,11,11
975,cw,10,10,10,10,11
976,cw,10,10,10,10,10
977,cw,11,11,11,11,11
978,cw,11,11,11,11,11
979,cw,10,10,10,10,10
980,cw,10,10,10,10,10
981,cw,10,10,10,10,10
982,cw,12,12,12,12,12
983,cw,11,11,11,11,11
984,cw,10,11,10,10,11
985,cw,9,11,9,10,10
986,cw,12,12,12,12,12
987,cw,10,10,10,10,10
988,cw,10,10,10,10,10
989,cw,11,11,11,11,11
990,cw,10,10,10,11,10
991,cw,10,11,10,10,11
992,cw,11,11,11,11,11
993,cw,12,11,11,11,11
994,cw,11,11,11,11,11
995,cw,10,10,10,10,10
996,cw,10,10,10,11,10
997,cw,10,10,10,11,10
998,cw,10,10,10,10,10
999,cw,12,12,12,12,12
1000,cw,10,10,10,11,10
1001,cw,12,10,10,10,10
1002,cw,9,9,9,9,9
1003,cw,9,9,9,9,10
1004,cw,10,10,10,10,10
1005,cw,10,10,10,10,10
1006,cw,12,12,12,12,12
1007,cw,10,10,10,10,10
1008,cw,11,11,11,11,11
1009,cw,11,10,10,10,10
1010,cw,10,10,10,10,10
1011,cw,11,11,11,11,11
1012,cw,10,10,10,10,10
1013,cw,10,10,10,10,10
1014,cw,9,9,9,10,9
1015,cw,11,10,10,10,10
1016,cw,9,9,9,10,9
1017,cw,11,11,11,11,11
1018,cw,11,11,11,11,11
1019,cw,10,11,9,9,9
1020,cw,10,10,10,10,10
1021,cw,10,10,10,10,10
1022,cw,11,11,11,11,11
1023,cw,11,11,11,11,11
1024,cw,11,11,11,11,11
1025,cw,11,11,11,11,11
1026,cw,11,11,11,11,11
1027,cw,12,12,12,12,12
1028,cw,11,11,11,11,11
1029,cw,10,10,10,10,10
1030,cw,11,11,11,11,11
1031,cw,10,10,10,10,10
1032,cw,11,11,11,11,11
1033,cw,10,11,10,10,10
1034,cw,10,10,10,10,10
1035,cw,12,12,12,12,12
1036,cw,10,10,10,11,10
1037,cw,10,10,10,10,10
1038,cw,10,10,10,10,10
1039,cw,11,11,11,11,11
1040,cw,11,11,11,11,11
1041,cw,11,10,10,10,10
1042,cw,12,12,12,12,12
1043,cw,10,10,10,10,10
1044,cw,11,11,11,11,11
1045,cw,13,10,10,10,10
1046,cw,11,11,11,11,11
1047,cw,11,11,11,11,11
1048,cw,10,10,10,10,10
1049,cw,11,11,11,11,11
1050,cw,11,10,10,10,10
1051,cw,10,10,10,10,10
1052,cw,12,12,12,12,12
1053,cw,11,11,11,11,11
1054,cw,9,9,9,10,9
1055,cw,11,11,11,11,11
1056,cw,10,10,10,10,10
1057,cw,10,10,10,10,10
1058,cw,12,12,12,12,12
1059,cw,10,10,10,10,10
1060,cw,11,11,11,11,11
1061,cw,11,11,11,11,11
1062,cw,11,11,11,11,11
1063,cw,10,10,10,10,10
1064,cw,10,10,10,10,10
1065,cw,10,10,10,10,10
1066,cw,10,10,10,10,10
1067,cw,10,10,10,10,10
1068,cw,11,11,11,11,11
1069,cw,10,11,10,11,10
1070,cw,10,11,10,10,10
1071,cw,11,11,11,11,11
1072,cw,12,12,12,12,12
1073,cw,11,11,11,11,11
1074,cw,11,9,9,10,10
1075,cw,11,11,11,11,11
1076,cw,12,12,12,12,12
1077,cw,11,10,10,10,10
1078,cw,11,11,10,11,10
1079,cw,10,10,10,10,10
1080,cw,11,11,11,11,11
1081,cw,10,10,10,10,10
1082,cw,10,10,10,10,11
1083,cw,11,11,11,11,11
1084,cw,10,10,10,10,10
1085,cw,11,10,10,10,10
1086,cw,11,10,10,10,10
1087,cw,10,10,10,11,10
1088,cw,9,9,9,9,9
1089,cw,11,11,11,11,11
1090,cw,10,10,10,10,10
1091,cw,11,11,11,11,11
1092,cw,11,11,11,11,11
1093,cw,11,10,10,10,10
1094,cw,10,10,10,10,10
1095,cw,11,11,11,11,11
1096,cw,10,9,9,10,9
1097,cw,10,10,10,10,10
1098,cw,11,11,11,11,11
1099,cw,11,11,11,11,11
1100,cw,11,11,11,11,11
1101,cw,12,12,12,12,12
1102,cw,10,10,10,10,10
1103,cw,11,11,11,11,11
1104,cw,10,10,10,11,10
1105,cw,10,10,10,11,10
1106,cw,11,11,11,11,11
1107,cw,10,10,10,10,10
1108,cw,10,10,10,10,10
1109,cw,10,10,10,10,10
1110,cw,11,11,11,11,11
1111,cw,11,11,11,11,11
1112,cw,11,11,11,11,11
1113,cw,11,11,11,11,11
1114,cw,13,13,13,13,13
1115,cw,10,11,10,10,10
1116,cw,9,9,9,9,9
1117,cw,10,10,10,10,10
1118,cw,11,11,11,11,11
1119,cw,11,11,11,11,11
1120,cw,10,10,9,10,9
1121,cw,9,9,9,11,9
1122,cw,10,10,10,10,10
1123,cw,10,10,10,10,10
1124,cw,10,10,10,10,11
1125,cw,11,11,11,11,11
1126,cw,10,11,10,10,10
1127,cw,11,11,11,11,11
1128,cw,10,10,10,11,10
1129,cw,10,10,10,10,10
1130,cw,11,11,11,11,11
1131,cw,11,11,11,11,11
1132,cw,11,10,10,10,10
1133,cw,11,10,10,11,11
1134,cw,10,10,10,10,10
1135,cw,12,12,12,12,12
1136,cw,10,10,10,10,10
1137,cw,9,11,9,9,9
1138,cw,10,10,10,10,10
1139,cw,10,10,10,10,10
1140,cw,9,9,9,9,9
1141,cw,11,11,11,11,11
1142,cw,11,12,11,11,11
1143,cw,10,11,10,10,10
1144,cw,10,10,10,10,10
1145,cw,11,11,11,11,11
1146,cw,11,10,10,11,10
1147,cw,11,11,9,9,9
1148,cw,11,10,10,10,11
1149,cw,9,10,9,9,9
1150,cw,10,10,10,10,10
1151,cw,10,10,10,10,10
1152,cw,11,11,11,11,11
1153,cw,10,11,10,10,11
1154,cw,11,11,11,11,11
1155,cw,11,11,11,11,11
1156,cw,10,10,10,10,10
1157,cw,11,11,11,11,11
1158,cw,10,10,10,10,10
1159,cw,10,10,10,10,10
1160,cw,10,10,10,10,10
1161,cw,9,9,9,9,9
1162,cw,12,12,12,12,12
1163,cw,11,11,11,11,11
1164,cw,11,10,10,10,10
1165,cw,10,10,10,10,10
1166,cw,10,10,10,10,10
1167,cw,11,11,11,11,11
1168,cw,10,10,10,10,10
1169,cw,10,11,10,10,10
1170,cw,11,11,11,11,11
1171,cw,10,10,10,10,10
1172,cw,10,10,10,10,10
1173,cw,9,10,9,10,9
1174,cw,10,10,10,10,10
1175,cw,10,10,10,10,10
1176,cw,12,12,12,12,12
1177,cw,10,10,10,10,10
1178,cw,11,12,11,11,11
1179,cw,10,11,10,10,10
1180,cw,10,10,10,10,10
1181,cw,12,11,11,11,11
1182,cw,12,12,12,12,12
1183,cw,10,10,10,10,11
1184,cw,12,12,12,12,12
1185,cw,12,12,12,12,12
1186,cw,9,9,9,9,9
1187,cw,10,10,10,10,10
1188,cw,12,12,12,12,12
1189,cw,10,11,9,11,9
1190,cw,11,11,11,11,11
1191,cw,10,10,10,10,10
1192,cw,11,11,11,11,11
1193,cw,12,12,12,12,12
1194,cw,9,10,9,9,9
1195,cw,11,11,11,11,11
1196,cw,11,11,11,11,11
1197,cw,11,11,11,11,11
1198,cw,10,11,10,10,10
1199,cw,11,11,11,11,11
1200,cw,10,10,10,10,10
1201,cw,11,11,11,11,11
1202,cw,10,10,10,10,10
1203,cw,13,13,13,13,13
1204,cw,11,11,11,11,11
1205,cw,11,11,11,11,11
1206,cw,11,10,10,10,10
1207,cw,10,10,10,10,10
1208,cw,10,10,10,10,10
1209,cw,10,10,10,10,10
1210,cw,10,10,10,10,10
1211,cw,10,10,10,10,10
1212,cw,11,11,11,11,11
1213,cw,10,10,10,10,10
1214,cw,11,11,11,11,11
1215,cw,10,10,10,10,10
1216,cw,9,9,9,9,9
1217,cw,12,12,12,12,12
1218,cw,11,11,11,11,11
1219,cw,10,10,10,11,10
1220,cw,10,10,10,10,10
1221,cw,10,10,10,10,10
1222,cw,12,12,12,12,12
1223,cw,11,10,10,10,10
1224,cw,9,9,9,10,9
1225,cw,10,10,10,10,10
1226,cw,10,10,10,10,10
1227,cw,11,12,11,11,11
1228,cw,10,10,10,10,10
1229,cw,11,11,11,11,11
1230,cw,11,10,10,10,10
1231,cw,11,11,11,11,11
1232,cw,12,12,12,12,12
1233,cw,9,10,9,10,9
1234,cw,10,10,10,10,10
1235,cw,11,11,11,11,11
1236,cw,10,10,10,10,11
1237,cw,11,11,11,11,11
1238,cw,11,11,11,11,11
1239,cw,10,10,10,10,10
1240,cw,10,10,10,10,10
1241,cw,11,11,11,11,11
1242,cw,11,11,11,11,11
1243,cw,11,11,11,11,11
1244,cw,11,11,11,11,11
1245,cw,10,11,10,11,11
1246,cw,10,10,10,10,10
1247,cw,11,11,11,11,11
1248,cw,10,10,10,10,10
1249,cw,10,10,10,10,10
1250,cw,11,11,11,11,11
1251,cw,10,10,10,10,10
1252,cw,11,11,11,11,11
1253,cw,11,11,11,11,11
1254,cw,11,11,11,11,11
1255,cw,10,10,10,11,10
1256,cw,10,10,10,10,10
1257,cw,11,11,11,11,11
1258,cw,12,12,12,12,12
1259,cw,11,11,11,11,11
1260,cw,12,13,12,12,12
1261,cw,11,10,10,10,10
1262,cw,10,11,10,10,10
1263,cw,9,9,9,10,9
1264,cw,11,11,11,11,11
1265,cw,11,10,10,11,10
1266,cw,12,11,10,10,11
1267,cw,11,11,10,11,10
1268,cw,12,11,11,11,11
1269,cw,11,11,11,11,11
1270,cw,11,11,11,11,11
1271,cw,10,10,10,10,10
1272,cw,10,10,10,10,10
1273,cw,11,11,11,11,11
1274,cw,10,11,10,10,10
1275,cw,10,10,10,10,10
1276,cw,10,9,9,9,9
1277,cw,10,11,10,10,10
1278,cw,11,11,11,11,11
1279,cw,11,12,11,11,11
1280,cw,10,10,10,10,10
1281,cw,9,10,9,10,9
1282,cw,11,11,11,11,11
1283,cw,10,11,10,11,10
1284,cw,10,10,10,10,10
1285,cw,10,10,10,11,10
1286,cw,10,10,10,10,11
1287,cw,10,10,10,10,10
1288,cw,10,9,9,9,10
1289,cw,11,10,10,10,10
1290,cw,11,11,11,11,11
1291,cw,10,10,10,10,10
1292,cw,10,10,10,10,10
1293,cw,10,10,10,10,10
1294,cw,12,12,12,12,12
1295,cw,10,10,10,10,10
1296,cw,10,10,10,10,10
1297,cw,10,10,10,10,10
1298,cw,10,10,10,10,11
1299,cw,11,11,11,11,11
1300,cw,10,10,10,10,10
1301,cw,10,10,10,10,10
1302,cw,11,11,11,11,11
1303,cw,9,11,9,9,10
1304,cw,10,10,10,10,10
1305,cw,11,10,10,11,10
1306,cw,10,10,10,10,10
1307,cw,10,10,10,10,10
1308,cw,10,11,10,10,10
1309,cw,10,10,10,10,11
1310,cw,10,10,10,10,10
1311,cw,10,11,10,11,10
1312,cw,10,11,10,10,10
1313,cw,10,10,10,10,10
1314,cw,12,10,10,10,10
1315,cw,9,9,9,10,9
1316,cw,10,10,10,10,10
1317,cw,11,11,11,11,11
1318,cw,10,10,10,11,10
1319,cw,12,12,12,12,12
1320,cw,11,12,11,11,11
1321,cw,10,10,10,10,10
1322,cw,10,11,10,11,10
1323,cw,11,11,11,11,11
1324,cw,9,9,9,9,9
1325,cw,10,10,10,10,10
1326,cw,10,10,10,11,10
1327,cw,12,10,10,10,10
1328,cw,11,10,10,11,10
1329,cw,15,11,10,11,10
1330,cw,11,11,11,11,11
1331,cw,12,12,12,12,12
1332,cw,11,11,11,11,11
1333,cw,11,10,10,10,10
1334,cw,12,12,12,12,12
1335,cw,10,10,10,10,10
1336,cw,9,9,9,9,9
1337,cw,10,10,10,10,10
1338,cw,10,10,10,10,10
1339,cw,10,11,10,10,10
1340,cw,10,10,10,10,10
1341,cw,10,10,10,10,10
1342,cw,11,11,10,10,11
1343,cw,10,10,10,10,10
1344,cw,10,10,10,10,10
1345,cw,12,12,12,12,12
1346,cw,9,10,9,10,9
1347,cw,12,12,12,12,12
1348,cw,10,10,10,10,10
1349,cw,11,11,11,11,11
1350,cw,11,11,11,11,11
1351,cw,10,11,10,10,10
1352,cw,10,10,10,10,10
1353,cw,10,10,10,10,10
1354,cw,10,10,10,10,10
1355,cw,12,11,10,11,10
1356,cw,11,11,11,11,11
1357,cw,11,10,10,11,10
1358,cw,12,12,12,12,12
1359,cw,10,10,10,10,10
1360,cw,12,12,12,12,12
1361,cw,13,13,13,13,13
1362,cw,12,12,12,12,12
1363,cw,10,10,10,10,10
1364,cw,10,10,10,10,10
1365,cw,11,11,11,11,11
1366,cw,11,11,11,11,11
1367,cw,10,10,10,10,10
1368,cw,11,11,10,10,11
1369,cw,11,11,11,11,11
1370,cw,12,12,12,12,12
1371,cw,11,11,11,11,11
1372,cw,10,10,10,10,10
1373,cw,10,11,10,10,11
1374,cw,10,10,10,11,10
1375,cw,10,10,10,10,11
1376,cw,12,12,12,12,12
1377,cw,10,10,10,10,10
1378,cw,10,10,10,10,10
1379,cw,11,11,11,11,11
1380,cw,10,10,10,10,10
1381,cw,10,10,10,10,10
1382,cw,10,10,10,10,10
1383,cw,12,12,12,12,12
1384,cw,12,11,10,10,10
1385,cw,10,10,10,10,11
1386,cw,9,9,9,9,9
1387,cw,11,11,11,11,11
1388,cw,9,11,9,9,9
1389,cw,10,10,10,10,10
1390,cw,10,10,10,10,10
1391,cw,11,11,11,11,11
1392,cw,11,11,11,11,11
1393,cw,10,10,10,10,10
1394,cw,11,11,11,11,11
1395,cw,10,10,10,10,10
1396,cw,10,10,10,10,10
1397,cw,10,10,10,10,10
1398,cw,12,12,12,12,12
1399,cw,10,11,10,11,10
1400,cw,10,10,10,10,10
1401,cw,11,11,11,11,11
1402,cw,10,10,10,10,10
1403,cw,10,10,10,10,11
1404,cw,10,10,10,10,10
1405,cw,10,10,10,10,10
1406,cw,10,10,10,10,10
1407,cw,10,9,9,10,9
1408,cw,10,10,10,10,10
1409,cw,9,10,9,10,10
1410,cw,9,9,9,10,9
1411,cw,11,11,11,11,11
1412,cw,11,12,11,11,11
1413,cw,11,11,11,11,11
1414,cw,10,10,10,10,10
1415,cw,10,10,10,10,10
1416,cw,11,11,11,11,11
1417,cw,10,10,10,10,10
1418,cw,10,10,10,10,10
1419,cw,10,10,10,10,10
1420,cw,11,11,11,11,11
1421,cw,11,11,10,11,10
1422,cw,12,12,12,12,12
1423,cw,10,10,10,10,10
1424,cw,10,10,10,10,10
1425,cw,10,10,10,10,10
1426,cw,11,11,11,11,11
1427,cw,11,11,11,11,11
1428,cw,10,10,10,10,10
1429,cw,9,10,9,9,9
1430,cw,11,11,11,11,11
1431,cw,10,10,10,10,10
1432,cw,11,10,10,10,10
1433,cw,11,11,11,11,11
1434,cw,10,10,10,10,10
1435,cw,12,12,12,12,12
1436,cw,10,10,10,10,10
1437,cw,9,9,9,9,9
1438,cw,10,10,10,10,10
1439,cw,15,11,11,11,11
1440,cw,9,11,9,9,9
1441,cw,11,11,11,11,11
1442,cw,10,9,9,10,10
1443,cw,12,10,10,10,10
1444,cw,10,10,10,10,10
1445,cw,10,10,10,10,10
1446,cw,11,11,11,11,11
1447,cw,10,10,10,10,10
1448,cw,11,11,11,11,11
1449,cw,11,10,10,10,10
1450,cw,12,10,10,10,10
1451,cw,11,10,10,10,11
1452,cw,10,10,10,10,10
1453,cw,12,12,12,12,12
1454,cw,11,11,11,11,11
1455,cw,10,10,10,10,10
1456,cw,12,12,12,12,12
1457,cw,11,10,10,11,11
1458,cw,10,10,10,10,10
1459,cw,11,11,11,11,11
1460,cw,12,12,12,12,12
1461,cw,10,10,10,10,10
1462,cw,11,11,11,11,11
1463,cw,11,11,11,11,11
1464,cw,10,10,10,10,10
1465,cw,10,10,10,10,10
1466,cw,10,10,10,11,10
1467,cw,11,11,11,11,11
1468,cw,10,10,10,10,10
1469,cw,11,11,11,11,11
1470,cw,12,12,12,12,12
1471,cw,11,11,11,11,11
1472,cw,10,10,10,10,10
1473,cw,11,11,11,11,11
1474,cw,11,11,11,11,11
1475,cw,10,10,10,10,10
1476,cw,10,10,10,10,10
1477,cw,10,10,10,10,10
1478,cw,11,11,11,11,11
1479,cw,10,10,10,10,10
1480,cw,10,10,10,10,10
1481,cw,10,10,10,10,10
1482,cw,10,10,10,10,10
1483,cw,10,10,10,10,10
1484,cw,10,10,10,10,10
1485,cw,10,10,10,10,10
1486,cw,12,12,12,12,12
1487,cw,11,11,11,11,11
1488,cw,10,10,10,10,10
1489,cw,10,10,10,11,10
1490,cw,11,11,11,11,11
1491,cw,10,10,9,10,10
1492,cw,10,10,10,10,10
1493,cw,11,10,10,10,10
1494,cw,11,11,11,11,11
1495,cw,10,10,10,10,10
1496,cw,9,9,9,9,9
1497,cw,10,10,10,11,10
1498,cw,12,9,9,9,9
1499,cw,10,10,10,11,11
1500,cw,10,10,10,10,10
1501,cw,10,10,10,10,10
1502,cw,11,11,11,11,11
1503,cw,11,11,11,11,11
1504,cw,10,10,10,11,10
1505,cw,11,11,11,11,11
1506,cw,10,10,9,10,10
1507,cw,10,10,10,10,10
1508,cw,10,10,10,10,10
1509,cw,10,10,10,10,10
1510,cw,11,11,11,11,11
1511,cw,13,13,13,13,13
1512,cw,10,10,10,10,10
1513,cw,10,10,10,11,10
1514,cw,10,10,10,10,10
1515,cw,10,10,10,10,10
1516,cw,10,10,10,10,10
1517,cw,11,11,11,11,11
1518,cw,9,11,9,10,9
1519,cw,11,11,11,11,11
1520,cw,10,10,10,10,10
1521,cw,11,11,11,11,11
1522,cw,11,10,10,10,11
1523,cw,10,11,10,10,10
1524,cw,11,11,11,11,11
1525,cw,10,10,10,10,10
1526,cw,11,11,11,11,11
1527,cw,10,10,10,10,10
1528,cw,11,11,11,11,11
1529,cw,10,10,10,10,10
1530,cw,10,11,9,11,9
1531,cw,10,10,10,10,10
1532,cw,10,10,10,10,12
1533,cw,10,10,10,10,10
1534,cw,11,11,11,11,11
1535,cw,10,10,10,10,10
1536,cw,11,11,11,11,11
1537,cw,10,10,10,10,10
1538,cw,10,10,10,10,10
1539,cw,11,11,11,11,11
1540,cw,12,12,12,12,12
1541,cw,11,11,11,11,11
1542,cw,11,11,11,11,11
1543,cw,11,11,11,11,11
1544,cw,11,11,11,11,11
1545,cw,11,11,11,11,11
1546,cw,11,11,11,11,11
1547,cw,11,11,11,11,11
1548,cw,11,11,11,11,11
1549,cw,11,11,11,11,11
1550,cw,10,11,10,10,10
1551,cw,10,10,10,10,10
1552,cw,11,11,11,11,11
1553,cw,10,10,10,10,10
1554,cw,10,10,10,10,10
1555,cw,11,11,11,11,11
1556,cw,11,11,11,11,11
1557,cw,10,10,10,10,10
1558,cw,10,10,10,10,10
1559,cw,12,10,10,10,10
1560,cw,11,12,11,11,11
1561,cw,11,11,11,11,11
1562,cw,11,10,10,10,10
1563,cw,12,12,12,12,12
1564,cw,10,10,10,10,10
1565,cw,11,11,11,11,11
1566,cw,10,10,10,10,10
1567,cw,10,10,10,10,10
1568,cw,11,10,10,10,10
1569,cw,10,10,10,10,10
1570,cw,11,11,11,11,11
1571,cw,10,10,10,10,10
1572,cw,11,11,11,11,11
1573,cw,10,10,10,10,11
1574,cw,11,11,11,11,11
1575,cw,11,10,10,10,10
1576,cw,10,10,10,10,10
1577,cw,11,11,11,11,11
1578,cw,11,11,11,11,11
1579,cw,11,10,10,10,11
1580,cw,12,12,12,12,12
1581,cw,10,10,10,10,10
1582,cw,13,13,13,13,13
1583,cw,11,10,10,11,10
1584,cw,11,11,11,11,11
1585,cw,11,11,11,11,11
1586,cw,10,11,10,10,10
1587,cw,10,10,10,10,10
1588,cw,9,10,9,10,10
1589,cw,11,11,11,11,11
1590,cw,11,11,11,11,11
1591,cw,11,11,11,11,11
1592,cw,10,10,10,10,11
1593,cw,10,10,10,11,10
1594,cw,10,10,10,10,11
1595,cw,9,9,9,9,9
1596,cw,10,10,10,10,10
1597,cw,13,13,13,13,13
1598,cw,10,10,10,10,10
1599,cw,11,11,10,10,10
1600,cw,11,11,11,11,11
1601,cw,10,10,10,10,10
1602,cw,10,10,10,10,10
1603,cw,11,11,11,11,11
1604,cw,10,10,10,10,10
1605,cw,12,10,10,10,10
1606,cw,11,11,11,11,11
1607,cw,12,12,12,12,12
1608,cw,10,10,10,10,10
1609,cw,11,11,11,11,11
1610,cw,10,10,10,10,10
1611,cw,10,10,10,10,11
1612,cw,11,11,11,11,11
1613,cw,10,10,10,10,10
1614,cw,11,11,11,11,11
1615,cw,11,11,11,11,11
1616,cw,11,11,11,11,11
1617,cw,12,12,12,12,12
1618,cw,10,10,10,10,10
1619,cw,10,10,10,10,10
1620,cw,9,9,9,9,9
1621,cw,10,10,10,10,10
1622,cw,11,11,11,11,11
1623,cw,12,12,12,12,12
1624,cw,10,11,10,10,10
1625,cw,11,11,11,11,11
1626,cw,11,11,11,11,11
1627,cw,10,10,10,10,10
1628,cw,11,11,11,11,11
1629,cw,10,10,10,10,10
1630,cw,11,10,10,10,10
1631,cw,11,11,11,11,11
1632,cw,10,10,10,10,10
1633,cw,12,12,12,12,12
1634,cw,11,11,11,11,11
1635,cw,11,11,11,11,11
1636,cw,10,10,10,10,10
1637,cw,9,9,9,9,10
1638,cw,11,11,11,11,11
1639,cw,10,10,10,10,10
1640,cw,12,12,12,12,12
1641,cw,11,11,11,11,11
1642,cw,10,10,10,10,10
1643,cw,10,10,10,10,10
1644,cw,11,11,11,11,11
1645,cw,10,10,10,10,10
1646,cw,10,10,10,10,10
1647,cw,10,10,10,10,10
1648,cw,10,10,10,10,10
1649,cw,11,10,10,10,10
1650,cw,10,10,10,10,10
1651,cw,11,11,11,11,11
1652,cw,11,11,11,11,11
1653,cw,11,11,11,11,11
1654,cw,9,10,9,9,10
1655,cw,11,11,11,11,11
1656,cw,11,11,10,10,10
1657,cw,10,10,10,10,10
1658,cw,10,10,10,10,10
1659,cw,9,9,9,9,9
1660,cw,9,9,9,9,9
1661,cw,10,10,10,10,10
1662,cw,10,10,10,10,10
1663,cw,10,10,10,10,10
1664,cw,11,10,10,10,10
1665,cw,10,10,10,10,10
1666,cw,10,10,10,11,10
1667,cw,11,11,11,11,11
1668,cw,12,12,12,12,12
1669,cw,11,11,11,11,11
1670,cw,12,12,12,12,12
1671,cw,11,11,11,11,11
1672,cw,11,12,11,11,11
1673,cw,13,12,12,12,12
1674,cw,11,10,10,11,10
1675,cw,11,11,10,11,10
1676,cw,11,11,11,11,11
1677,cw,10,10,10,10,10
1678,cw,10,10,10,10,10
1679,cw,10,10,10,10,10
1680,cw,11,11,10,11,10
1681,cw,12,12,12,12,12
1682,cw,10,9,9,9,9
1683,cw,10,10,10,10,10
1684,cw,10,10,10,10,10
1685,cw,11,11,11,11,11
1686,cw,11,11,9,10,9
1687,cw,11,11,10,10,10
1688,cw,10,10,10,10,10
1689,cw,11,10,10,10,10
1690,cw,10,10,10,10,10
1691,cw,10,10,10,10,10
1692,cw,11,11,11,11,11
1693,cw,11,11,11,11,11
1694,cw,11,11,11,11,11
1695,cw,10,10,10,10,10
1696,cw,11,11,11,11,11
1697,cw,10,10,10,10,10
1698,cw,11,11,11,11,11
1699,cw,10,10,10,10,10
1700,cw,10,11,10,10,10
1701,cw,10,10,10,10,10
1702,cw,11,11,11,11,11
1703,cw,10,10,10,10,10
1704,cw,11,9,9,10,9
1705,cw,11,11,11,11,11
1706,cw,11,11,11,11,11
1707,cw,11,11,11,11,11
1708,cw,11,11,11,11,11
1709,cw,11,11,11,11,11
1710,cw,11,11,11,11,11
1711,cw,12,12,12,12,12
1712,cw,11,11,11,11,11
1713,cw,10,10,10,10,10
1714,cw,11,10,10,10,10
1715,cw,10,10,10,10,10
1716,cw,12,10,10,10,10
1717,cw,11,11,11,11,11
1718,cw,10,10,10,10,10
1719,cw,11,11,11,11,11
1720,cw,11,11,11,11,11
1721,cw,9,9,9,9,9
1722,cw,10,10,10,10,10
1723,cw,11,11,11,11,11
1724,cw,10,10,10,11,10
1725,cw,12,12,12,12,12
1726,cw,10,10,10,10,10
1727,cw,11,11,11,11,11
1728,cw,10,10,10,10,10
1729,cw,10,10,10,10,10
1730,cw,10,11,10,10,10
1731,cw,10,10,10,10,10
1732,cw,10,10,10,10,10
1733,cw,13,10,10,10,10
1734,cw,11,11,11,11,11
1735,cw,11,10,10,10,10
1736,cw,10,11,10,11,10
1737,cw,11,11,11,11,11
1738,cw,10,10,10,10,10
1739,cw,11,10,10,10,11
1740,cw,12,12,12,12,12
1741,cw,10,10,10,10,10
1742,cw,10,10,10,10,10
1743,cw,11,11,11,11,11
1744,cw,11,10,10,10,10
1745,cw,10,10,10,10,10
1746,cw,9,9,9,10,11
1747,cw,10,10,10,10,10
1748,cw,11,10,10,10,10
1749,cw,11,11,11,11,11
1750,cw,10,10,10,10,10
1751,cw,11,11,11,11,11
1752,cw,9,9,9,9,9
1753,cw,10,10,10,10,10
1754,cw,13,10,10,11,10
1755,cw,10,10,10,10,11
1756,cw,11,11,11,11,11
1757,cw,10,10,10,10,10
1758,cw,10,10,10,10,11
1759,cw,9,9,9,11,9
1760,cw,9,9,9,9,9
1761,cw,10,10,10,10,10
1762,cw,11,11,11,11,11
1763,cw,10,10,10,11,10
1764,cw,11,11,11,11,11
1765,cw,10,11,10,10,10
1766,cw,11,11,11,11,11
1767,cw,10,10,10,10,10
1768,cw,10,10,10,10,10
1769,cw,11,11,11,11,11
1770,cw,10,10,10,10,10
1771,cw,11,11,11,11,11
1772,cw,11,11,11,11,11
1773,cw,10,10,10,10,10
1774,cw,14,9,9,10,9
1775,cw,10,11,10,10,11
1776,cw,10,10,10,10,10
1777,cw,10,11,10,10,10
1778,cw,10,10,10,10,10
1779,cw,10,10,10,10,10
1780,cw,11,12,11,11,11
1781,cw,11,11,11,11,11
1782,cw,9,10,9,9,9
1783,cw,10,10,10,10,10
1784,cw,12,10,10,10,10
1785,cw,11,11,11,11,11
1786,cw,11,11,11,11,11
1787,cw,11,11,11,11,11
1788,cw,11,11,11,11,11
1789,cw,11,10,10,10,10
1790,cw,10,10,10,10,10
1791,cw,10,10,10,10,10
1792,cw,9,9,9,9,10
1793,cw,12,12,12,12,12
1794,cw,11,11,11,11,11
1795,cw,10,10,10,10,10
1796,cw,10,10,10,10,10
1797,cw,11,11,11,11,11
