,rotation,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
63,cw,0.13938570000000003,0.1025587,0.07438413,0.05640323,0.03999059
64,cw,0.1251316,0.09207066,0.06677733,0.05063522,0.03590101
65,cw,0.15748679999999998,0.11587730000000002,0.08404386,0.06372792,0.04518389
66,cw,0.1324442,0.09745119,0.07067973,0.0535943,0.03799903
67,cw,0.1199644,0.08826867,0.0640198,0.04854428,0.0344185
68,cw,0.1546156,0.1137647,0.08251163,0.06256606,0.04436012
69,cw,0.15317260000000002,0.1127029,0.08174156,0.06198215,0.04394612
70,cw,0.23781279999999996,0.17498039999999998,0.1269104,0.09623229999999999,0.0682299
71,cw,0.1318521,0.09701551,0.07036374,0.05335469,0.03782914
72,cw,0.1411303,0.1038423,0.07531511,0.05710917,0.04049111
73,cw,0.13801660000000002,0.1015513,0.07365347,0.055849199999999995,0.03959778
74,cw,0.1899355,0.1397527,0.1013603,0.07685848,0.05449362
75,cw,0.23326449999999999,0.1716338,0.12448319999999999,0.09439182,0.06692497
76,cw,0.1745338,0.1284203,0.09314114,0.07062610000000001,0.05007479
77,cw,0.1773261,0.1304749,0.09463125,0.07175602,0.05087591
78,cw,0.1848754,0.1360296,0.09865998,0.07481088,0.05304185
79,cw,0.1123036,0.08263189,0.05993154,0.04544427,0.03222055
80,cw,0.1372607,0.1009951,0.07325010000000001,0.05554333,0.03938092
81,cw,0.15403440000000002,0.113337,0.08220147,0.06233088,0.04419337
82,cw,0.31915959999999993,0.2348346,0.17032160000000002,0.1291497,0.09156877
83,cw,0.1388983,0.10220010000000002,0.07412401,0.05620599,0.03985075
84,cw,0.15137520000000002,0.11138039999999999,0.08078239,0.06125484,0.04343044
85,cw,0.1364727,0.1004153,0.07282956,0.05522445,0.03915482
86,cw,0.14728039999999998,0.10836749999999999,0.07859714,0.05959783,0.04225561
87,cw,0.11280760000000001,0.0830028,0.06020055,0.04564825,0.03236518
88,cw,0.1549336,0.11399870000000001,0.08268134,0.06269476,0.04445136
89,cw,0.10421369999999999,0.07667942,0.05561431,0.04217065,0.02989952
90,cw,0.1442059,0.10610530000000001,0.07695644,0.05835373,0.04137352
91,cw,0.1078925,0.07938625,0.05757753,0.043659300000000005,0.03095499
92,cw,0.2016943,0.14840479999999998,0.1076355,0.08161676,0.0578673
93,cw,0.1058455,0.07788014,0.05648518,0.042831,0.03036771
94,cw,0.1591485,0.1170999,0.08493063,0.06440032,0.04566063
95,cw,0.10670430000000002,0.07851201,0.05694346,0.0431785,0.030614099999999995
96,cw,0.11435139999999999,0.08413871,0.06102441,0.04627296,0.03280811
97,cw,0.1503346,0.1106147,0.08022703,0.06083373,0.04313187
98,cw,0.1779108,0.13090510000000002,0.09494328,0.07199261,0.05104366
99,cw,0.127914,0.09411792,0.06826217,0.05176114,0.03669929
100,cw,0.1489135,0.1095692,0.0794687,0.06025871,0.04272418
101,cw,0.297766,0.21909339999999997,0.15890479999999998,0.1204927,0.08543083
102,cw,0.1873558,0.1378547,0.09998369,0.07581460000000001,0.053753499999999996
103,cw,0.19367089999999998,0.14250120000000002,0.1033538,0.07837002,0.05556532
104,cw,0.159665,0.11748,0.08520627,0.06460933,0.04580883
105,cw,0.1448198,0.106557,0.07728404,0.05860215,0.04154965
106,cw,0.2077596,0.1528675,0.1108723,0.08407109,0.05960745
107,cw,0.23528629999999998,0.17312139999999998,0.1255621,0.09520993,0.06750502
108,cw,0.2266842,0.1667921,0.12097160000000001,0.09172907,0.06503705
109,cw,0.2025854,0.1490604,0.10811110000000002,0.08197733,0.05812295
110,cw,0.28281300000000004,0.2080911,0.1509251,0.11444189999999999,0.08114073
111,cw,0.2392603,0.1760455,0.1276829,0.09681804,0.0686452
112,cw,0.1438365,0.1058335,0.07675929,0.05820424,0.04126753
113,cw,0.11083130000000001,0.08154863,0.05914587,0.04484852,0.03179816
114,cw,0.3127212,0.2300973,0.16688570000000003,0.1265444,0.08972156
115,cw,0.1411736,0.1038742,0.07533822,0.05712669,0.04050354
116,cw,0.11561580000000002,0.08506899,0.06169913,0.04678458,0.03317085
117,cw,0.12495539999999998,0.09194098,0.06668327,0.05056391,0.03585044
118,cw,0.11202229999999999,0.08242492,0.05978143,0.04533045,0.03213985
119,cw,0.248692,0.18298520000000001,0.1327161,0.1006346,0.07135121
120,cw,0.2876881,0.2116781,0.1535266,0.1164146,0.08253941
121,cw,0.1687854,0.12419069999999999,0.09007344,0.06829996,0.04842553
122,cw,0.09547716,0.07025119,0.05095202,0.03863538,0.02739296
123,cw,0.08861832,0.06520452,0.04729176,0.03585991,0.02542512
124,cw,0.2105761,0.1549399,0.11237539999999999,0.08521083,0.06041554
125,cw,0.12920530000000002,0.09506805,0.06895128,0.05228367,0.03706977
126,cw,0.2556112,0.1880763,0.1364086,0.1034345,0.07333638
127,cw,0.1900655,0.13984839999999998,0.1014297,0.07691108,0.05453091
128,cw,0.1026298,0.075514,0.05476905,0.04152971,0.02944508
129,cw,0.1848273,0.1359942,0.09863433,0.07479143,0.05302805
130,cw,0.20709810000000003,0.1523808,0.1105193,0.08380344,0.05941768
131,cw,0.1452785,0.10689449999999999,0.07752883,0.05878776,0.04168126
132,cw,0.13030619999999998,0.09587806,0.06953877,0.05272914,0.03738562
133,cw,0.1757548,0.12931869999999998,0.0937927,0.07112017,0.05042508
134,cw,0.04718699,0.03471974,0.02518165,0.01909448,0.01353823
135,cw,0.0457161,0.03363748,0.0243967,0.01849928,0.01311622
136,cw,0.06815305,0.05014637,0.03637033,0.02757852,0.01955351
137,cw,0.040480699999999994,0.02978531,0.02160279,0.01638074,0.01161415
138,cw,0.05659607,0.04164285,0.03020287,0.02290192,0.01623775
139,cw,0.1230297,0.09052406,0.06565560000000001,0.04978465,0.03529794
140,cw,0.11692830000000001,0.08603472,0.06239956,0.047315699999999995,0.03354742
141,cw,0.22349960000000002,0.16444879999999998,0.119272,0.09044036,0.06412335
142,cw,0.14185820000000002,0.1043779,0.07570355,0.05740371,0.04069995
143,cw,0.11770530000000001,0.08660641,0.0628142,0.0476301,0.03377034
144,cw,0.1464108,0.10772770000000001,0.0781331,0.05924596,0.04200613
145,cw,0.1664177,0.1224486,0.08880993,0.06734188,0.04774623
146,cw,0.23246860000000003,0.1710482,0.12405839999999999,0.09406973,0.06669661
147,cw,0.1349184,0.09927165,0.07200008,0.05459548,0.03870888
148,cw,0.09471638,0.0696914,0.05054602,0.03832752,0.02717469
149,cw,0.1416311,0.10421079999999999,0.07558239,0.05731183,0.0406348
150,cw,0.08463647,0.06227471,0.04516682,0.03424863,0.02428271
151,cw,0.15846129999999997,0.1165943,0.08456392,0.06412226,0.04546348
152,cw,0.15141129999999997,0.11140699999999999,0.08080165,0.06126945,0.0434408
153,cw,0.1967212,0.1447456,0.10498160000000001,0.07960436,0.05644049
154,cw,0.10394360000000001,0.07648074,0.05547021,0.04206138,0.02982204
155,cw,0.1400731,0.1030645,0.07475096,0.05668139,0.04018781
156,cw,0.1846865,0.1358906,0.09855916,0.07473443,0.05298764
157,cw,0.2640485,0.1942844,0.1409113,0.1068487,0.07575709
158,cw,0.1414183,0.10405419999999999,0.07546881,0.05722571,0.04057374
159,cw,0.1282164,0.09434038,0.06842352,0.05188348,0.03678603
160,cw,0.1748854,0.128679,0.09332877,0.07076837,0.05017566
161,cw,0.10488910000000001,0.07717637,0.05597474,0.04244395,0.03009329
162,cw,0.08080707,0.05945708,0.04312323,0.03269904,0.02318403
163,cw,0.31745300000000004,0.23357889999999998,0.1694109,0.1284592,0.09107915
164,cw,0.2011815,0.1480275,0.1073619,0.08140925,0.05772018
165,cw,0.2061645,0.1516939,0.1100211,0.08342565,0.05914982
166,cw,0.1322059,0.09727585,0.07055256,0.05349787,0.03793066
167,cw,0.07079636,0.05209129,0.03778095,0.02864815,0.020311900000000004
168,cw,0.06277616,0.0461901,0.03350091,0.02540273,0.01801085
169,cw,0.3292382,0.24225029999999997,0.1757001,0.1332281,0.09446038
170,cw,0.2536235,0.1866138,0.1353479,0.10263019999999999,0.0727661
171,cw,0.24607379999999998,0.1810588,0.1313189,0.09957517,0.07060003
172,cw,0.31381420000000004,0.23090149999999998,0.167469,0.1269867,0.09003515
173,cw,0.1943819,0.1430243,0.10373319999999998,0.07865772,0.05576931
174,cw,0.14657260000000003,0.1078468,0.07821947,0.05931145,0.04205256
175,cw,0.1735698,0.127711,0.09262668,0.070236,0.049798199999999994
176,cw,0.24236370000000002,0.1783289,0.129339,0.09807386,0.06953559
177,cw,0.2541544,0.1870044,0.1356312,0.102845,0.07291842
178,cw,0.1815446,0.13357879999999997,0.09688251,0.07346307,0.05208623
179,cw,0.1605971,0.11816580000000002,0.0857037,0.06498653,0.04607626
180,cw,0.1461799,0.1075578,0.07800986,0.05915251,0.04193987
181,cw,0.06350283,0.04672478,0.03388871,0.02569678,0.01821934
182,cw,0.05924212,0.04358979,0.03161495,0.02397266,0.01699691
183,cw,0.10200369999999999,0.07505333,0.05443494,0.04127636,0.02926546
184,cw,0.09586495,0.07053652,0.05115897,0.0387923,0.02750422
185,cw,0.09454793,0.06956746,0.05045613,0.03825936,0.02712636
186,cw,0.2611959,0.1921855,0.13938889999999998,0.1056944,0.07493865
187,cw,0.2711636,0.19951960000000002,0.1447082,0.1097279,0.07779843
188,cw,0.08848992,0.06511004,0.04722324,0.03580795,0.02538828
189,cw,0.2494469,0.1835406,0.13311900000000002,0.1009401,0.07156779
190,cw,0.36366240000000005,0.26757929999999996,0.1940708,0.14715799999999998,0.1043369
191,cw,0.2307453,0.16978020000000002,0.12313879999999999,0.09337239,0.06620219
192,cw,0.2669236,0.19639979999999999,0.1424455,0.10801210000000001,0.07658195
193,cw,0.22481639999999997,0.16541779999999998,0.1199748,0.09097324,0.06450116
194,cw,0.2186942,0.1609131,0.11670760000000001,0.08849584,0.06274465
195,cw,0.4597895,0.33830879999999997,0.24536970000000002,0.1860565,0.1319163
196,cw,0.1819583,0.1338832,0.09710326,0.07363047,0.05220492
197,cw,0.1961565,0.14433010000000002,0.10468019999999999,0.07937583,0.05627845
198,cw,0.04620772,0.03399919999999999,0.02465905,0.01869822,0.01325727
199,cw,0.08875886,0.06530792,0.04736675,0.03591678,0.02546544
200,cw,0.1306827,0.09615506,0.06973967,0.05288148,0.03749363
201,cw,0.17894939999999998,0.1316693,0.09549756,0.07241291,0.05134166
202,cw,0.1392035,0.1024246,0.07428689,0.0563295,0.03993832
203,cw,0.1916749,0.1410326,0.10228860000000001,0.07756233,0.05499266
204,cw,0.1845311,0.1357762,0.09847625,0.07467156,0.05294307
205,cw,0.1664925,0.1225036,0.08884981,0.06737212,0.04776767
206,cw,0.2482946,0.1826928,0.13250399999999998,0.1004738,0.07123718
207,cw,0.15064629999999998,0.1108441,0.08039339,0.06095988,0.04322131
208,cw,0.2375493,0.1747865,0.12676980000000002,0.09612566,0.06815429
209,cw,0.1844915,0.1357471,0.09845512,0.07465553,0.0529317
210,cw,0.1533382,0.1128248,0.08182993,0.06204916,0.04399363
211,cw,0.2203469,0.1621292,0.1175896,0.08916464,0.06321885
212,cw,0.203649,0.149843,0.1086786,0.08240771,0.05842809
213,cw,0.2008144,0.14775729999999998,0.1071659,0.08126069999999999,0.05761485
214,cw,0.24084120000000003,0.17720870000000002,0.12852650000000002,0.09745777,0.06909878
215,cw,0.24956,0.1836239,0.13317939999999998,0.10098589999999999,0.07160024
216,cw,0.2062948,0.15178970000000003,0.1100906,0.08347835,0.05918719
217,cw,0.2605739,0.19172779999999998,0.139057,0.10544269999999999,0.07476021
218,cw,0.2604012,0.1916008,0.1389649,0.1053729,0.07471066
219,cw,0.2918579,0.21474629999999997,0.1557519,0.1181019,0.08373576
220,cw,0.2846199,0.2094206,0.15188929999999998,0.1151731,0.08165914
221,cw,0.21043620000000002,0.1548369,0.1123007,0.08515418,0.06037538
222,cw,0.29422550000000003,0.2164883,0.1570154,0.11905999999999999,0.08441505
223,cw,0.2645254,0.1946352,0.1411657,0.10704169999999999,0.07589389
224,cw,0.2242844,0.1650263,0.11969089999999999,0.09075796,0.06434853
225,cw,0.2967739,0.2183634,0.1583754,0.12009120000000001,0.08514619
226,cw,0.1015138,0.07469289,0.05417352,0.04107814,0.02912491
227,cw,0.04694564,0.03454215,0.02505285,0.01899682,0.01346898
228,cw,0.18049189999999998,0.1328042,0.0963207,0.07303707,0.051784199999999996
229,cw,0.06080685,0.0447411,0.03244998,0.02460584,0.01744585
230,cw,0.07785521,0.05728512,0.04154795,0.03150455,0.02233712
231,cw,0.06459777,0.04753042,0.03447303,0.02613985,0.01853348
232,cw,0.08524687,0.06272384,0.04549256,0.03449563,0.02445783
233,cw,0.1134588,0.08348189,0.06054803,0.04591174,0.03255199
234,cw,0.09209485,0.06776252,0.04914703,0.03726671,0.02642256
235,cw,0.07993117,0.0588126,0.04265580000000001,0.032344599999999994,0.02293273
236,cw,0.09642424,0.07094804,0.05145744,0.03901862,0.02766469
237,cw,0.1430586,0.10526110000000001,0.07634417,0.05788947,0.04104436
238,cw,0.06448827,0.04744986,0.03441459,0.02609554,0.01850207
239,cw,0.0654681,0.0481708,0.03493749,0.02649204,0.01878318
240,cw,0.08399384,0.06180187,0.04482387,0.03398859,0.02409833
241,cw,0.09572314,0.07043217,0.05108329,0.03873491,0.02746353
242,cw,0.09463134,0.06962884,0.05050064,0.03829311,0.02715029
243,cw,0.1039201,0.07646344,0.05545766,0.04205187,0.029815300000000003
244,cw,0.06690393,0.04922728,0.03570373,0.02707306,0.01919514
245,cw,0.09373962,0.06897272,0.05002477,0.03793227,0.02689445
246,cw,0.1082969,0.07968386,0.05779338,0.04382297,0.03107103
247,cw,0.06454732,0.04749331,0.03444611,0.02611944,0.01851901
248,cw,0.04931614,0.03628635,0.02631789,0.01995605,0.01414909
249,cw,0.07514942,0.05529423,0.04010399,0.03040964,0.02156081
250,cw,0.08672652,0.06381255,0.04628219,0.03509438,0.02488235
251,cw,0.1086555,0.07994771,0.05798475,0.04396808,0.03117391
252,cw,0.07427686,0.05465221,0.03963834,0.03005655,0.02131047
253,cw,0.08715785,0.06412992,0.04651237,0.03526892,0.025006099999999996
254,cw,0.06133398,0.04512896,0.03273128,0.02481914,0.01759708
255,cw,0.07433576,0.05469555,0.03966977,0.03008039,0.02132737
256,cw,0.05591822,0.041144099999999996,0.02984113,0.02262763,0.01604327
257,cw,0.06721677,0.04945746,0.03587067,0.02719965,0.01928489
258,cw,0.08816703,0.06487246,0.04705092,0.03567729,0.02529564
259,cw,0.1066093,0.0784421,0.05689275,0.04314005,0.03058683
260,cw,0.1012207,0.07447723,0.05401709999999999,0.04095953,0.02904082
261,cw,0.06393836,0.04704524,0.03412113,0.02587302,0.01834429
262,cw,0.05711355,0.04202361,0.03047903,0.02311132,0.01638622
263,cw,0.1320979,0.09719636,0.07049491,0.05345415,0.03789966
264,cw,0.160623,0.1181849,0.08571755,0.06499702,0.0460837
265,cw,0.1210628,0.08907683,0.06460594,0.04898873,0.03473362
266,cw,0.08483661,0.06242197,0.04527362,0.03432962,0.02434012
267,cw,0.08917838,0.06561661,0.04759064,0.03608654,0.02558581
268,cw,0.07206060000000002,0.05302151,0.03845562,0.02915973,0.02067461
269,cw,0.07249428,0.05334061,0.03868706,0.02933522,0.02079904
270,cw,0.1044672,0.07686599,0.05574962,0.04227325,0.02997226
271,cw,0.0732011,0.05386067,0.03906425,0.02962124,0.02100183
272,cw,0.05455075,0.04013792,0.02911137,0.02207427,0.01565093
273,cw,0.07593714,0.05587383,0.04052436,0.0307284,0.02178682
274,cw,0.08404451,0.06183915,0.04485091,0.03400908,0.02411287
275,cw,0.09240194,0.06798847,0.04931091,0.03739097,0.02651066
276,cw,0.06693418,0.04924953,0.03571987,0.0270853,0.01920381
277,cw,0.1454442,0.1070164,0.07761724,0.0588548,0.04172879
278,cw,0.2234982,0.1644479,0.1192713,0.09043982,0.06412296
279,cw,0.1885249,0.1387148,0.1006076,0.07628768,0.05408892
280,cw,0.1273889,0.09373154,0.06798194,0.05154864,0.03654863
281,cw,0.248587,0.18290789999999998,0.1326601,0.1005921,0.07132107
282,cw,0.22635450000000001,0.1665495,0.12079560000000002,0.09159564,0.06494245
283,cw,0.07005093,0.05154281,0.03738314,0.02834651,0.02009802
284,cw,0.07459231,0.05488432,0.03980669,0.030184199999999998,0.02140098
285,cw,0.1302002,0.09580003,0.06948218,0.05268623,0.0373552
286,cw,0.08260788,0.06078209,0.04408425,0.03342775,0.02370069
287,cw,0.1181422,0.08692793,0.06304739,0.04780692,0.0338957
288,cw,0.1132616,0.08333682,0.06044281,0.04583195,0.03249543
289,cw,0.1367001,0.10058260000000001,0.07295089999999999,0.05531646,0.03922006
290,cw,0.193959,0.1427132,0.1035075,0.0784866,0.05564798
291,cw,0.1603251,0.11796569999999999,0.08555856,0.06487647,0.04599822
292,cw,0.12703019999999998,0.09346759,0.06779049,0.05140348,0.03644571
293,cw,0.1910947,0.1406056,0.1019789,0.07732753,0.05482619
294,cw,0.2171821,0.1598005,0.11590070000000001,0.08788396,0.06231083
295,cw,0.15903889999999998,0.11701929999999999,0.08487214,0.06435597,0.04562919
296,cw,0.18666129999999997,0.1373436,0.09961306,0.07553357,0.05355424
297,cw,0.1322115,0.09727994,0.07055552,0.05350012,0.03793225
298,cw,0.1307214,0.09618355,0.06976034,0.05289715,0.03750474
299,cw,0.1894236,0.1393761,0.1010872,0.07665133,0.05434675
300,cw,0.1700973,0.1251559,0.09077353,0.06883082,0.04880191
301,cw,0.22442670000000003,0.165131,0.1197668,0.09081554,0.06438936
302,cw,0.23034179999999996,0.16948329999999998,0.12292339999999999,0.09320913,0.06608643
303,cw,0.29905279999999995,0.2200402,0.1595915,0.12101340000000001,0.08580001
304,cw,0.1677876,0.12345650000000001,0.08954096,0.0678962,0.04813925
305,cw,0.1493844,0.10991559999999999,0.07971996,0.06044923,0.04285926
306,cw,0.12930899999999998,0.09514432,0.0690066,0.05232562,0.03709951
307,cw,0.1338715,0.09850138,0.07144142,0.05417187,0.03840853
308,cw,0.1276225,0.09390339,0.06810657,0.05164315,0.03661564
309,cw,0.1406445,0.10348489999999999,0.07505585,0.05691258,0.04035173
310,cw,0.18039539999999998,0.13273320000000002,0.09626921,0.07299802,0.05175651
311,cw,0.2610857,0.19210439999999998,0.1393301,0.1056498,0.07490705
312,cw,0.2965728,0.2182154,0.15826800000000002,0.12000989999999999,0.08508848
313,cw,0.2259322,0.16623870000000002,0.1205702,0.09142473,0.06482127
314,cw,0.24193969999999998,0.17801689999999998,0.1291127,0.09790226,0.06941392
315,cw,0.2342848,0.1723845,0.12502760000000002,0.09480467,0.06721769
316,cw,0.10321269999999999,0.07594294,0.05508016,0.04176562,0.02961234
317,cw,0.0959561,0.07060359,0.05120761,0.03882918,0.02753037
318,cw,0.1364413,0.1003922,0.07281281,0.05521175,0.03914582
319,cw,0.1889318,0.1390142,0.10082469999999999,0.07645234,0.05420566
320,cw,0.21926210000000002,0.1613309,0.1170107,0.08872564,0.06290758
321,cw,0.2842524,0.2091502,0.1516932,0.11502439999999998,0.08155369999999999
322,cw,0.261443,0.1923673,0.13952079999999997,0.1057944,0.07500956
323,cw,0.3253769,0.23940920000000002,0.1736395,0.1316656,0.09335255
324,cw,0.1587943,0.11683930000000001,0.08474161,0.06425700000000001,0.04555901
325,cw,0.1503493,0.1106256,0.08023493,0.06083972,0.04313612
326,cw,0.1530802,0.11263499999999999,0.08169229,0.06194479,0.04391962
327,cw,0.11912089999999999,0.08764803,0.06356966,0.04820295,0.03417649
328,cw,0.14838610000000002,0.10918110000000002,0.07918723,0.06004528,0.04257285
329,cw,0.137127,0.10089680000000001,0.07317874,0.05548922,0.03934255
330,cw,0.225134,0.16565139999999998,0.1201442,0.09110174,0.06459227
331,cw,0.2220381,0.16337349999999998,0.1184921,0.08984897,0.06370404
332,cw,0.2186072,0.1608491,0.1166612,0.08846062,0.06271969
333,cw,0.19618629999999998,0.144352,0.1046961,0.0793879,0.05628701
334,cw,0.21519210000000003,0.15833629999999999,0.11483869999999999,0.08707872,0.0617399
335,cw,0.1495535,0.11004000000000001,0.0798102,0.06051766,0.04290777
336,cw,0.12044769999999999,0.08862431,0.06427775,0.04873987,0.03455717
337,cw,0.1544289,0.11362730000000001,0.08241199,0.06249052,0.04430655
338,cw,0.1591982,0.1171365,0.08495718,0.06442046,0.04567491
339,cw,0.2237016,0.16459749999999998,0.1193799,0.09052213,0.06418132
340,cw,0.2603374,0.19155379999999997,0.1389308,0.105347,0.07469233
341,cw,0.2533413,0.18640620000000002,0.1351973,0.10251600000000001,0.07268513
342,cw,0.2060022,0.1515744,0.1099344,0.08335994,0.05910324
343,cw,0.1918128,0.14113399999999998,0.1023622,0.07761812,0.05503222
344,cw,0.10653339999999999,0.07838624,0.05685224,0.04310934,0.03056506
345,cw,0.1516555,0.1115867,0.08093198,0.06136826,0.04351087
346,cw,0.14892879999999997,0.10958039999999998,0.07947684,0.06026488,0.04272855
347,cw,0.13050209999999998,0.09602224,0.06964333,0.05280843,0.03744184
348,cw,0.09498141,0.06988642,0.05068746,0.03843477,0.02725073
349,cw,0.09338252,0.06870997,0.049834199999999995,0.03778777,0.026792000000000003
350,cw,0.124965,0.09194805,0.0666884,0.05056779,0.035853199999999995
351,cw,0.1635926,0.12036989999999999,0.08730228,0.06619867,0.04693568
352,cw,0.1759883,0.1294905,0.09391733,0.07121467,0.05049209
353,cw,0.25649570000000005,0.1887271,0.1368806,0.10379239999999999,0.07359014
354,cw,0.1607004,0.11824180000000001,0.08575881,0.06502831,0.04610588
355,cw,0.34435820000000006,0.25337550000000003,0.18376900000000002,0.13934649999999998,0.0987984
356,cw,0.1868639,0.13749270000000002,0.09972118,0.07561555,0.05361237
357,cw,0.25568820000000003,0.188133,0.1364497,0.1034657,0.07335846
358,cw,0.21448760000000003,0.15781789999999998,0.1144627,0.08679361,0.06153775
359,cw,0.13807329999999998,0.10159299999999999,0.07368372,0.05587214,0.03961404
360,cw,0.1494043,0.10993030000000001,0.07973062,0.06045731,0.04286499
361,cw,0.1447595,0.1065127,0.07725189,0.05857777,0.04153237
362,cw,0.09124137,0.06713453,0.04869156,0.03692134,0.02617769
363,cw,0.1106786,0.08143627,0.05906438,0.04478673,0.03175435
364,cw,0.10686300000000001,0.07862879,0.05702816,0.04324273,0.03065963
365,cw,0.1319818,0.09711098,0.07043298,0.0534072,0.03786637
366,cw,0.1349931,0.09932663,0.07203995,0.05462572,0.03873031
367,cw,0.13966220000000001,0.10276210000000001,0.07453166,0.0565151,0.04006991
368,cw,0.1083682,0.07973628,0.05783141,0.0438518,0.03109148
369,cw,0.1859195,0.1367978,0.09921715,0.07523336,0.05334139
370,cw,0.2009844,0.1478824,0.1072567,0.0813295,0.05766363
371,cw,0.15196120000000002,0.1118116,0.08109511,0.06149197,0.04359857
372,cw,0.1566943,0.1152942,0.08362096,0.06340724,0.04495652
